53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,-,-,-,-,"2,561",764,1,-,-,-,"1,619",12,-,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,45,233,23,146,60,4,"11,692",729,263,-,-,-,"10,092",-,-,-,56,その他化学工業品,,,,,
軽工業品,,13,539,46,298,195,-,"6,249","1,307",154,-,-,-,"4,680",-,-,14,軽工業品,,,,,,
57,紙・パルプ,10,32,32,-,-,-,314,15,-,-,-,-,227,-,-,14,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,24,-,-,-,-,-,24,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,3,2,-,2,-,-,105,45,-,-,-,-,60,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,325,14,146,165,-,"4,755","1,093",146,-,-,-,"3,503",-,-,-,61,製造食品,,,,,
62,飲料,-,180,-,150,30,-,"1,051",154,8,-,-,-,866,-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,2,277,94,179,-,4,"28,939","3,590",168,-,-,124,"24,741",7,-,-,雑工業品,,,,,,
66,がん具,-,2,-,2,-,-,160,28,33,-,-,-,99,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,2,-,-,-,2,"1,175",107,-,-,-,-,"1,066",-,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,2,112,80,30,-,2,"2,038",160,114,-,-,120,"1,637",-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,146,2,144,-,-,"3,143",2,21,-,-,-,"3,120",-,-,-,69,家具装備品,,,,,
70,その他日用品,-,12,12,-,-,-,"6,585",10,-,-,-,-,"6,575",-,-,-,70,その他日用品,,,,,
71,ゴム製品,-,2,-,2,-,-,"15,568","3,264",-,-,-,-,"12,042",-,-,-,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,11,-,-,-,-,4,7,-,-,-,72,木製品,,,,,
73,その他製造工業品,-,1,-,1,-,-,259,19,-,-,-,-,195,7,-,-,73,その他製造工業品,,,,,
特殊品,,-,20,9,7,-,4,"2,329",495,54,-,-,-,"1,465",-,120,-,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,143,46,-,-,-,-,72,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,107,30,-,-,-,-,77,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,8,8,-,-,-,984,356,47,-,-,-,511,-,60,-,79,輸送用容器,,,,,
80,取合せ品,-,12,1,7,-,4,"1,095",63,7,-,-,-,805,-,60,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
