,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,, 　             ヨーロッパ,,,,,,,,,,,,,,,,品種,,,,,,
,,ノルウェー,,スウェーデン,,,,,,,,,,デンマーク,,,,,,,,,,
,,モーレイ,諸港(ノルウェー),小計,イェブレ,ストックホルム,ノルコッピング,ゴーセンブルグ,ハルムスタート,ヘルシンブボルイ,マルメ,ピチオ,"諸港
(スウェーデン)",小計,コペンハーゲン,オールフス,オールベク,,,,,,,
合計,,"3,856","4,017","61,498","17,948",357,"2,177","16,809","1,470","19,557",30,"1,189","1,961","16,316","3,817","5,238",975,合計,,,,,,
農水産品,,"3,856","2,009",30,-,-,-,-,-,30,-,-,-,"3,055",11,"1,926",840,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,-,60,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,-,-,-,-,"1,042",-,645,270,10,その他畜産品,,,,,
11,水産品,"3,856","2,009",30,-,-,-,-,-,30,-,-,-,"1,938",11,"1,281",570,11,水産品,,,,,
林産品,,-,-,"31,821","11,490",-,30,"12,081","1,320","5,340",-,"1,140",420,480,210,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,"31,821","11,490",-,30,"12,081","1,320","5,340",-,"1,140",420,480,210,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,240,26,-,-,-,-,-,26,-,-,-,166,-,46,120,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,30,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,46,-,46,-,26,原塩,,,,,
27,非金属鉱物,-,-,26,-,-,-,-,-,26,-,-,-,90,-,-,90,27,非金属鉱物,,,,,
金属機械工業品,,-,18,"12,046",273,326,826,"1,015",-,"8,573",-,49,984,835,246,240,-,金属機械工業品,,,,,,
28,鉄鋼,-,-,"7,560",-,-,-,-,-,"7,560",-,-,-,180,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,941,195,-,731,-,-,-,-,-,15,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,180,-,-,-,-,-,180,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,-,493,-,90,-,313,-,30,-,-,60,82,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,15,-,-,-,15,-,-,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,10,-,-,-,-,-,-,-,-,10,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,813,-,-,-,32,-,16,-,-,765,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,184,-,-,-,127,-,57,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,"1,272",78,236,60,388,-,437,-,49,24,382,162,165,-,38,産業機械,,,,,
39,電気機械,-,18,352,-,-,35,15,-,293,-,-,9,161,84,75,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,226,-,-,-,125,-,-,-,-,101,30,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,-,871,"6,552",105,-,-,"1,406",60,"4,527",-,-,454,"3,116",466,"1,314",-,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,111,111,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,-,-,-,15,15,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,-,-,-,-,-,-,30,-,30,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,45,-,-,-,-,-,-,-,-,45,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
