52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,856,"5,367",105,-,-,"1,320",60,"3,477",-,-,405,98,-,30,-,54,化学薬品,,,,,
55,化学肥料,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,-,"1,140",-,-,-,86,-,"1,050",-,-,4,"2,862",340,"1,254",-,56,その他化学工業品,,,,,
軽工業品,,-,823,"6,735","3,875",-,"1,276","1,058",30,448,-,-,48,727,255,316,15,軽工業品,,,,,,
57,紙・パルプ,-,802,"6,069","3,875",-,"1,216",874,30,74,-,-,-,-,-,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,60,-,-,-,30,-,-,-,-,30,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,-,436,-,-,60,124,-,234,-,-,18,682,255,271,15,61,製造食品,,,,,
62,飲料,-,21,170,-,-,-,30,-,140,-,-,-,-,-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,45,-,45,-,65,その他食料工業品,,,,,
雑工業品,,-,26,"4,214","2,205",31,45,"1,220",60,583,30,-,40,"3,327","2,045","1,075",-,雑工業品,,,,,,
66,がん具,-,-,28,-,-,-,28,-,-,-,-,-,15,-,15,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,166,-,-,-,151,-,-,-,-,15,720,-,690,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,481,-,31,30,210,45,165,-,-,-,15,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,678,15,-,15,411,-,182,30,-,25,695,178,355,-,69,家具装備品,,,,,
70,その他日用品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,その他日用品,,,,,
71,ゴム製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71,ゴム製品,,,,,
72,木製品,-,26,"2,835","2,190",-,-,420,15,210,-,-,-,15,-,15,-,72,木製品,,,,,
73,その他製造工業品,-,-,26,-,-,-,-,-,26,-,-,-,"1,867","1,867",-,-,73,その他製造工業品,,,,,
特殊品,,-,30,74,-,-,-,29,-,30,-,-,15,"4,610",584,321,-,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,"4,454",569,195,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,15,-,-,-,-,-,15,-,-,-,-,-,-,-,79,輸送用容器,,,,,
80,取合せ品,-,30,59,-,-,-,29,-,15,-,-,15,156,15,126,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
