,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,ヨーロッパ,,,,,,,,,,,,,,,,品種,,,,,,
,,イタリア,,,,,,,,,,,マルタ,,,ロシア,,,,,,,,
,,ジェノバ,ラスペチア,リボルノ,ナポリ,カタニア,アンコナ,ラベンナ,チィビタベッキア,ジオイアタウロ,サレルノ,"諸港
(イタリア)",小計,バレッタ,"諸港
(マルタ)",小計,"サンクト・ペテ
ルスブルグ",,,,,,,
合計,,"17,950","7,938",277,792,3,148,213,19,97,287,"2,888",387,235,152,"98,020","74,405",合計,,,,,,
農水産品,,"1,230",-,53,-,-,-,-,-,7,-,98,-,-,-,"1,540",60,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,"1,193",-,53,-,-,-,-,-,-,-,98,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,30,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,540",60,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"8,484","2,226",59,90,-,40,-,-,-,-,"1,576",238,146,92,"13,519","7,466",金属機械工業品,,,,,,
28,鉄鋼,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,61,153,-,7,-,-,-,-,-,-,-,-,-,-,672,79,29,鋼材,,,,,
30,非鉄金属,212,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,685,142,-,-,-,-,-,-,-,-,181,-,-,-,129,31,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,77,11,-,-,-,-,-,-,-,-,4,-,-,-,277,270,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,34,その他輸送用車両,,,,,
35,二輪自動車,96,4,-,-,-,-,-,-,-,-,8,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,626,483,-,5,-,-,-,-,-,-,44,-,-,-,"3,787","1,675",36,自動車部品,,,,,
37,その他輸送機械,3,-,-,-,-,-,-,-,-,-,3,-,-,-,1,-,37,その他輸送機械,,,,,
38,産業機械,"4,108","1,228",59,15,-,27,-,-,-,-,762,5,5,-,"7,502","4,492",38,産業機械,,,,,
39,電気機械,"2,191",185,-,63,-,-,-,-,-,-,507,227,135,92,436,307,39,電気機械,,,,,
40,測量・光学・医療用機械,414,15,-,-,-,-,-,-,-,-,34,6,6,-,339,333,40,測量・光学・医療用機械,,,,,
41,事務用機器,10,5,-,-,-,13,-,-,-,-,25,-,-,-,367,270,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"3,447","4,986",-,244,-,8,210,-,90,-,694,13,13,-,"2,571","2,027",化学工業品,,,,,,
43,陶磁器,27,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,"4,605",-,-,-,-,-,-,-,-,-,-,-,-,105,45,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,-,211,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,13,-,-,-,-,-,-,-,-,-,5,-,-,-,10,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,12,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
