,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,輸出合計,アジア,,,,,,,,,,,,,,,品種,,,,,,
,,,計,韓国,,,,,,,,,,,中国,,,,,,,,,
,,,,小計,仁川,群山,木浦,釜山,浦項,光陽,蔚山,馬山,平沢,"諸港
(韓国)",小計,香港,大連,,,,,,,
合計,,"13,508,587","8,936,136","692,901","166,296","12,179",56,"327,369","44,080","93,662","1,897","9,148","2,024","36,190","3,951,689","593,250","144,715",合計,,,,,,
農水産品,,"371,104","233,708","7,154",47,-,-,"7,107",-,-,-,-,-,-,"22,918","19,796",55,農水産品,,,,,,
1,麦,45,15,15,15,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,"3,127","1,212",-,-,-,-,-,-,-,-,-,-,-,548,548,-,2,米,,,,,
3,とうもろこし,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,191,96,-,-,-,-,-,-,-,-,-,-,-,70,70,-,4,豆類,,,,,
5,その他雑穀,104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,"30,238","29,029",8,-,-,-,8,-,-,-,-,-,-,"5,948","5,432",-,6,野菜・果物,,,,,
7,綿花,12,12,-,-,-,-,-,-,-,-,-,-,-,11,11,-,7,綿花,,,,,
8,その他農産品,"9,267","6,035",71,15,-,-,56,-,-,-,-,-,-,"2,382",773,31,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,"37,892","36,116","1,219",15,-,-,"1,204",-,-,-,-,-,-,"7,601","7,337",-,10,その他畜産品,,,,,
11,水産品,"290,191","161,193","5,841",2,-,-,"5,839",-,-,-,-,-,-,"6,358","5,625",24,11,水産品,,,,,
林産品,,"26,154","25,716",518,498,-,-,20,-,-,-,-,-,-,"15,797",-,"1,926",林産品,,,,,,
12,原木,"2,342","2,298",498,498,-,-,-,-,-,-,-,-,-,60,-,60,12,原木,,,,,
13,製材,"22,089","21,967",-,-,-,-,-,-,-,-,-,-,-,"15,072",-,"1,701",13,製材,,,,,
14,樹脂類,"1,331","1,185",14,-,-,-,14,-,-,-,-,-,-,665,-,165,14,樹脂類,,,,,
15,木材チップ,229,225,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,6,6,6,-,-,-,6,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,157,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,"18,168","16,170","1,310",223,-,-,"1,027",-,-,-,-,-,60,"7,972",608,705,鉱産品,,,,,,
18,石炭,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,70,60,-,-,-,-,-,-,-,-,-,-,-,60,-,-,20,金属鉱,,,,,
21,砂利・砂,793,793,28,-,-,-,28,-,-,-,-,-,-,85,25,-,21,砂利・砂,,,,,
22,石材,"1,359","1,257",3,-,-,-,3,-,-,-,-,-,-,"1,236",-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,55,54,-,-,-,-,-,-,-,-,-,-,-,15,-,-,26,原塩,,,,,
27,非金属鉱物,"15,791","13,985","1,279",223,-,-,996,-,-,-,-,-,60,"6,576",583,705,27,非金属鉱物,,,,,
金属機械工業品,,"5,226,860","2,404,291","152,782","24,808","2,250",-,"115,002",30,"1,481",37,"3,008",394,"5,772","877,866","197,256","71,517",金属機械工業品,,,,,,
28,鉄鋼,"30,513","27,080","3,610",64,-,-,"3,546",-,-,-,-,-,-,"4,493",929,4,28,鉄鋼,,,,,
29,鋼材,"277,238","228,485","8,626",367,-,-,"8,209",-,-,-,-,-,50,"22,614","2,596","1,254",29,鋼材,,,,,
30,非鉄金属,"114,454","81,213","3,835",15,-,-,"3,455",-,-,-,-,-,365,"27,924","6,555","4,448",30,非鉄金属,,,,,
31,金属製品,"289,632","185,517","14,003",622,-,-,"10,612",30,143,-,-,-,"2,596","55,290","7,005","6,377",31,金属製品,,,,,
32,鉄道車両,"1,593","1,094",-,-,-,-,-,-,-,-,-,-,-,281,5,-,32,鉄道車両,,,,,
33,完成自動車,"83,242","57,601",534,102,-,-,429,-,-,-,-,-,3,"1,481",714,60,33,完成自動車,,,,,
34,その他輸送用車両,"3,123","1,799",136,84,-,-,52,-,-,-,-,-,-,660,81,-,34,その他輸送用車両,,,,,
35,二輪自動車,"8,826","1,513",2,2,-,-,-,-,-,-,-,-,-,96,17,-,35,二輪自動車,,,,,
36,自動車部品,"1,479,481","434,055","2,713",177,-,-,"2,466",-,-,-,-,3,67,"137,778","19,170","1,263",36,自動車部品,,,,,
37,その他輸送機械,"45,420","5,961",827,10,-,-,707,-,-,-,-,-,110,810,297,6,37,その他輸送機械,,,,,
38,産業機械,"1,930,732","816,914","56,690","9,045",-,-,"42,616",-,150,-,"3,008",172,"1,699","375,678","68,575","28,092",38,産業機械,,,,,
39,電気機械,"728,048","440,581","57,865","13,276","2,250",-,"40,299",-,"1,188",-,-,45,807,"196,247","80,608","28,156",39,電気機械,,,,,
40,測量・光学・医療用機械,"181,632","83,376","3,552",912,-,-,"2,358",-,-,37,-,174,71,"42,161","6,699","1,790",40,測量・光学・医療用機械,,,,,
41,事務用機器,"38,233","26,909",195,19,-,-,176,-,-,-,-,-,-,"9,712","3,430",66,41,事務用機器,,,,,
42,その他機械,"14,693","12,193",194,113,-,-,77,-,-,-,-,-,4,"2,641",575,1,42,その他機械,,,,,
化学工業品,,"2,377,349","1,771,470","134,436","17,580",-,-,"101,998",-,893,"1,776",-,107,"12,082","781,050","133,283","27,867",化学工業品,,,,,,
43,陶磁器,"10,180","4,645",90,60,-,-,30,-,-,-,-,-,-,"1,250",421,8,43,陶磁器,,,,,
44,セメント,"8,629","1,715",81,-,-,-,81,-,-,-,-,-,-,495,75,-,44,セメント,,,,,
45,ガラス類,"69,108","39,884","6,967","1,145",-,-,"3,670",-,-,-,-,-,"2,152","8,555","1,910",94,45,ガラス類,,,,,
46,窯業品,"109,932","59,258","4,646",182,-,-,"4,336",-,-,16,-,-,112,"22,389","4,554",114,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,"20,855","15,718",893,-,-,-,409,-,180,304,-,-,-,"6,759",382,572,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,"9,308","8,924",229,21,-,-,154,-,-,45,-,-,9,"2,312",242,16,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,"7,824","6,845",-,-,-,-,-,-,-,-,-,-,-,423,-,-,53,石炭製品,,,,,
54,化学薬品,"315,884","199,870","16,351",482,-,-,"13,679",-,120,960,-,-,"1,110","61,227","2,413","2,209",54,化学薬品,,,,,
55,化学肥料,"4,102","3,591",56,-,-,-,41,-,-,-,-,-,15,934,15,-,55,化学肥料,,,,,
56,その他化学工業品,"1,821,527","1,431,020","105,123","15,690",-,-,"79,598",-,593,451,-,107,"8,684","676,706","123,271","24,854",56,その他化学工業品,,,,,
軽工業品,,"694,963","404,084","24,661","5,735",-,-,"18,221",2,-,69,-,-,634,"149,266","73,542","5,851",軽工業品,,,,,,
57,紙・パルプ,"333,009","184,067","3,443","2,182",-,-,722,-,-,-,-,-,539,"53,536","6,062","4,419",57,紙・パルプ,,,,,
58,糸及び紡績半製品,"7,420","4,125",3,-,-,-,3,-,-,-,-,-,-,"1,905","1,115",15,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,"61,393","48,605","2,281",35,-,-,"2,213",-,-,-,-,-,33,"23,791","2,901",740,59,その他繊維工業品,,,,,
60,砂糖,511,440,33,-,-,-,33,-,-,-,-,-,-,49,32,-,60,砂糖,,,,,
61,製造食品,"242,776","142,747","15,491","1,024",-,-,"14,396",2,-,69,-,-,-,"60,699","56,011",508,61,製造食品,,,,,
62,飲料,"44,667","20,394","2,963","2,116",-,-,785,-,-,-,-,-,62,"8,781","7,285",99,62,飲料,,,,,
63,水,"4,205","3,553",409,378,-,-,31,-,-,-,-,-,-,419,121,-,63,水,,,,,
64,たばこ,198,78,4,-,-,-,4,-,-,-,-,-,-,70,-,70,64,たばこ,,,,,
65,その他食料工業品,784,75,34,-,-,-,34,-,-,-,-,-,-,16,15,-,65,その他食料工業品,,,,,
雑工業品,,"1,188,632","683,403","47,166","20,724",-,-,"21,215",-,"4,298",-,-,-,929,"278,897","60,146","15,940",雑工業品,,,,,,
66,がん具,"17,877","11,598",987,487,-,-,484,-,-,-,-,-,16,"5,437","4,534",7,66,がん具,,,,,
67,衣服・身廻品・はきもの,"178,084","144,773","19,854","13,227",-,-,"6,492",-,-,-,-,-,135,"18,809","6,495",597,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,"125,446","70,951","8,889","1,645",-,-,"6,784",-,-,-,-,-,460,"30,408","9,698",313,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,"97,636","68,435","3,216","1,575",-,-,"1,611",-,-,-,-,-,30,"30,634","9,588","1,095",69,家具装備品,,,,,
70,その他日用品,"123,270","58,745","3,378","2,483",-,-,854,-,-,-,-,-,41,"19,438","8,330","1,177",70,その他日用品,,,,,
71,ゴム製品,"366,336","110,409","8,406",43,-,-,"4,016",-,"4,298",-,-,-,49,"20,272","9,719",279,71,ゴム製品,,,,,
72,木製品,"10,503","8,501",531,330,-,-,201,-,-,-,-,-,-,"5,664",224,"4,543",72,木製品,,,,,
73,その他製造工業品,"269,480","209,991","1,905",934,-,-,773,-,-,-,-,-,198,"148,235","11,558","7,929",73,その他製造工業品,,,,,
特殊品,,"3,605,357","3,397,294","324,874","96,681","9,929",56,"62,779","44,048","86,990",15,"6,140","1,523","16,713","1,817,923","108,619","20,854",特殊品,,,,,,
74,金属くず,"607,088","559,453","190,727","94,980","3,825",-,"25,509","43,988","2,269",-,"6,140",-,"14,016","55,038","5,996",60,74,金属くず,,,,,
75,再利用資材,"2,404,593","2,403,525","114,478",527,"6,104",-,"19,422",-,"84,624",-,-,"1,511","2,290","1,556,835","61,454","13,786",75,再利用資材,,,,,
