,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,ヨーロッパ,,,北アメリカ,,,,,,,,,,,,,品種,,,,,,
,,ジョージア,モンテネグロ,,計,カナダ,,,,,,,,,,アメリカ,,,,,,,,
,,ポティ,小計,"諸港
(モンテネグロ)",,小計,ハリファクス,ケベック,モントリオール,トロント,ハミルトン,"プリンス
ルーパート",バンクーバー,ビクトリア,"諸港
(カナダ)",小計,ボストン,,,,,,,
合計,,482,30,30,"3,048,810","175,699","4,947",197,"1,054","5,367",3,30,"154,945",6,"9,150","2,850,198","4,231",合計,,,,,,
農水産品,,330,-,-,"16,785","5,940","4,131",-,-,181,-,-,"1,628",-,-,"10,725",480,農水産品,,,,,,
1,麦,-,-,-,30,-,-,-,-,-,-,-,-,-,-,30,-,1,麦,,,,,
2,米,-,-,-,"1,330",73,-,-,-,-,-,-,73,-,-,"1,257",-,2,米,,,,,
3,とうもろこし,-,-,-,7,-,-,-,-,-,-,-,-,-,-,7,-,3,とうもろこし,,,,,
4,豆類,-,-,-,65,15,-,-,-,-,-,-,15,-,-,50,-,4,豆類,,,,,
5,その他雑穀,-,-,-,104,-,-,-,-,-,-,-,-,-,-,104,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,954,289,-,-,-,-,-,-,289,-,-,665,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,"1,172",42,-,-,-,6,-,-,36,-,-,"1,130",-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,"1,037",15,-,-,-,-,-,-,15,-,-,"1,022",-,10,その他畜産品,,,,,
11,水産品,330,-,-,"12,086","5,506","4,131",-,-,175,-,-,"1,200",-,-,"6,460",480,11,水産品,,,,,
林産品,,-,-,-,354,29,-,-,-,1,-,-,28,-,-,325,-,林産品,,,,,,
12,原木,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,12,原木,,,,,
13,製材,-,-,-,101,28,-,-,-,-,-,-,28,-,-,73,-,13,製材,,,,,
14,樹脂類,-,-,-,146,-,-,-,-,-,-,-,-,-,-,146,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,106,1,-,-,-,1,-,-,-,-,-,105,-,17,薪炭,,,,,
鉱産品,,-,-,-,"1,107",7,-,-,-,2,-,-,5,-,-,"1,100",-,鉱産品,,,,,,
18,石炭,-,-,-,79,-,-,-,-,-,-,-,-,-,-,79,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,95,-,-,-,-,-,-,-,-,-,-,95,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,932,6,-,-,-,2,-,-,4,-,-,926,-,27,非金属鉱物,,,,,
金属機械工業品,,4,30,30,"2,006,066","106,898",527,173,283,"1,807",-,-,"98,933",-,"5,175","1,887,151",225,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,"1,861",12,-,-,-,-,-,-,12,-,-,"1,849",-,28,鉄鋼,,,,,
29,鋼材,-,-,-,"35,791","3,192",-,173,-,10,-,-,"2,941",-,68,"32,537",-,29,鋼材,,,,,
30,非鉄金属,-,-,-,"23,622","1,479",-,-,12,26,-,-,"1,441",-,-,"22,135",1,30,非鉄金属,,,,,
31,金属製品,-,-,-,"74,974","3,055",30,-,75,465,-,-,"2,081",-,404,"71,642",48,31,金属製品,,,,,
32,鉄道車両,-,-,-,359,1,-,-,-,-,-,-,1,-,-,358,-,32,鉄道車両,,,,,
33,完成自動車,4,-,-,"8,341","2,895",19,-,-,-,-,-,"2,876",-,-,"5,313",-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,808,39,-,-,-,-,-,-,39,-,-,769,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,"2,669",180,-,-,15,-,-,-,165,-,-,"2,471",-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,"877,358","19,731",34,-,35,63,-,-,"16,995",-,"2,604","855,382",-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,"31,633",252,-,-,39,30,-,-,130,-,53,"30,991",-,37,その他輸送機械,,,,,
38,産業機械,-,-,-,"699,265","69,918",444,-,56,"1,095",-,-,"66,585",-,"1,738","624,143",16,38,産業機械,,,,,
39,電気機械,-,30,30,"190,855","3,952",-,-,38,104,-,-,"3,566",-,244,"183,435",71,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,"49,541","1,882",-,-,10,13,-,-,"1,804",-,55,"47,450",89,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,"6,759",50,-,-,1,1,-,-,39,-,9,"6,706",-,41,事務用機器,,,,,
42,その他機械,-,-,-,"2,230",260,-,-,2,-,-,-,258,-,-,"1,970",-,42,その他機械,,,,,
化学工業品,,-,-,-,"371,832","15,351",184,19,360,803,3,30,"13,437",6,509,"352,291","3,223",化学工業品,,,,,,
43,陶磁器,-,-,-,"4,910",173,-,-,4,-,-,-,169,-,-,"4,736",32,43,陶磁器,,,,,
44,セメント,-,-,-,351,122,-,-,-,-,-,-,122,-,-,229,-,44,セメント,,,,,
45,ガラス類,-,-,-,"20,020",808,-,-,-,159,-,-,585,-,64,"19,095",10,45,ガラス類,,,,,
46,窯業品,-,-,-,"37,963",470,-,-,6,90,3,-,364,-,7,"37,421",15,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,"2,337",3,-,-,-,-,-,-,3,-,-,"2,191",-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
