18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"1,693",60,"1,632",-,1,289,289,-,-,15,15,"24,371",30,-,30,7,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,7,-,7,-,-,-,-,-,-,-,-,91,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,139,-,139,-,-,16,16,-,-,15,15,299,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,-,-,-,-,"13,865",-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,60,-,60,-,-,-,-,-,-,-,-,6,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,120,-,120,-,-,4,4,-,-,-,-,766,2,-,2,-,36,自動車部品,,,,,
37,その他輸送機械,120,-,120,-,-,-,-,-,-,-,-,"2,100",-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,552,60,491,-,1,140,140,-,-,-,-,"4,982",28,-,28,-,38,産業機械,,,,,
39,電気機械,549,-,549,-,-,65,65,-,-,-,-,"1,664",-,-,-,6,39,電気機械,,,,,
40,測量・光学・医療用機械,138,-,138,-,-,64,64,-,-,-,-,244,-,-,-,1,40,測量・光学・医療用機械,,,,,
41,事務用機器,8,-,8,-,-,-,-,-,-,-,-,338,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"1,808",-,"1,808",-,-,205,205,-,-,-,-,"3,063",284,284,-,-,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,44,セメント,,,,,
45,ガラス類,"1,087",-,"1,087",-,-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,150,-,150,-,-,-,-,-,-,-,-,53,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,288,-,288,-,-,-,-,-,-,-,-,933,-,-,-,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,283,-,283,-,-,205,205,-,-,-,-,"2,056",284,284,-,-,56,その他化学工業品,,,,,
軽工業品,,90,-,-,90,-,37,37,-,-,-,-,"1,007",-,-,-,-,軽工業品,,,,,,
57,紙・パルプ,-,-,-,-,-,-,-,-,-,-,-,344,-,-,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,-,-,-,-,-,-,-,45,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,90,-,-,90,-,30,30,-,-,-,-,617,-,-,-,-,61,製造食品,,,,,
62,飲料,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,355,-,355,-,-,221,221,31,31,-,-,"3,140",-,-,-,-,雑工業品,,,,,,
66,がん具,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,-,-,-,30,30,-,-,-,-,"1,014",-,-,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,109,-,109,-,-,10,10,31,31,-,-,324,-,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,69,家具装備品,,,,,
70,その他日用品,-,-,-,-,-,2,2,-,-,-,-,417,-,-,-,-,70,その他日用品,,,,,
71,ゴム製品,2,-,2,-,-,165,165,-,-,-,-,"1,330",-,-,-,-,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,244,-,244,-,-,13,13,-,-,-,-,39,-,-,-,-,73,その他製造工業品,,,,,
特殊品,,16,-,16,-,-,-,-,-,-,-,-,"1,000",-,-,-,-,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,750,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,-,-,-,-,-,-,-,-,71,-,-,-,-,79,輸送用容器,,,,,
80,取合せ品,16,-,16,-,-,-,-,-,-,-,-,173,-,-,-,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
