51,その他石油製品,-,-,-,-,-,-,30,-,30,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,-,-,1,26,"25,517",15,"25,502",-,"2,669","2,549",-,-,120,39,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,13,-,13,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,15,424,-,-,8,"55,957",14,"55,696",247,"11,739","11,118",-,-,621,352,56,その他化学工業品,,,,,
軽工業品,,-,-,94,15,-,90,"27,691",-,"27,662",29,608,583,-,-,25,45,軽工業品,,,,,,
57,紙・パルプ,-,-,60,-,-,47,"22,335",-,"22,335",-,199,199,-,-,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,67,-,67,-,1,1,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,15,-,4,"1,253",-,"1,250",3,75,56,-,-,19,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,-,34,-,-,39,"3,329",-,"3,303",26,262,256,-,-,6,45,61,製造食品,,,,,
62,飲料,-,-,-,-,-,-,707,-,707,-,71,71,-,-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,-,9,"12,472",-,-,"2,826","51,267",-,"50,578",689,"3,963","3,774",-,-,189,"2,479",雑工業品,,,,,,
66,がん具,-,9,-,-,-,-,177,-,177,-,139,139,-,-,-,4,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,1,-,-,-,"1,339",-,"1,337",2,354,211,-,-,143,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,33,-,-,15,"5,564",-,"5,560",4,634,604,-,-,30,120,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,900,-,-,-,"2,885",-,"2,885",-,168,155,-,-,13,-,69,家具装備品,,,,,
70,その他日用品,-,-,16,-,-,-,"5,731",-,"5,731",-,131,131,-,-,-,-,70,その他日用品,,,,,
71,ゴム製品,-,-,2,-,-,-,"34,945",-,"34,266",679,"2,215","2,215",-,-,-,"2,355",71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,33,-,33,-,210,210,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,-,-,"11,520",-,-,"2,811",593,-,589,4,112,109,-,-,3,-,73,その他製造工業品,,,,,
特殊品,,-,-,6,-,-,26,"6,463",5,"6,456",2,"2,008","1,796",30,-,182,1,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,63,-,63,-,43,43,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,146,146,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,-,-,26,"4,245",-,"4,245",-,"1,519","1,442",30,-,47,-,79,輸送用容器,,,,,
80,取合せ品,-,-,6,-,-,-,"2,155",5,"2,148",2,300,165,-,-,135,1,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
