19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,810,810,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,360,360,-,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,85,85,-,550,550,45,45,69,30,-,39,98,-,59,-,39,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,45,45,-,-,9,-,-,9,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,15,-,-,15,24,-,15,-,9,30,非鉄金属,,,,,
31,金属製品,15,15,-,15,15,30,30,-,-,-,-,-,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,15,15,-,-,15,-,15,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,15,15,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,60,60,-,-,15,-,-,15,30,-,-,-,30,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,70,70,-,105,105,15,15,15,15,-,-,-,-,-,-,-,38,産業機械,,,,,
39,電気機械,-,-,-,265,265,-,-,-,-,-,-,29,-,29,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,15,15,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,30,30,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,-,-,-,412,412,30,30,"10,173","1,290","2,250","6,633",901,-,46,260,580,化学工業品,,,,,,
43,陶磁器,-,-,-,30,30,-,-,-,-,-,-,121,-,46,-,75,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,300,300,-,-,-,-,-,-,-,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,-,-,-,15,15,45,-,-,45,30,-,-,-,30,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,"3,630",-,"1,950","1,680",-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,-,-,82,82,15,15,"6,498","1,290",300,"4,908",750,-,-,260,475,56,その他化学工業品,,,,,
軽工業品,,885,885,-,"3,638","3,638",236,236,-,-,-,-,990,-,270,-,720,軽工業品,,,,,,
57,紙・パルプ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,30,30,-,"1,605","1,605",-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,795,795,-,15,15,-,-,-,-,-,-,-,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,60,60,-,"1,958","1,958",131,131,-,-,-,-,975,-,270,-,705,61,製造食品,,,,,
62,飲料,-,-,-,60,60,105,105,-,-,-,-,15,-,-,-,15,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,"58,250","58,115",135,"3,695","3,695",163,163,30,15,-,15,801,-,192,-,609,雑工業品,,,,,,
66,がん具,470,470,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,"55,619","55,499",120,"2,213","2,213",150,150,-,-,-,-,199,-,95,-,104,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,390,390,-,75,75,-,-,-,-,-,-,179,-,-,-,179,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,"1,257","1,257",-,245,245,13,13,-,-,-,-,348,-,67,-,281,69,家具装備品,,,,,
70,その他日用品,304,304,-,44,44,-,-,-,-,-,-,15,-,-,-,15,70,その他日用品,,,,,
71,ゴム製品,-,-,-,"1,098","1,098",-,-,-,-,-,-,60,-,30,-,30,71,ゴム製品,,,,,
72,木製品,-,-,-,20,20,-,-,-,-,-,-,-,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,210,195,15,-,-,-,-,30,15,-,15,-,-,-,-,-,73,その他製造工業品,,,,,
特殊品,,"1,182","1,182",-,"7,485","7,485",2,2,960,750,-,210,"1,900",60,420,165,"1,255",特殊品,,,,,,
74,金属くず,30,30,-,-,-,-,-,285,90,-,195,527,-,-,-,527,74,金属くず,,,,,
75,再利用資材,349,349,-,161,161,-,-,660,660,-,-,"1,035",60,420,-,555,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,"5,145","5,145",-,-,-,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,114,114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,輸送用容器,,,,,
80,取合せ品,689,689,-,"2,179","2,179",2,2,15,-,-,15,338,-,-,165,173,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
