54,化学薬品,-,-,-,165,45,25,20,-,-,41,5,-,-,-,36,28,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,193,-,415,"1,197",548,-,649,-,349,237,104,-,5,3,726,56,その他化学工業品,,,,,
軽工業品,,-,23,11,60,51,31,-,20,-,159,98,25,-,-,36,160,軽工業品,,,,,,
57,紙・パルプ,-,-,11,47,-,-,-,-,-,43,18,25,-,-,-,127,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,21,1,-,20,-,80,80,-,-,-,-,4,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,-,-,13,-,-,-,-,-,32,-,-,-,-,32,11,61,製造食品,,,,,
62,飲料,-,23,-,-,30,30,-,-,-,4,-,-,-,-,4,18,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,-,217,-,92,98,98,-,-,-,340,60,211,-,-,69,"2,137",雑工業品,,,,,,
66,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,-,2,-,-,-,-,-,1,-,1,-,-,-,30,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,7,60,60,-,-,-,291,49,176,-,-,66,67,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,69,家具装備品,,,,,
70,その他日用品,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,8,70,その他日用品,,,,,
71,ゴム製品,-,217,-,45,29,29,-,-,-,-,-,-,-,-,-,"1,638",71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,72,木製品,,,,,
73,その他製造工業品,-,-,-,38,8,8,-,-,-,48,11,34,-,-,3,365,73,その他製造工業品,,,,,
特殊品,,-,35,-,160,37,37,-,-,-,245,4,225,-,-,16,21,特殊品,,,,,,
74,金属くず,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,10,-,-,3,3,-,-,-,189,4,181,-,-,4,-,79,輸送用容器,,,,,
80,取合せ品,-,-,-,160,34,34,-,-,-,56,-,44,-,-,12,21,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
