,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,　　　　　　アジア,,,,,,,,,,,,,,,,品種,,,,,,
,,マレーシア,,,,,,,,,,,シンガポール,,インドネシア,,,,,,,,,
,,ポートケラン,タワウ,サンダカン,コタキナバル,ミーリ,ビンツーロー,シブ,クチン,パシールグダン,"タンジュン
ペレパス",諸港(ﾏﾚｰｼｱ),小計,シンガポール,小計,ウジュンパンダン,サマリンダ,,,,,,,
合計,,"646,182","10,588",135,"1,700",667,"31,693","1,276","1,288","103,541","53,578","5,167","1,146,899","1,146,899","846,737",30,463,合計,,,,,,
農水産品,,"30,585",400,135,465,-,-,-,495,-,321,-,"111,478","111,478","38,786",-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,"1,676","1,676",-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,285,285,-,-,-,2,米,,,,,
3,とうもろこし,165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,15,-,-,-,-,-,-,-,-,15,-,180,180,30,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,"1,161",-,-,-,-,-,-,-,-,-,-,"9,688","9,688","7,062",-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,120,120,-,-,-,7,綿花,,,,,
8,その他農産品,"4,135",-,-,-,-,-,-,375,-,30,-,"12,156","12,156","3,607",-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,26,26,-,-,-,9,羊毛,,,,,
10,その他畜産品,"17,928",-,-,-,-,-,-,-,-,-,-,"45,744","45,744",45,-,-,10,その他畜産品,,,,,
11,水産品,"7,181",400,135,465,-,-,-,120,-,276,-,"41,603","41,603","28,042",-,-,11,水産品,,,,,
林産品,,"32,913","5,714",-,437,-,840,120,716,"2,291",60,15,"31,589","31,589","50,830",-,60,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,"21,323","5,129",-,229,-,-,-,26,"1,991",45,15,"6,179","6,179","1,287",-,60,13,製材,,,,,
14,樹脂類,"2,530",-,-,-,-,-,-,-,15,15,-,"24,555","24,555","42,390",-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,90,90,30,-,-,15,木材チップ,,,,,
16,その他林産品,60,-,-,-,-,-,-,-,-,-,-,225,225,30,-,-,16,その他林産品,,,,,
17,薪炭,"9,000",585,-,208,-,840,120,690,270,-,-,540,540,"7,093",-,-,17,薪炭,,,,,
