鉱産品,,"1,953",-,-,-,-,-,-,-,-,-,-,"10,437","10,437","2,328",-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,"1,583","1,583",30,-,-,18,石炭,,,,,
19,鉄鉱石,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,150,-,-,-,-,-,-,-,-,-,-,840,840,-,-,-,20,金属鉱,,,,,
21,砂利・砂,75,-,-,-,-,-,-,-,-,-,-,291,291,120,-,-,21,砂利・砂,,,,,
22,石材,"1,033",-,-,-,-,-,-,-,-,-,-,"1,755","1,755","1,216",-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,20,-,-,-,-,-,-,-,-,-,-,193,193,-,-,-,26,原塩,,,,,
27,非金属鉱物,660,-,-,-,-,-,-,-,-,-,-,"5,775","5,775",962,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"165,853",-,-,-,-,-,-,7,"8,952","27,244","3,150","149,711","149,711","146,670",-,-,金属機械工業品,,,,,,
28,鉄鋼,"2,295",-,-,-,-,-,-,-,-,-,"1,350","3,969","3,969",-,-,-,28,鉄鋼,,,,,
29,鋼材,712,-,-,-,-,-,-,-,-,-,-,"4,238","4,238","1,324",-,-,29,鋼材,,,,,
30,非鉄金属,"1,634",-,-,-,-,-,-,-,618,147,-,"2,474","2,474","1,866",-,-,30,非鉄金属,,,,,
31,金属製品,"19,378",-,-,-,-,-,-,-,502,856,-,"9,691","9,691","30,038",-,-,31,金属製品,,,,,
32,鉄道車両,9,-,-,-,-,-,-,-,-,-,-,90,90,-,-,-,32,鉄道車両,,,,,
33,完成自動車,75,-,-,-,-,-,-,-,-,-,-,"3,993","3,993",123,-,-,33,完成自動車,,,,,
34,その他輸送用車両,153,-,-,-,-,-,-,-,-,-,-,"1,684","1,684",-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,30,-,-,-,-,-,-,-,-,-,-,841,841,246,-,-,35,二輪自動車,,,,,
36,自動車部品,"15,699",-,-,-,-,-,-,-,360,270,-,"27,666","27,666","36,787",-,-,36,自動車部品,,,,,
37,その他輸送機械,"2,149",-,-,-,-,-,-,-,-,-,"1,800","1,097","1,097","1,156",-,-,37,その他輸送機械,,,,,
38,産業機械,"18,971",-,-,-,-,-,-,-,"1,528","7,043",-,"36,233","36,233","52,188",-,-,38,産業機械,,,,,
39,電気機械,"88,431",-,-,-,-,-,-,7,"5,944","18,928",-,"30,494","30,494","18,488",-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,"15,380",-,-,-,-,-,-,-,-,-,-,"14,720","14,720","1,959",-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,925,-,-,-,-,-,-,-,-,-,-,616,616,"2,495",-,-,41,事務用機器,,,,,
42,その他機械,12,-,-,-,-,-,-,-,-,-,-,"11,905","11,905",-,-,-,42,その他機械,,,,,
化学工業品,,"102,266",-,-,-,-,"2,115",-,-,"41,042","4,395",-,"180,527","180,527","59,351",-,-,化学工業品,,,,,,
43,陶磁器,342,-,-,-,-,-,-,-,405,-,-,"9,254","9,254","1,089",-,-,43,陶磁器,,,,,
44,セメント,375,-,-,-,-,-,-,-,-,-,-,420,420,-,-,-,44,セメント,,,,,
45,ガラス類,"2,441",-,-,-,-,-,-,-,-,-,-,"1,972","1,972",152,-,-,45,ガラス類,,,,,
46,窯業品,"5,696",-,-,-,-,30,-,-,526,30,-,"4,914","4,914","2,175",-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,225,-,-,-,-,-,-,-,75,-,-,"1,535","1,535",-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,30,-,-,-,-,"2,085",-,-,-,-,-,105,105,15,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,15,-,-,-,-,-,-,-,-,-,-,15,15,-,-,-,53,石炭製品,,,,,
54,化学薬品,"10,474",-,-,-,-,-,-,-,"2,880",660,-,"25,592","25,592","12,440",-,-,54,化学薬品,,,,,
55,化学肥料,525,-,-,-,-,-,-,-,-,-,-,615,615,90,-,-,55,化学肥料,,,,,
56,その他化学工業品,"82,143",-,-,-,-,-,-,-,"37,156","3,705",-,"136,105","136,105","43,390",-,-,56,その他化学工業品,,,,,
軽工業品,,"77,798",-,-,-,-,-,-,15,"12,560","11,719",110,"266,628","266,628","93,531",-,-,軽工業品,,,,,,
57,紙・パルプ,"2,297",-,-,-,-,-,-,-,-,-,-,"11,828","11,828","58,140",-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,"5,254",-,-,-,-,-,-,-,-,-,-,"4,679","4,679","2,845",-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,"17,181",-,-,-,-,-,-,-,-,-,-,"9,475","9,475","12,183",-,-,59,その他繊維工業品,,,,,
60,砂糖,660,-,-,-,-,-,-,-,-,"4,380",-,708,708,60,-,-,60,砂糖,,,,,
61,製造食品,"40,278",-,-,-,-,-,-,15,"12,560","7,339",-,"124,101","124,101","17,003",-,-,61,製造食品,,,,,
62,飲料,"2,808",-,-,-,-,-,-,-,-,-,-,"83,053","83,053",30,-,-,62,飲料,,,,,
63,水,"4,750",-,-,-,-,-,-,-,-,-,-,"16,259","16,259",75,-,-,63,水,,,,,
64,たばこ,150,-,-,-,-,-,-,-,-,-,-,"1,225","1,225","1,050",-,-,64,たばこ,,,,,
65,その他食料工業品,"4,420",-,-,-,-,-,-,-,-,-,110,"15,300","15,300","2,145",-,-,65,その他食料工業品,,,,,
雑工業品,,"200,713","4,430",-,798,667,"28,738","1,156",25,"33,277","9,239",-,"309,849","309,849","408,574",30,403,雑工業品,,,,,,
66,がん具,"1,478",-,-,-,-,-,-,-,-,-,-,"1,393","1,393","8,602",-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,"45,782",-,-,-,-,-,-,-,"2,127","4,153",-,"160,364","160,364","161,354",-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,"2,804",-,-,-,-,-,-,-,130,120,-,"14,731","14,731","25,442",-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,"77,640",-,-,-,37,665,-,-,"29,322","4,637",-,"26,659","26,659","55,559",-,-,69,家具装備品,,,,,
70,その他日用品,"2,435",-,-,-,-,-,-,-,390,30,-,"21,911","21,911","34,991",-,-,70,その他日用品,,,,,
71,ゴム製品,"11,121",-,-,-,-,-,-,-,97,-,-,"15,877","15,877","40,983",-,-,71,ゴム製品,,,,,
72,木製品,"53,146","4,430",-,798,630,"28,073","1,156",25,809,193,-,"53,755","53,755","67,317",30,403,72,木製品,,,,,
73,その他製造工業品,"6,307",-,-,-,-,-,-,-,402,106,-,"15,159","15,159","14,326",-,-,73,その他製造工業品,,,,,
特殊品,,"34,101",44,-,-,-,-,-,30,"5,419",600,"1,892","86,680","86,680","46,667",-,-,特殊品,,,,,,
74,金属くず,673,-,-,-,-,-,-,-,142,-,-,"2,006","2,006",873,-,-,74,金属くず,,,,,
75,再利用資材,570,-,-,-,-,-,-,30,690,-,-,295,295,66,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,"3,045",-,-,-,-,-,-,-,-,270,-,"11,192","11,192","3,066",-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,"15,253",-,-,-,-,-,-,-,"3,108",-,-,"25,399","25,399","28,579",-,-,79,輸送用容器,,,,,
80,取合せ品,"14,560",44,-,-,-,-,-,-,"1,479",330,"1,892","47,788","47,788","14,083",-,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
