42,その他機械,451,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"41,390",49,33,"15,134","51,869","1,190",429,"21,558",496,50,208,895,-,"3,169",214,-,化学工業品,,,,,,
43,陶磁器,143,-,-,20,238,-,3,525,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,593,-,-,-,252,-,68,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,664,-,2,"2,392","17,447",-,30,30,-,-,-,-,-,162,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,1,-,-,-,72,-,-,-,-,-,-,-,-,4,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,30,-,-,-,13,-,-,-,1,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,119,825,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,"6,712",19,-,"4,765","4,208",448,81,"3,430",495,35,-,-,-,782,174,-,54,化学薬品,,,,,
55,化学肥料,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,"33,112",30,31,"7,838","28,814",742,247,"17,573",-,15,208,895,-,"2,221",40,-,56,その他化学工業品,,,,,
軽工業品,,"13,986",2,192,"15,960","42,602",383,"1,199","1,164",-,-,-,75,-,"1,049",-,-,軽工業品,,,,,,
57,紙・パルプ,325,-,-,"14,769","39,878",50,835,95,-,-,-,75,-,237,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,20,2,-,"1,043",964,-,-,60,-,-,-,-,-,84,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,465,-,-,79,754,150,24,124,-,-,-,-,-,53,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,"9,026",-,162,69,679,140,299,846,-,-,-,-,-,628,-,-,61,製造食品,,,,,
62,飲料,"4,015",-,30,-,327,43,41,39,-,-,-,-,-,47,-,-,62,飲料,,,,,
63,水,135,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,"15,565",1,207,"2,814","7,245","18,609",967,"1,300",-,15,-,-,90,834,4,-,雑工業品,,,,,,
66,がん具,32,-,15,-,-,-,-,15,-,-,-,-,-,100,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,401,-,3,66,139,"3,476",663,-,-,-,-,-,-,8,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,"1,464",-,12,"1,484",321,"8,062",65,196,-,-,-,-,90,145,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,564,-,13,88,18,75,17,41,-,-,-,-,-,94,-,-,69,家具装備品,,,,,
70,その他日用品,"8,364",1,44,17,"1,131",-,-,75,-,-,-,-,-,157,4,-,70,その他日用品,,,,,
71,ゴム製品,"4,363",-,120,"1,090","5,618","6,966",124,962,-,15,-,-,-,307,-,-,71,ゴム製品,,,,,
72,木製品,-,-,-,9,2,-,-,-,-,-,-,-,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,377,-,-,60,16,30,98,11,-,-,-,-,-,23,-,-,73,その他製造工業品,,,,,
特殊品,,"1,319",-,61,"7,194","16,772","2,345",341,"4,868",-,205,-,-,-,658,-,2,特殊品,,,,,,
74,金属くず,459,-,-,241,-,-,30,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,727,-,30,264,709,-,15,275,-,-,-,-,-,330,-,-,79,輸送用容器,,,,,
80,取合せ品,133,-,31,"6,689","16,063","2,345",296,"4,593",-,205,-,-,-,328,-,2,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
