,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,　　　　　　　　ヨーロッパ,,,,,,,,,,,,,,,,品種,,,,,,
,,ロシア,オランダ,,,,ベルギー,,,,ギリシャ,,,ルーマニア,,ブルガリア,,,,,,,,
,,諸港(ロシア),小計,アムステルダム,ロッテルダム,諸港(オランダ),小計,アントワープ,ゼーブルッゲ,諸港(ベルギー),小計,テサロニキ,ピレエフス,小計,コンスタンツア,小計,バルナ,,,,,,,
合計,,"3,936","530,909",45,"530,834",30,"64,946","64,886",15,45,"7,666","2,589","5,077","26,658","26,658","1,968","1,908",合計,,,,,,
農水産品,,120,"70,187",-,"70,187",-,"4,026","4,026",-,-,291,126,165,-,-,210,210,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,30,30,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,33,-,33,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,"1,421",-,"1,421",-,933,933,-,-,261,96,165,-,-,180,180,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,"25,883",-,"25,883",-,"2,370","2,370",-,-,30,30,-,-,-,-,-,8,その他農産品,,,,,
9,羊毛,-,45,-,45,-,6,6,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,"12,501",-,"12,501",-,687,687,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,120,"30,304",-,"30,304",-,-,-,-,-,-,-,-,-,-,30,30,11,水産品,,,,,
林産品,,"2,910","22,964",-,"22,964",-,29,29,-,-,15,15,-,"9,736","9,736",-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,"2,910","22,829",-,"22,829",-,29,29,-,-,15,15,-,"9,736","9,736",-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,75,-,75,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,60,-,60,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,"1,554",-,"1,554",-,150,150,-,-,435,210,225,-,-,-,-,鉱産品,,,,,,
18,石炭,-,"1,143",-,"1,143",-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,30,-,30,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,75,-,75,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,103,-,103,-,15,15,-,-,225,210,15,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,203,-,203,-,135,135,-,-,210,-,210,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,"47,998",-,"47,968",30,"3,852","3,837",15,-,162,24,138,17,17,-,-,金属機械工業品,,,,,,
28,鉄鋼,-,285,-,285,-,255,255,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,599,-,599,-,105,105,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,"1,788",-,"1,788",-,87,87,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,"9,495",-,"9,495",-,"1,629","1,629",-,-,-,-,-,-,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,459,-,459,-,45,45,-,-,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,295,-,295,-,45,30,15,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,75,-,75,-,12,12,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,"6,578",-,"6,578",-,90,90,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,245,-,245,-,-,-,-,-,30,-,30,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,"19,308",-,"19,278",30,609,609,-,-,108,-,108,2,2,-,-,38,産業機械,,,,,
39,電気機械,-,"3,672",-,"3,672",-,71,71,-,-,24,24,-,15,15,-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,"4,826",-,"4,826",-,904,904,-,-,-,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,373,-,373,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,60,"112,090",-,"112,090",-,"13,090","13,045",-,45,433,30,403,232,232,465,465,化学工業品,,,,,,
43,陶磁器,-,"2,097",-,"2,097",-,564,564,-,-,15,-,15,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,600,-,600,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,"1,673",-,"1,673",-,60,60,-,-,-,-,-,15,15,15,15,45,ガラス類,,,,,
46,窯業品,-,"7,313",-,"7,313",-,"1,591","1,591",-,-,-,-,-,60,60,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,985,-,985,-,"1,244","1,244",-,-,-,-,-,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
