,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
航路別,合計,,,ドルフィン,,,芝浦ふ頭,,,芝浦物揚場,,,日の出ふ頭,,,竹芝ふ頭,,,品川岸壁,,,品川内貿,,,月島ふ頭,,,10号西岸壁,,,10号東岸壁,,,東京港フェリーふ頭,,,辰巳ふ頭,,,青海コンテナふ頭（公共）,,,青海コンテナふ頭(埠頭㈱),,,お台場ライナーふ頭,,,大井コンテナふ頭,,,大井水産物ふ頭,,,大井食品ふ頭（OL）,,,大井食品ふ頭（ON）,,,若洲内貿ふ頭,,,15号地木材ふ頭,,,若洲建材ふ頭,,,大井建材ふ頭,,,城南島建設発生土ふ頭,,,中央防波堤内側ばら物ふ頭,,,中央防波堤内側建設発生土ふ頭,,,中央防波堤内側内貿ふ頭,,,港外,,,民間,,,航路別
,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,
合計,"40,663,990","15,791,781","24,872,209","69,766","69,766",-,"865,194","19,204","845,990","84,217","59,682","24,535","42,585",-,"42,585","81,421","54,198","27,223","3,492,776","2,097,239","1,395,537","3,492,776","2,097,239","1,395,537","17,040","7,642","9,398","6,295,331","3,660,145","2,635,186","384,358","2,300","382,058","10,085,730","5,396,175","4,689,555","383,385","158,448","224,937","152,458","111,562","40,896","38,590","36,452","2,138","163,229","12,711","150,518","1,476,256","717,501","758,755",324,102,222,"77,131",-,"77,131",60,-,60,"660,815","472,278","188,537","2,692","2,692",-,"530,473","11,698","518,775","1,539,133",-,"1,539,133","1,342,414","1,342,414",-,"52,827","20,753","32,074","413,363","413,363",-,"973,706","494,083","479,623","159,048","159,048",-,"11,279,668","472,325","10,807,343",合計
定期航路計,"22,789,934","12,645,770","10,144,164",-,-,-,-,-,-,-,-,-,-,-,-,"81,108","53,983","27,125","3,487,676","2,097,239","1,390,437","3,487,676","2,097,239","1,390,437",-,-,-,"6,251,116","3,635,396","2,615,720",-,-,-,"10,085,730","5,396,175","4,689,555",-,-,-,"37,855","30,462","7,393","2,475","2,475",-,"146,171",-,"146,171","549,121","171,398","377,723",-,-,-,-,-,-,-,-,-,"660,815","472,278","188,537",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"973,706","494,083","479,623",-,-,-,"514,161","292,281","221,880",定期航路計
北海道,"4,652,545","2,619,995","2,032,550",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,487,676","2,097,239","1,390,437","3,487,676","2,097,239","1,390,437",-,-,-,12,-,12,-,-,-,-,-,-,-,-,-,590,590,-,-,-,-,"146,171",-,"146,171","44,390","28,083","16,307",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"973,706","494,083","479,623",-,-,-,-,-,-,北海道
東北,"339,944","147,315","192,629",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,624",-,"4,624",-,-,-,-,-,-,-,-,-,"33,352","25,959","7,393","2,475","2,475",-,-,-,-,"299,493","118,881","180,612",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,東北
関東,"513,132","291,584","221,548",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"513,132","291,584","221,548",関東
伊豆諸島,"81,108","53,983","27,125",-,-,-,-,-,-,-,-,-,-,-,-,"81,108","53,983","27,125",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,伊豆諸島
中部,"122,299","13,530","108,769",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,913","3,913",-,-,-,-,-,-,-,"118,386","9,617","108,769",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中部
