,,,,,,,,,,,,,,,,,,,,,,(単位：トン）
品種,,6月,7月,,,8月,,,9月,,,10月,,,11月,,,12月,,,品種,
,,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,
合計,,"3,019,560","4,321,954","1,142,363","3,179,591","4,110,217","1,039,495","3,070,722","4,173,531","1,133,908","3,039,623","4,038,989","1,065,038","2,973,951","4,592,500","1,154,444","3,438,056","4,384,491","1,217,189","3,167,302",合計,
農水産品,,"420,559","455,826","22,388","433,438","427,378","22,388","404,990","417,507","20,507","397,000","427,838","19,820","408,018","513,605","24,501","489,104","496,811","48,912","447,899",農水産品,
1,麦,"27,080","33,379",-,"33,379","15,700",-,"15,700","25,513",30,"25,483","16,073",-,"16,073","17,525",-,"17,525","21,091",-,"21,091",1,麦
2,米,"1,275","2,853",207,"2,646","1,963",163,"1,800",158,143,15,"1,335",270,"1,065","1,879",274,"1,605","2,831",281,"2,550",2,米
3,とうもろこし,312,300,-,300,450,-,450,255,-,255,671,-,671,409,-,409,835,-,835,3,とうもろこし
4,豆類,"14,123","12,528",20,"12,508","7,839",37,"7,802","7,778",8,"7,770","8,566",6,"8,560","9,991",46,"9,945","8,731",10,"8,721",4,豆類
5,その他雑穀,409,685,-,685,105,-,105,75,-,75,210,-,210,750,-,750,360,-,360,5,その他雑穀
6,野菜・果物,"157,074","150,308",721,"149,587","136,706","1,465","135,241","135,322","1,739","133,583","149,182","5,919","143,263","177,313","4,735","172,578","176,887","5,793","171,094",6,野菜・果物
7,綿花,45,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,7,綿花
8,その他農産品,"17,559","20,895",454,"20,441","19,835",328,"19,507","19,519",495,"19,024","18,704",456,"18,248","23,385",835,"22,550","22,087","1,762","20,325",8,その他農産品
9,羊毛,30,40,-,40,126,-,126,30,-,30,30,-,30,30,-,30,99,-,99,9,羊毛
10,その他畜産品,"131,281","138,161","3,460","134,701","142,564","3,085","139,479","135,484","2,799","132,685","140,542","3,089","137,453","162,527","3,040","159,487","133,202","3,806","129,396",10,その他畜産品
11,水産品,"71,371","96,677","17,526","79,151","102,090","17,310","84,780","93,373","15,293","78,080","92,524","10,079","82,445","119,796","15,571","104,225","130,688","37,260","93,428",11,水産品
林産業,,"91,170","122,024","2,402","119,622","96,183","1,459","94,724","102,927","1,782","101,145","101,146","1,719","99,427","104,811","1,950","102,861","99,061","1,998","97,063",林産業,
12,原木,34,441,340,101,173,83,90,45,-,45,182,77,105,293,106,187,268,23,245,12,原木
13,製材,"76,623","110,182","1,987","108,195","84,825","1,329","83,496","91,826","1,432","90,394","90,392","1,609","88,783","93,416","1,694","91,722","87,814","1,927","85,887",13,製材
14,樹脂類,"8,138","4,794",45,"4,749","6,792",32,"6,760","7,938",318,"7,620","6,048",3,"6,045","6,825",135,"6,690","6,216",6,"6,210",14,樹脂類
15,木材チップ,240,105,30,75,90,-,90,77,32,45,487,15,472,627,15,612,"1,296",21,"1,275",15,木材チップ
16,その他林産品,468,281,-,281,315,-,315,255,-,255,353,-,353,210,-,210,-,-,-,16,その他林産品
17,薪炭,"5,667","6,221",-,"6,221","3,988",15,"3,973","2,786",-,"2,786","3,684",15,"3,669","3,440",-,"3,440","3,467",21,"3,446",17,薪炭
鉱産品,,"24,572","66,725","1,531","65,194","42,035","1,164","40,871","22,009","1,223","20,786","25,274","1,602","23,672","29,871","1,324","28,547","73,173","1,679","71,494",鉱産品,
18,石炭,"1,804","24,588",-,"24,588","23,141",-,"23,141","2,371",79,"2,292","2,673",-,"2,673","3,124",-,"3,124","2,233",-,"2,233",18,石炭
19,鉄鉱石,15,-,-,-,15,-,15,41,11,30,-,-,-,30,-,30,35,10,25,19,鉄鉱石
20,金属鉱,"1,245",435,-,435,395,5,390,210,-,210,555,-,555,860,-,860,405,-,405,20,金属鉱
21,砂利・砂,650,285,21,264,334,37,297,772,-,772,"1,940",15,"1,925","2,613",19,"2,594","3,105",35,"3,070",21,砂利・砂
22,石材,"11,170","8,881",20,"8,861","8,247",33,"8,214","7,346",30,"7,316","8,651",345,"8,306","8,334",123,"8,211","7,597",525,"7,072",22,石材
23,原油,180,120,-,120,120,-,120,330,-,330,150,-,150,30,-,30,180,-,180,23,原油
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,12,-,12,-,-,-,45,-,45,24,りん鉱石
25,石灰石,240,247,-,247,105,-,105,-,-,-,30,-,30,15,-,15,30,-,30,25,石灰石
26,原塩,253,429,3,426,322,2,320,306,6,300,503,3,500,"2,600",4,"2,596",673,3,670,26,原塩
27,非金属鉱物,"9,015","31,740","1,487","30,253","9,356","1,087","8,269","10,633","1,097","9,536","10,760","1,239","9,521","12,265","1,178","11,087","58,870","1,106","57,764",27,非金属鉱物
金属機械工業品,,"681,561","1,169,479","475,948","693,531","1,032,466","410,779","621,687","1,098,842","460,808","638,034","1,029,837","406,010","623,827","1,230,962","464,620","766,342","1,209,605","483,276","726,329",金属機械工業品,
28,鉄鋼,"4,902","8,768","4,192","4,576","7,481","2,966","4,515","6,071","1,736","4,335","6,668","2,769","3,899","12,220","5,816","6,404","6,652","3,105","3,547",28,鉄鋼
29,鋼材,"10,049","36,234","24,473","11,761","30,337","22,270","8,067","38,196","26,450","11,746","29,178","20,966","8,212","35,606","23,762","11,844","34,500","22,785","11,715",29,鋼材
30,非鉄金属,"12,728","23,064","10,651","12,413","20,350","9,024","11,326","20,514","9,462","11,052","19,632","7,339","12,293","23,142","8,512","14,630","23,230","9,582","13,648",30,非鉄金属
31,金属製品,"107,998","144,678","25,531","119,147","127,784","20,270","107,514","126,070","22,996","103,074","130,617","23,729","106,888","140,216","28,632","111,584","149,825","30,813","119,012",31,金属製品
32,鉄道車両,106,156,101,55,957,685,272,62,32,30,311,67,244,384,88,296,489,109,380,32,鉄道車両
33,完成自動車,"1,973","9,938","8,084","1,854","6,991","5,373","1,618","8,234","6,280","1,954","11,361","8,120","3,241","12,730","9,809","2,921","10,244","7,814","2,430",33,完成自動車
34,その他輸送用車両,"5,308","7,175",184,"6,991","5,719",257,"5,462","6,183","1,145","5,038","8,084",190,"7,894","13,069",87,"12,982","8,345",129,"8,216",34,その他輸送用車両
35,二輪自動車,"4,237","4,034",604,"3,430","3,909",579,"3,330","3,199","1,021","2,178","2,796",679,"2,117","5,866","1,438","4,428","5,641",720,"4,921",35,二輪自動車
36,自動車部品,"61,945","198,709","137,144","61,565","176,990","114,010","62,980","210,350","144,460","65,890","175,043","107,267","67,776","204,216","122,110","82,106","197,423","125,500","71,923",36,自動車部品
37,その他輸送機械,"26,348","33,846","3,236","30,610","35,375","3,806","31,569","29,619","4,188","25,431","24,733","3,420","21,313","34,094","3,697","30,397","34,926","3,544","31,382",37,その他輸送機械
38,産業機械,"131,482","301,357","175,273","126,084","265,653","154,692","110,961","273,556","157,951","115,605","266,394","154,889","111,505","313,140","174,730","138,410","313,146","183,551","129,595",38,産業機械
39,電気機械,"271,635","337,564","64,081","273,483","290,404","57,725","232,679","310,975","63,471","247,504","295,559","57,777","237,782","365,337","64,492","300,845","355,493","73,415","282,078",39,電気機械
40,測量・光学・医療用機械,"26,396","43,425","17,435","25,990","40,986","14,905","26,081","43,275","16,684","26,591","41,558","14,348","27,210","48,682","16,594","32,088","49,964","18,577","31,387",40,測量・光学・医療用機械
41,事務用機器,"13,865","16,692","3,524","13,168","15,678","3,232","12,446","18,969","3,825","15,144","13,287","2,973","10,314","17,402","3,438","13,964","16,610","2,567","14,043",41,事務用機器
42,その他機械,"2,589","3,839","1,435","2,404","3,852",985,"2,867","3,569","1,107","2,462","4,616","1,477","3,139","4,858","1,415","3,443","3,117","1,065","2,052",42,その他機械
化学工業品,,"315,494","508,334","196,655","311,679","487,026","193,314","293,712","474,448","191,940","282,508","473,341","199,848","273,493","539,724","210,713","329,011","523,267","216,772","306,495",化学工業品,
43,陶磁器,"10,733","15,255","1,485","13,770","14,578",740,"13,838","13,630",663,"12,967","12,145","1,124","11,021","14,546",925,"13,621","14,320",872,"13,448",43,陶磁器
44,セメント,"1,710","1,314",444,870,"1,433",635,798,"1,400",560,840,"1,367",752,615,"2,002",592,"1,410","2,286","1,056","1,230",44,セメント
45,ガラス類,"9,873","15,495","5,409","10,086","16,166","5,822","10,344","14,603","5,304","9,299","18,262","5,255","13,007","22,349","5,572","16,777","21,851","5,607","16,244",45,ガラス類
46,窯業品,"22,432","30,341","10,111","20,230","30,401","9,553","20,848","30,196","9,417","20,779","28,122","8,715","19,407","32,511","10,869","21,642","32,767","12,941","19,826",46,窯業品
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油
48,石油製品,"1,037","3,625","1,770","1,855","3,022","1,163","1,859","2,871","1,523","1,348","3,221","1,968","1,253","3,811","1,691","2,120","2,609","1,360","1,249",48,石油製品
49,LNG/液化天然ガス,30,-,-,-,15,-,15,120,-,120,15,-,15,48,-,48,30,-,30,49,LNG/液化天然ガス
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス
51,その他石油製品,"1,164","2,462","1,090","1,372","1,673",671,"1,002","1,555",401,"1,154","1,790",583,"1,207","2,279",643,"1,636","1,901",483,"1,418",51,その他石油製品
52,コークス,"12,600",840,-,840,"1,042",-,"1,042",885,-,885,825,-,825,840,-,840,"2,064",-,"2,064",52,コークス
53,石炭製品,45,579,534,45,854,839,15,480,465,15,904,844,60,750,720,30,392,362,30,53,石炭製品
54,化学薬品,"54,862","82,660","24,868","57,792","80,850","25,216","55,634","81,230","29,392","51,838","73,520","24,666","48,854","87,820","26,865","60,955","78,310","25,968","52,342",54,化学薬品
55,化学肥料,"4,439","3,895",210,"3,685","3,814",240,"3,574","3,314",375,"2,939","4,082",315,"3,767","5,817",573,"5,244","4,926",276,"4,650",55,化学肥料
56,その他化学工業品,"196,569","351,868","150,734","201,134","333,178","148,435","184,743","324,164","143,840","180,324","329,088","155,626","173,462","366,951","162,263","204,688","361,811","167,847","193,964",56,その他化学工業品
軽工業品,,"449,380","522,849","59,010","463,839","506,510","51,932","454,578","489,206","55,392","433,814","471,835","64,625","407,210","550,869","63,528","487,341","471,619","60,795","410,824",軽工業品,
57,紙・パルプ,"67,977","106,747","29,493","77,254","111,995","23,193","88,802","96,551","23,454","73,097","98,031","31,865","66,166","114,828","30,801","84,027","94,420","25,671","68,749",57,紙・パルプ
58,糸及び紡績半製品,"5,361","7,100",466,"6,634","6,145",412,"5,733","5,577",861,"4,716","3,945",224,"3,721","4,507",368,"4,139","4,526",450,"4,076",58,糸及び紡績半製品
59,その他繊維工業品,"32,319","36,131","5,063","31,068","34,724","4,833","29,891","34,982","4,865","30,117","32,887","6,354","26,533","34,783","5,510","29,273","32,063","5,989","26,074",59,その他繊維工業品
60,砂糖,"5,766","5,129",1,"5,128","4,373",53,"4,320","4,679",28,"4,651","4,891",39,"4,852","5,006",73,"4,933","3,783",21,"3,762",60,砂糖
61,製造食品,"220,610","242,488","19,515","222,973","233,730","18,923","214,807","241,991","22,307","219,684","226,469","22,552","203,917","273,411","22,384","251,027","244,784","23,500","221,284",61,製造食品
62,飲料,"72,242","85,334","3,795","81,539","72,288","3,803","68,485","68,468","3,599","64,869","68,575","3,386","65,189","83,079","3,978","79,101","67,367","4,797","62,570",62,飲料
63,水,"22,430","16,061",621,"15,440","19,998",678,"19,320","15,601",253,"15,348","14,196",198,"13,998","14,215",399,"13,816","8,623",357,"8,266",63,水
64,たばこ,"6,272","8,129",17,"8,112","7,457",30,"7,427","5,553",4,"5,549","5,636",-,"5,636","7,917",-,"7,917","6,199",-,"6,199",64,たばこ
65,その他食料工業品,"16,403","15,730",39,"15,691","15,800",7,"15,793","15,804",21,"15,783","17,205",7,"17,198","13,123",15,"13,108","9,854",10,"9,844",65,その他食料工業品
雑工業品,,"777,866","922,466","94,904","827,562","1,000,315","98,187","902,128","1,023,536","108,663","914,873","1,000,085","88,796","911,289","1,107,038","99,403","1,007,635","1,023,015","121,482","901,533",雑工業品,
66,がん具,"54,222","58,190","1,644","56,546","48,216","1,547","46,669","58,979","1,908","57,071","69,944","1,546","68,398","84,647","1,863","82,784","55,657","1,704","53,953",66,がん具
67,衣服・身廻品・はきもの,"310,738","376,918","13,293","363,625","456,272","12,718","443,554","468,145","14,472","453,673","433,537","15,083","418,454","466,904","15,549","451,355","424,221","17,322","406,899",67,衣服・身廻品・はきもの
68,文房具・運動娯楽用品・楽器,"51,407","69,454","10,272","59,182","61,434","9,462","51,972","58,808","9,947","48,861","66,162","10,039","56,123","80,233","11,630","68,603","70,141","10,179","59,962",68,文房具・運動娯楽用品・楽器
69,家具装備品,"164,789","176,899","7,073","169,826","172,821","8,286","164,535","170,694","10,154","160,540","170,143","8,396","161,747","198,216","9,945","188,271","195,209","9,969","185,240",69,家具装備品
70,その他日用品,"38,076","45,449","12,068","33,381","50,414","12,811","37,603","43,935","11,073","32,862","45,048","8,364","36,684","49,953","8,059","41,894","45,489","9,113","36,376",70,その他日用品
71,ゴム製品,"36,322","68,667","32,877","35,790","73,213","33,167","40,046","71,805","32,079","39,726","59,844","24,467","35,377","67,177","28,273","38,904","73,273","38,894","34,379",71,ゴム製品
72,木製品,"99,663","86,881",597,"86,284","94,483",680,"93,803","99,539","1,087","98,452","112,529","1,441","111,088","112,738","1,604","111,134","103,622","1,233","102,389",72,木製品
73,その他製造工業品,"22,649","40,008","17,080","22,928","43,462","19,516","23,946","51,631","27,943","23,688","42,878","19,460","23,418","47,170","22,480","24,690","55,403","33,068","22,335",73,その他製造工業品
特殊品,,"258,958","554,251","289,525","264,726","518,304","260,272","258,032","545,056","293,593","251,463","509,633","282,618","227,015","515,620","288,405","227,215","487,940","282,275","205,665",特殊品,
74,金属くず,"5,189","48,495","42,132","6,363","52,493","46,680","5,813","47,999","43,117","4,882","83,082","76,793","6,289","92,410","85,192","7,218","51,498","45,780","5,718",74,金属くず
75,再利用資材,"3,230","210,128","206,659","3,469","187,536","183,393","4,143","156,864","153,064","3,800","158,754","152,978","5,776","161,129","155,814","5,315","173,109","169,590","3,519",75,再利用資材
76,動植物性製造飼肥料,"84,021","86,946","1,371","85,575","81,350","1,767","79,583","90,145","2,237","87,908","95,310","1,596","93,714","91,717","1,744","89,973","93,804","1,882","91,922",76,動植物性製造飼肥料
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂
