,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,ヨーロッパ,,,,,,,北アメリカ,,,,,,,,,品種,,,,,,
,,クロアチア,,スロベニア,,,ジョージア,,計,カナダ,,,,,,,,,,,,,,
,,リエカ,諸港(クロアチア),小計,コーペル,諸港(スロベニア),小計,ポティ,,小計,ハリファクス,セントジョン,モントリオール,トロント,プリンスルーパート,バンクーバー,ポートアルバーニ,,,,,,,
合計,,333,75,"35,327","35,207",120,120,120,"6,062,011","1,473,964","5,809",505,"3,165",1,"60,125","1,272,549","78,177",合計,,,,,,
農水産品,,102,-,"12,088","12,058",30,-,-,"1,863,753","499,096","3,589",-,"1,075",-,"15,240","473,382","5,450",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,"216,506","103,866",-,-,-,-,"14,726","83,690","5,450",1,麦,,,,,
2,米,-,-,-,-,-,-,-,"17,254",-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,"3,399",64,-,-,-,-,19,45,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,"120,171","70,675",-,-,840,-,495,"69,340",-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,"2,126",90,-,-,-,-,-,90,-,5,その他雑穀,,,,,
6,野菜・果物,102,-,60,30,30,-,-,"383,941","4,755",240,-,-,-,-,"4,515",-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,150,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,"43,145","2,151",-,-,-,-,-,"2,151",-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,"12,028","12,028",-,-,-,"1,027,110","308,096",30,-,235,-,-,"307,831",-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,-,-,"49,951","9,399","3,319",-,-,-,-,"5,720",-,11,水産品,,,,,
林産品,,66,-,"13,648","13,648",-,-,-,"621,679","564,487",-,-,-,-,-,"440,561","72,727",林産品,,,,,,
12,原木,-,-,-,-,-,-,-,"1,047",-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,66,-,"13,648","13,648",-,-,-,"619,297","564,044",-,-,-,-,-,"440,118","72,727",13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,210,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,735,443,-,-,-,-,-,443,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,360,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,255,255,-,-,-,"76,028","47,622","1,020",505,"1,110",-,"42,901","2,086",-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,"47,036","45,446",570,505,"1,110",-,"42,901",360,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,650,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,"2,983",204,-,-,-,-,-,204,-,21,砂利・砂,,,,,
22,石材,-,-,15,15,-,-,-,161,33,-,-,-,-,-,33,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,"1,230",-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,15,15,-,-,-,254,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,312,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,225,225,-,-,-,"23,390","1,939",450,-,-,-,-,"1,489",-,27,非金属鉱物,,,,,
金属機械工業品,,-,-,"1,135","1,075",60,-,-,"419,763","23,586",-,-,45,-,76,"23,465",-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,616,30,-,-,-,-,-,30,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,-,"4,224",246,-,-,-,-,-,246,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,"12,230","1,275",-,-,-,-,-,"1,275",-,30,非鉄金属,,,,,
31,金属製品,-,-,426,426,-,-,-,"156,001","8,122",-,-,-,-,1,"8,121",-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,140,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,"5,952","1,101",-,-,-,-,-,"1,101",-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,45,45,-,-,-,"1,225",15,-,-,-,-,-,15,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,"10,048",390,-,-,-,-,-,390,-,35,二輪自動車,,,,,
36,自動車部品,-,-,11,11,-,-,-,"80,760","5,010",-,-,-,-,-,"5,010",-,36,自動車部品,,,,,
37,その他輸送機械,-,-,90,90,-,-,-,"4,744",360,-,-,-,-,-,360,-,37,その他輸送機械,,,,,
38,産業機械,-,-,231,231,-,-,-,"69,895","3,816",-,-,-,-,15,"3,801",-,38,産業機械,,,,,
39,電気機械,-,-,257,197,60,-,-,"51,038","1,870",-,-,45,-,60,"1,765",-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,75,75,-,-,-,"20,792","1,351",-,-,-,-,-,"1,351",-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,191,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,"1,907",-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,30,-,879,879,-,-,-,"506,520","32,208",30,-,15,1,661,"31,330",-,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,"4,125",392,-,-,-,-,-,392,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,180,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,37,37,-,-,-,"12,657",204,-,-,-,-,-,204,-,45,ガラス類,,,,,
46,窯業品,-,-,135,135,-,-,-,"39,121","7,284",-,-,-,-,-,"7,284",-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,-,-,"5,126",389,-,-,-,-,-,389,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
