,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,,,1月,,,2月,,,3月,,,4月,,,5月,,,6月,,品種,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,,
合計,,"50,116,156","13,508,587","36,607,569","3,944,531","915,431","3,029,100","3,462,486","1,148,147","2,314,339","4,648,456","1,298,732","3,349,724","4,158,993","1,212,772","2,946,221","4,125,303","1,045,923","3,079,380","4,154,705","1,135,145",合計,
農水産品,,"5,394,370","371,104","5,023,266","408,536","25,685","382,851","358,309","36,730","321,579","482,934","45,932","437,002","483,267","41,619","441,648","469,476","30,298","439,178","452,883","32,324",農水産品,
1,麦,"259,817",45,"259,772","19,585",-,"19,585","10,182",-,"10,182","7,587",-,"7,587","41,003",-,"41,003","25,084",-,"25,084","27,095",15,1,麦
2,米,"25,787","3,127","22,660",732,222,510,"1,761",261,"1,500","3,022",427,"2,595","3,178",298,"2,880","4,502",283,"4,219","1,573",298,2,米
3,とうもろこし,"5,205",37,"5,168",404,-,404,500,-,500,556,30,526,243,7,236,270,-,270,312,-,3,とうもろこし
4,豆類,"124,914",191,"124,723","8,033",4,"8,029","9,372",4,"9,368","10,517",11,"10,506","10,768",23,"10,745","16,663",17,"16,646","14,128",5,4,豆類
5,その他雑穀,"3,341",104,"3,237",225,-,225,124,79,45,30,-,30,53,10,43,315,15,300,409,-,5,その他雑穀
6,野菜・果物,"1,838,348","30,238","1,808,110","130,568","3,402","127,166","120,831","2,671","118,160","178,485","2,110","176,375","161,857","1,099","160,758","163,443",212,"163,231","157,446",372,6,野菜・果物
7,綿花,516,12,504,13,-,13,45,-,45,105,-,105,251,-,251,45,-,45,56,11,7,綿花
8,その他農産品,"244,717","9,267","235,450","19,251",812,"18,439","16,063",811,"15,252","25,710","1,396","24,314","18,899",690,"18,209","22,054",472,"21,582","18,315",756,8,その他農産品
9,羊毛,692,-,692,84,-,84,15,-,15,70,-,70,71,-,71,67,-,67,30,-,9,羊毛
10,その他畜産品,"1,655,687","37,892","1,617,795","118,862","2,221","116,641","122,922","3,269","119,653","145,989","3,408","142,581","140,700","3,165","137,535","140,485","3,582","136,903","134,249","2,968",10,その他畜産品
11,水産品,"1,235,346","290,191","945,155","110,779","19,024","91,755","76,494","29,635","46,859","110,863","38,550","72,313","106,244","36,327","69,917","96,548","25,717","70,831","99,270","27,899",11,水産品
林産品,,"1,214,787","26,154","1,188,633","88,155","2,045","86,110","95,408","2,310","93,098","101,011","3,181","97,830","108,749","2,196","106,553","101,064","2,034","99,030","94,248","3,078",林産業,
12,原木,"4,702","2,342","2,360",296,141,155,670,406,264,833,556,277,976,294,682,175,-,175,350,316,12,原木
13,製材,"1,059,705","22,089","1,037,616","76,990","1,871","75,119","82,535","1,831","80,704","84,337","2,526","81,811","92,150","1,790","90,360","86,196","1,674","84,522","79,042","2,419",13,製材
14,樹脂類,"85,662","1,331","84,331","6,123",3,"6,120","7,427",56,"7,371","7,687",33,"7,654","8,697",42,"8,655","8,649",330,"8,319","8,466",328,14,樹脂類
15,木材チップ,"4,156",229,"3,927",180,15,165,122,17,105,420,15,405,407,54,353,105,15,90,240,-,15,木材チップ
16,その他林産品,"4,679",6,"4,673",521,-,521,572,-,572,657,6,651,418,-,418,629,-,629,468,-,16,その他林産品
17,薪炭,"55,883",157,"55,726","4,045",15,"4,030","4,082",-,"4,082","7,077",45,"7,032","6,101",16,"6,085","5,310",15,"5,295","5,682",15,17,薪炭
鉱産品,,"474,518","18,168","456,350","67,793",868,"66,925","20,158","2,076","18,082","30,254","1,936","28,318","23,954","1,910","22,044","47,204","1,359","45,845","26,068","1,496",鉱産品,
18,石炭,"132,313",79,"132,234","40,176",-,"40,176","3,499",-,"3,499","2,917",-,"2,917","2,796",-,"2,796","22,991",-,"22,991","1,804",-,18,石炭
19,鉄鉱石,294,21,273,-,-,-,-,-,-,-,-,-,38,-,38,120,-,120,15,-,19,鉄鉱石
20,金属鉱,"5,715",70,"5,645",450,-,450,120,-,120,215,65,150,285,-,285,540,-,540,"1,245",-,20,金属鉱
21,砂利・砂,"20,870",793,"20,077","7,299",-,"7,299","1,221",225,996,"1,336",225,"1,111",649,90,559,630,90,540,686,36,21,砂利・砂
22,石材,"105,004","1,359","103,645","8,780",-,"8,780","4,793",8,"4,785","12,571",123,"12,448","8,918",2,"8,916","9,656",90,"9,566","11,230",60,22,石材
23,原油,"2,250",-,"2,250",300,-,300,120,-,120,210,-,210,150,-,150,360,-,360,180,-,23,原油
