,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,,
品種,,13号地その2,,,,,,,,,大井,,,,,,,,,品種,,,,,,,,
,,青海コンテナふ頭（公共）,,,青海コンテナふ頭(埠頭㈱),,,お台場ライナーふ頭,,,合計,,,大井コンテナふ頭,,,大井水産物ふ頭,,,,,,,,,,,
,,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,計,輸出,輸入,,,,,,,,,
合計,,"8,641,656","1,745,462","6,896,194","7,087,184","1,664,283","5,422,901","766,711","545,258","221,453","26,833,962","8,152,914","18,681,048","26,466,215","8,151,732","18,314,483","2,682","1,182","1,500",合計,,,,,,,,
農水産品,,"441,426","45,947","395,479","626,414","66,586","559,828","9,137",-,"9,137","3,542,895","243,920","3,298,975","3,180,598","242,738","2,937,860","2,682","1,182","1,500",農水産品,,,,,,,,
1,麦,314,30,284,"2,709",-,"2,709",330,-,330,"256,435",-,"256,435","17,837",-,"17,837",-,-,-,1,麦,,,,,,,
2,米,"1,745",230,"1,515","3,641",322,"3,319",-,-,-,"19,396","2,560","16,836","19,396","2,560","16,836",-,-,-,2,米,,,,,,,
3,とうもろこし,95,-,95,720,-,720,-,-,-,"4,146",37,"4,109","4,146",37,"4,109",-,-,-,3,とうもろこし,,,,,,,
4,豆類,"2,961",26,"2,935","17,529",-,"17,529","2,400",-,"2,400","100,752",165,"100,587","100,752",165,"100,587",-,-,-,4,豆類,,,,,,,
5,その他雑穀,104,89,15,"1,420",-,"1,420",-,-,-,"1,817",15,"1,802","1,817",15,"1,802",-,-,-,5,その他雑穀,,,,,,,
6,野菜・果物,"198,464","14,749","183,715","198,270","2,938","195,332","6,407",-,"6,407","814,039","11,798","802,241","693,022","11,798","681,224",-,-,-,6,野菜・果物,,,,,,,
7,綿花,26,-,26,43,-,43,-,-,-,387,12,375,387,12,375,-,-,-,7,綿花,,,,,,,
8,その他農産品,"29,535",612,"28,923","29,450","1,053","28,397",-,-,-,"164,925","7,325","157,600","164,925","7,325","157,600",-,-,-,8,その他農産品,,,,,,,
9,羊毛,99,-,99,184,-,184,-,-,-,363,-,363,363,-,363,-,-,-,9,羊毛,,,,,,,
10,その他畜産品,"43,810","8,738","35,072","179,054","13,974","165,080",-,-,-,"1,383,346","10,063","1,373,283","1,383,346","10,063","1,373,283",-,-,-,10,その他畜産品,,,,,,,
11,水産品,"164,273","21,473","142,800","193,394","48,299","145,095",-,-,-,"797,289","211,945","585,344","794,607","210,763","583,844","2,682","1,182","1,500",11,水産品,,,,,,,
林産品,,"96,922","9,023","87,899","315,331","6,756","308,575","59,696",-,"59,696","518,395","4,547","513,848","518,395","4,547","513,848",-,-,-,林産品,,,,,,,,
12,原木,"2,025","1,536",489,418,117,301,-,-,-,"1,506",191,"1,315","1,506",191,"1,315",-,-,-,12,原木,,,,,,,
13,製材,"64,004","7,364","56,640","288,932","5,790","283,142","59,643",-,"59,643","433,212","3,722","429,490","433,212","3,722","429,490",-,-,-,13,製材,,,,,,,
14,樹脂類,"17,953",13,"17,940","12,840",765,"12,075",-,-,-,"54,083",442,"53,641","54,083",442,"53,641",-,-,-,14,樹脂類,,,,,,,
15,木材チップ,240,105,135,"1,453",84,"1,369",53,-,53,"2,350",40,"2,310","2,350",40,"2,310",-,-,-,15,木材チップ,,,,,,,
16,その他林産品,945,-,945,"1,808",-,"1,808",-,-,-,"1,395",-,"1,395","1,395",-,"1,395",-,-,-,16,その他林産品,,,,,,,
17,薪炭,"11,755",5,"11,750","9,880",-,"9,880",-,-,-,"25,849",152,"25,697","25,849",152,"25,697",-,-,-,17,薪炭,,,,,,,
鉱産品,,"50,630","3,753","46,877","82,051","2,783","79,268","1,509",-,"1,509","132,274","5,819","126,455","132,274","5,819","126,455",-,-,-,鉱産品,,,,,,,,
18,石炭,"1,577",-,"1,577","8,749",-,"8,749",-,-,-,"19,118",79,"19,039","19,118",79,"19,039",-,-,-,18,石炭,,,,,,,
19,鉄鉱石,66,21,45,30,-,30,-,-,-,198,-,198,198,-,198,-,-,-,19,鉄鉱石,,,,,,,
20,金属鉱,45,-,45,720,-,720,-,-,-,"4,545",10,"4,535","4,545",10,"4,535",-,-,-,20,金属鉱,,,,,,,
21,砂利・砂,"2,445",600,"1,845","1,561",-,"1,561",-,-,-,"8,075",105,"7,970","8,075",105,"7,970",-,-,-,21,砂利・砂,,,,,,,
22,石材,"24,067",138,"23,929","41,182","1,100","40,082",-,-,-,"33,836",112,"33,724","33,836",112,"33,724",-,-,-,22,石材,,,,,,,
23,原油,60,-,60,720,-,720,-,-,-,"1,440",-,"1,440","1,440",-,"1,440",-,-,-,23,原油,,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,57,-,57,57,-,57,-,-,-,24,りん鉱石,,,,,,,
25,石灰石,-,-,-,37,-,37,-,-,-,232,-,232,232,-,232,-,-,-,25,石灰石,,,,,,,
26,原塩,"1,355",15,"1,340",556,6,550,"1,509",-,"1,509","2,844",34,"2,810","2,844",34,"2,810",-,-,-,26,原塩,,,,,,,
27,非金属鉱物,"21,015","2,979","18,036","28,496","1,677","26,819",-,-,-,"61,929","5,479","56,450","61,929","5,479","56,450",-,-,-,27,非金属鉱物,,,,,,,
金属機械工業品,,"2,365,373","409,393","1,955,980","1,565,795","464,778","1,101,017","46,028","10,033","35,995","7,654,318","4,000,043","3,654,275","7,654,318","4,000,043","3,654,275",-,-,-,金属機械工業品,,,,,,,,
28,鉄鋼,"15,194","7,094","8,100","14,119","4,759","9,360","3,048","3,048",-,"39,651","14,857","24,794","39,651","14,857","24,794",-,-,-,28,鉄鋼,,,,,,,
29,鋼材,"51,156","31,554","19,602","86,280","73,990","12,290","28,363","2,927","25,436","184,454","149,398","35,056","184,454","149,398","35,056",-,-,-,29,鋼材,,,,,,,
30,非鉄金属,"46,144","14,525","31,619","24,747","9,734","15,013",-,-,-,"154,241","83,092","71,149","154,241","83,092","71,149",-,-,-,30,非鉄金属,,,,,,,
