,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,ヨーロッパ,,,,,,,,,,,,,,,,品種,,,,,,
,,ポルトガル,,,,,,スペイン,,,,,,,イタリア,,,,,,,,,
,,小計,レイショーズ,リスボン,シネシュ,ポルト,"諸港
(ポルトガル)",小計,バルセロナ,バレンシア,アルヘシラス,ビルバオ,ビゴ,"諸港
(スペイン)",小計,トリエステ,ベネチア,,,,,,,
合計,,"6,387","2,921","3,392",66,1,7,"15,860","7,335","6,231",242,919,508,625,"33,509","2,685",212,合計,,,,,,
農水産品,,-,-,-,-,-,-,321,15,66,-,60,150,30,"1,388",-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,75,15,60,-,-,-,-,"1,344",-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,6,-,6,-,-,-,-,7,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,-,240,-,-,-,60,150,30,30,-,-,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,-,157,127,30,-,-,-,-,55,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,157,127,30,-,-,-,-,45,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"2,753",269,"2,480",-,1,3,"10,768","4,556","4,655",-,694,283,580,"12,578",41,62,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,813,123,-,-,690,-,-,1,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,148,79,69,-,-,-,-,221,-,-,29,鋼材,,,,,
30,非鉄金属,331,-,331,-,-,-,45,45,-,-,-,-,-,220,-,-,30,非鉄金属,,,,,
31,金属製品,158,155,-,-,-,3,"1,339",845,2,-,3,16,473,"1,030",-,22,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,15,15,-,-,-,-,-,92,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,30,-,30,-,-,-,66,66,-,-,-,-,-,108,-,-,35,二輪自動車,,,,,
36,自動車部品,18,18,-,-,-,-,"2,383","1,415",821,-,-,147,-,"1,166",8,-,36,自動車部品,,,,,
37,その他輸送機械,121,-,121,-,-,-,63,1,-,-,-,-,62,6,-,-,37,その他輸送機械,,,,,
38,産業機械,"1,603",81,"1,522",-,-,-,"4,418","1,003","3,288",-,1,120,6,"6,272",33,40,38,産業機械,,,,,
39,電気機械,462,15,446,-,1,-,901,474,388,-,-,-,39,"2,946",-,-,39,電気機械,,,,,
40,測量・光学・医療用機械,30,-,30,-,-,-,560,473,87,-,-,-,-,463,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,8,8,-,-,-,-,-,53,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"1,764","1,013",691,60,-,-,"2,653","1,776",688,145,33,-,11,"11,448","1,709",60,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,18,15,3,-,-,-,-,35,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,605",-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,3,-,3,-,-,-,-,211,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,3,3,-,-,-,-,-,18,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
