53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,15,-,-,15,-,-,-,-,-,780,-,480,300,-,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,225,225,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,35,43,45,"1,175",465,-,-,-,172,53,413,83,270,-,-,-,56,その他化学工業品,,,,,
軽工業品,,626,239,"4,752","3,063","2,488",309,18,"4,714","3,337",733,342,39,15,120,-,-,軽工業品,,,,,,
57,紙・パルプ,-,-,-,15,-,-,-,-,-,60,168,-,-,-,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,360,-,-,-,-,-,-,-,39,39,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,240,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,45,"4,227",764,"2,278",45,18,"3,658","3,337",165,135,-,15,120,-,-,61,製造食品,,,,,
62,飲料,502,147,165,"1,560",210,90,-,"1,056",-,180,-,-,-,-,-,-,62,飲料,,,,,
63,水,-,-,-,685,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,124,47,-,39,-,174,-,-,-,88,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,-,-,"1,109","1,907",135,-,-,-,-,63,"4,423",160,"1,710","1,935",-,-,雑工業品,,,,,,
66,がん具,-,-,-,30,-,-,-,-,-,15,-,-,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,30,330,45,-,-,-,-,-,-,-,-,-,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,"1,064","1,367",75,-,-,-,-,33,15,-,-,15,-,-,69,家具装備品,,,,,
70,その他日用品,-,-,15,30,-,-,-,-,-,-,-,-,-,-,-,-,70,その他日用品,,,,,
71,ゴム製品,-,-,-,-,15,-,-,-,-,15,-,-,-,-,-,-,71,ゴム製品,,,,,
72,木製品,-,-,-,120,-,-,-,-,-,-,"4,408",160,"1,710","1,920",-,-,72,木製品,,,,,
73,その他製造工業品,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,73,その他製造工業品,,,,,
特殊品,,-,-,30,158,"1,278",-,-,30,-,-,"1,040",440,-,480,-,60,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,15,8,"1,248",-,-,-,-,-,60,-,-,-,-,60,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,79,輸送用容器,,,,,
80,取合せ品,-,-,15,150,15,-,-,30,-,-,980,440,-,480,-,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
