,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,大井,,,,,,,,,,,,,,,若洲,,,品種,,,,,,,
,,合計,,,大井コンテナふ頭,,,大井水産物ふ頭,,,大井食品ふ頭（OL）,,,大井食品ふ頭（ON）,,,合計,,,,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,,
合計,,"1,553,771","717,603","836,168","1,476,256","717,501","758,755",324,102,222,"77,131",-,"77,131",60,-,60,"1,193,980","486,668","707,312",合計,,,,,,,
農水産品,,"173,208","81,688","91,520","95,855","81,688","14,167",222,-,222,"77,131",-,"77,131",-,-,-,"25,006","16,821","8,185",農水産品,,,,,,,
1,麦,"78,112",981,"77,131",981,981,-,-,-,-,"77,131",-,"77,131",-,-,-,-,-,-,1,麦,,,,,,
2,米,75,75,-,75,75,-,-,-,-,-,-,-,-,-,-,"6,479","6,479",-,2,米,,,,,,
3,とうもろこし,805,805,-,805,805,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,,
4,豆類,"6,484","6,484",-,"6,484","6,484",-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,,
5,その他雑穀,65,65,-,65,65,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,,
6,野菜・果物,"45,323","40,150","5,173","45,323","40,150","5,173",-,-,-,-,-,-,-,-,-,"18,527","10,342","8,185",6,野菜・果物,,,,,,
7,綿花,150,150,-,150,150,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,,
8,その他農産品,"11,808","11,776",32,"11,808","11,776",32,-,-,-,-,-,-,-,-,-,-,-,-,8,その他農産品,,,,,,
9,羊毛,22,22,-,22,22,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,,
10,その他畜産品,"11,194","11,194",-,"11,194","11,194",-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,,
11,水産品,"19,170","9,986","9,184","18,948","9,986","8,962",222,-,222,-,-,-,-,-,-,-,-,-,11,水産品,,,,,,
林産品,,"13,013","12,592",421,"13,013","12,592",421,-,-,-,-,-,-,-,-,-,"2,692","2,692",-,林産品,,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,,
13,製材,"12,521","12,491",30,"12,521","12,491",30,-,-,-,-,-,-,-,-,-,"2,692","2,692",-,13,製材,,,,,,
14,樹脂類,451,60,391,451,60,391,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,,
16,その他林産品,26,26,-,26,26,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,,
17,薪炭,15,15,-,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,,
鉱産品,,"6,361","6,361",-,"6,361","6,361",-,-,-,-,-,-,-,-,-,-,"513,870","11,698","502,172",鉱産品,,,,,,,
18,石炭,840,840,-,840,840,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,,
20,金属鉱,675,675,-,675,675,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,,
21,砂利・砂,75,75,-,75,75,-,-,-,-,-,-,-,-,-,-,"393,005","11,698","381,307",21,砂利・砂,,,,,,
22,石材,75,75,-,75,75,-,-,-,-,-,-,-,-,-,-,"112,814",-,"112,814",22,石材,,,,,,
23,原油,30,30,-,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,,
26,原塩,60,60,-,60,60,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,,
27,非金属鉱物,"4,606","4,606",-,"4,606","4,606",-,-,-,-,-,-,-,-,-,-,"8,051",-,"8,051",27,非金属鉱物,,,,,,
金属機械工業品,,"163,455","29,129","134,326","163,395","29,129","134,266",-,-,-,-,-,-,60,-,60,"291,437","233,673","57,764",金属機械工業品,,,,,,,
28,鉄鋼,196,45,151,196,45,151,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,,
29,鋼材,"6,471",190,"6,281","6,471",190,"6,281",-,-,-,-,-,-,-,-,-,"1,000",-,"1,000",29,鋼材,,,,,,
30,非鉄金属,"8,978","2,672","6,306","8,978","2,672","6,306",-,-,-,-,-,-,-,-,-,-,-,-,30,非鉄金属,,,,,,
31,金属製品,"11,057","4,309","6,748","11,057","4,309","6,748",-,-,-,-,-,-,-,-,-,-,-,-,31,金属製品,,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,,
33,完成自動車,"1,013",614,399,"1,013",614,399,-,-,-,-,-,-,-,-,-,"158,451","123,107","35,344",33,完成自動車,,,,,,
34,その他輸送用車両,335,225,110,335,225,110,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,,
35,二輪自動車,"1,085",406,679,"1,085",406,679,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,,
