,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,輸入合計,アジア,,,,,,,,,,,,,,,品種,,,,,,
,,,計,韓国,,,,,,,,,中国,,,,,,,,,,,
,,,,小計,仁川,群山,釜山,浦項,光陽,蔚山,馬山,諸港(韓国),小計,香港,大連,秦皇島,天津,,,,,,,
合計,,"36,607,569","26,958,749","1,438,728","83,193","3,155","1,192,710","14,109","102,987","33,166","9,138",270,"15,486,150","1,905,207","749,167","12,696","19,989",合計,,,,,,
農水産品,,"5,023,266","2,359,827","69,842",99,-,"68,676",-,902,-,165,-,"1,063,008","129,889","87,393",893,219,農水産品,,,,,,
1,麦,"259,772","2,535",769,-,-,769,-,-,-,-,-,90,30,-,-,-,1,麦,,,,,
2,米,"22,660","5,016",-,-,-,-,-,-,-,-,-,666,90,576,-,-,2,米,,,,,
3,とうもろこし,"5,168",725,60,-,-,60,-,-,-,-,-,215,195,-,-,-,3,とうもろこし,,,,,
4,豆類,"124,723","4,024",806,-,-,806,-,-,-,-,-,"1,586",375,562,60,-,4,豆類,,,,,
5,その他雑穀,"3,237",760,580,-,-,580,-,-,-,-,-,180,-,135,-,-,5,その他雑穀,,,,,
6,野菜・果物,"1,808,110","1,201,003","6,090",-,-,"5,925",-,-,-,165,-,"533,668","3,979","9,745",236,135,6,野菜・果物,,,,,
7,綿花,504,354,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,"235,450","151,954","1,538",30,-,"1,493",-,15,-,-,-,"81,342","5,021","3,452",-,84,8,その他農産品,,,,,
9,羊毛,692,215,-,-,-,-,-,-,-,-,-,189,45,-,-,-,9,羊毛,,,,,
10,その他畜産品,"1,617,795","311,119","24,774",30,-,"24,744",-,-,-,-,-,"103,575","85,094",247,-,-,10,その他畜産品,,,,,
11,水産品,"945,155","682,122","35,225",39,-,"34,299",-,887,-,-,-,"341,497","35,060","72,676",597,-,11,水産品,,,,,
林産品,,"1,188,633","257,760","31,981",768,-,"31,213",-,-,-,-,-,"61,720","4,696","4,663",-,-,林産品,,,,,,
12,原木,"2,360","1,141",-,-,-,-,-,-,-,-,-,990,-,-,-,-,12,原木,,,,,
13,製材,"1,037,616","112,257","30,832",708,-,"30,124",-,-,-,-,-,"38,545","4,501","3,608",-,-,13,製材,,,,,
14,樹脂類,"84,331","83,691",45,-,-,45,-,-,-,-,-,900,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,"3,927","2,025",-,-,-,-,-,-,-,-,-,195,30,60,-,-,15,木材チップ,,,,,
16,その他林産品,"4,673","3,355",-,-,-,-,-,-,-,-,-,"2,545",-,582,-,-,16,その他林産品,,,,,
17,薪炭,"55,726","55,291","1,104",60,-,"1,044",-,-,-,-,-,"18,545",165,413,-,-,17,薪炭,,,,,
鉱産品,,"456,350","214,076","9,118",75,-,"9,013",-,-,30,-,-,"152,721","7,202","10,639",-,"2,100",鉱産品,,,,,,
18,石炭,"132,234","7,475",240,-,-,240,-,-,-,-,-,"4,467",270,579,-,45,18,石炭,,,,,
19,鉄鉱石,273,243,8,-,-,8,-,-,-,-,-,130,15,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,"5,645","2,580",315,-,-,315,-,-,-,-,-,"1,215",270,-,-,-,20,金属鉱,,,,,
21,砂利・砂,"20,077","8,717",700,-,-,700,-,-,-,-,-,"5,620",165,630,-,30,21,砂利・砂,,,,,
22,石材,"103,645","97,014",795,30,-,765,-,-,-,-,-,"84,481","1,890","3,361",-,135,22,石材,,,,,
23,原油,"2,250","1,020",-,-,-,-,-,-,-,-,-,210,90,-,-,-,23,原油,,,,,
24,りん鉱石,57,45,-,-,-,-,-,-,-,-,-,45,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,854,585,-,-,-,-,-,-,-,-,-,585,-,-,-,-,25,石灰石,,,,,
26,原塩,"6,584","4,013",-,-,-,-,-,-,-,-,-,"3,215",135,-,-,-,26,原塩,,,,,
27,非金属鉱物,"184,731","92,384","7,060",45,-,"6,985",-,-,30,-,-,"52,753","4,367","6,069",-,"1,890",27,非金属鉱物,,,,,
金属機械工業品,,"8,004,724","7,282,750","352,545","18,327",347,"281,359","14,082","33,727","2,341","2,362",-,"4,835,779","679,424","255,019","2,316","7,155",金属機械工業品,,,,,,
28,鉄鋼,"51,080","34,162","3,832",-,-,"3,412",420,-,-,-,-,"6,698",540,30,-,135,28,鉄鋼,,,,,
29,鋼材,"123,271","109,478","46,621",938,-,"20,607","13,570","9,241",-,"2,265",-,"27,035",762,"1,854",-,120,29,鋼材,,,,,
30,非鉄金属,"158,769","136,971","20,671",360,-,"18,147",-,60,"2,104",-,-,"66,888","8,237","2,088",-,855,30,非鉄金属,,,,,
