,,,,,,,,,,(単位：トン）,,,,,,,
品種,,移入合計,北海道,,,,,,,東北,,,,,,,
,,,計,北海道,,,,,,計,,,,,,,
,,,,小計,函館,釧路,苫小牧,室蘭,十勝,,,,,,,,
合計,,"24,872,209","2,009,071","2,009,071","234,069","228,285","1,421,551","120,701","4,465","1,757,310",,,,,,,
農水産品,,"180,667","60,910","60,910",-,-,"56,445",-,"4,465","14,348",,,,,,,
1,麦,"81,721","9,360","9,360",-,-,"4,895",-,"4,465",-,,,,,,,
2,米,"7,870","7,390","7,390",-,-,"7,390",-,-,-,,,,,,,
3,とうもろこし,15,5,5,-,-,5,-,-,-,,,,,,,
4,豆類,"4,755","3,345","3,345",-,-,"3,345",-,-,-,,,,,,,
5,その他雑穀,665,645,645,-,-,645,-,-,-,,,,,,,
6,野菜・果物,"50,770","33,140","33,140",-,-,"33,140",-,-,"5,083",,,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,,,,,,,
8,その他農産品,"4,967","4,900","4,900",-,-,"4,900",-,-,-,,,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,,,,,,,
10,その他畜産品,"5,245","1,225","1,225",-,-,"1,225",-,-,-,,,,,,,
11,水産品,"24,659",900,900,-,-,900,-,-,"9,265",,,,,,,
林産品,,"28,710","5,315","5,315",-,-,"5,315",-,-,-,,,,,,,
12,原木,40,-,-,-,-,-,-,-,-,,,,,,,
13,製材,"17,188","4,045","4,045",-,-,"4,045",-,-,-,,,,,,,
14,樹脂類,"9,116",395,395,-,-,395,-,-,-,,,,,,,
15,木材チップ,870,-,-,-,-,-,-,-,-,,,,,,,
16,その他林産品,"1,456",855,855,-,-,855,-,-,-,,,,,,,
17,薪炭,40,20,20,-,-,20,-,-,-,,,,,,,
鉱産品,,"5,532,978","3,690","3,690",-,-,"3,690",-,-,"513,189",,,,,,,
18,石炭,"17,206",5,5,-,-,5,-,-,-,,,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,,,,,,,
20,金属鉱,20,10,10,-,-,10,-,-,-,,,,,,,
21,砂利・砂,"4,261,481","3,455","3,455",-,-,"3,455",-,-,"388,325",,,,,,,
22,石材,"866,007",165,165,-,-,165,-,-,"120,685",,,,,,,
23,原油,-,-,-,-,-,-,-,-,-,,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,,,,,,,
25,石灰石,"341,593",45,45,-,-,45,-,-,-,,,,,,,
26,原塩,"4,230",10,10,-,-,10,-,-,-,,,,,,,
27,非金属鉱物,"42,441",-,-,-,-,-,-,-,"4,179",,,,,,,
