金属機械工業品,,"7,040,536","286,057","286,057",-,"7,300","158,056","120,701",-,"66,652",,,,,,,
28,鉄鋼,"11,781","10,320","10,320",-,-,"10,320",-,-,-,,,,,,,
29,鋼材,"1,081,059","121,776","121,776",-,-,"1,075","120,701",-,50,,,,,,,
30,非鉄金属,"50,281",400,400,-,-,400,-,-,-,,,,,,,
31,金属製品,"36,456","4,710","4,710",-,-,"4,710",-,-,-,,,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,,,,,,,
33,完成自動車,"5,485,531","100,795","100,795",-,"1,330","99,465",-,-,"59,170",,,,,,,
34,その他輸送用車両,"13,348","1,208","1,208",-,-,"1,208",-,-,-,,,,,,,
35,二輪自動車,985,-,-,-,-,-,-,-,-,,,,,,,
36,自動車部品,"82,260","23,971","23,971",-,-,"23,971",-,-,15,,,,,,,
37,その他輸送機械,"125,503","17,141","17,141",-,"5,970","11,171",-,-,"2,208",,,,,,,
38,産業機械,"105,622","1,306","1,306",-,-,"1,306",-,-,-,,,,,,,
39,電気機械,"27,111",585,585,-,-,585,-,-,"3,244",,,,,,,
40,測量・光学・医療用機械,"5,947",35,35,-,-,35,-,-,"1,965",,,,,,,
41,事務用機器,860,790,790,-,-,790,-,-,-,,,,,,,
42,その他機械,"13,792","3,020","3,020",-,-,"3,020",-,-,-,,,,,,,
化学工業品,,"7,349,313","243,595","243,595","234,069",-,"9,526",-,-,"871,468",,,,,,,
43,陶磁器,417,-,-,-,-,-,-,-,-,,,,,,,
44,セメント,"2,588,115","235,469","235,469","234,069",-,"1,400",-,-,"868,615",,,,,,,
45,ガラス類,602,70,70,-,-,70,-,-,-,,,,,,,
46,窯業品,"40,963",-,-,-,-,-,-,-,"2,451",,,,,,,
47,重油,"195,147",-,-,-,-,-,-,-,-,,,,,,,
48,石油製品,"4,361,978",175,175,-,-,175,-,-,-,,,,,,,
49,LNG/液化天然ガス,60,60,60,-,-,60,-,-,-,,,,,,,
50,LPG/液化石油ガス,185,20,20,-,-,20,-,-,-,,,,,,,
51,その他石油製品,"26,486",55,55,-,-,55,-,-,-,,,,,,,
52,コークス,"13,723",-,-,-,-,-,-,-,-,,,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,,,,,,,
54,化学薬品,"64,236","5,791","5,791",-,-,"5,791",-,-,-,,,,,,,
55,化学肥料,"3,895","1,795","1,795",-,-,"1,795",-,-,-,,,,,,,
56,その他化学工業品,"53,506",160,160,-,-,160,-,-,402,,,,,,,
軽工業品,,"2,041,389","1,054,355","1,054,355",-,"158,541","895,814",-,-,"7,053",,,,,,,
57,紙・パルプ,"1,563,952","975,380","975,380",-,"158,541","816,839",-,-,"4,624",,,,,,,
58,糸及び紡績半製品,"9,973",-,-,-,-,-,-,-,-,,,,,,,
59,その他繊維工業品,695,10,10,-,-,10,-,-,-,,,,,,,
60,砂糖,"51,901","44,125","44,125",-,-,"44,125",-,-,"1,748",,,,,,,
61,製造食品,"87,413","20,370","20,370",-,-,"20,370",-,-,681,,,,,,,
62,飲料,"141,106","8,365","8,365",-,-,"8,365",-,-,-,,,,,,,
63,水,"19,090","3,800","3,800",-,-,"3,800",-,-,-,,,,,,,
64,たばこ,"9,580",-,-,-,-,-,-,-,-,,,,,,,
65,その他食料工業品,"157,679","2,305","2,305",-,-,"2,305",-,-,-,,,,,,,
雑工業品,,"90,296","17,821","17,821",-,-,"17,821",-,-,"1,683",,,,,,,
66,がん具,75,-,-,-,-,-,-,-,-,,,,,,,
67,衣服・身廻品・はきもの,"3,165",10,10,-,-,10,-,-,840,,,,,,,
68,文房具・運動娯楽用品・楽器,"1,390",40,40,-,-,40,-,-,292,,,,,,,
69,家具装備品,"8,997",485,485,-,-,485,-,-,-,,,,,,,
70,その他日用品,"28,039","4,585","4,585",-,-,"4,585",-,-,551,,,,,,,
71,ゴム製品,"18,581",330,330,-,-,330,-,-,-,,,,,,,
72,木製品,811,5,5,-,-,5,-,-,-,,,,,,,
73,その他製造工業品,"29,238","12,366","12,366",-,-,"12,366",-,-,-,,,,,,,
特殊品,,"2,608,320","337,328","337,328",-,"62,444","274,884",-,-,"282,917",,,,,,,
74,金属くず,"20,315","3,490","3,490",-,-,"3,490",-,-,-,,,,,,,
75,再利用資材,"19,793","9,005","9,005",-,-,"9,005",-,-,24,,,,,,,
76,動植物性製造飼肥料,"3,239","1,815","1,815",-,-,"1,815",-,-,-,,,,,,,
77,廃棄物,"9,295",-,-,-,-,-,-,-,-,,,,,,,
78,廃土砂,"2,457",-,-,-,-,-,-,-,-,,,,,,,
79,輸送用容器,"224,116","137,207","137,207",-,-,"137,207",-,-,-,,,,,,,
80,取合せ品,"2,329,105","185,811","185,811",-,"62,444","123,367",-,-,"282,893",,,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
