,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,　　　　　　　北アメリカ,,,,,,,,,,,,,,,,品種,,,,,,
,,              アメリカ,,,,,,,,,,,,,,,,,,,,,,
,,モビール,ニューオリンズ,ヒューストン,ダッチハーバー,ジュノー,シアトル,エヴァレット,タコマ,ロングビュー,"ポートランド,
オレゴン州",オークランド,ロサンゼルス,ロングビーチ,ニューアーク,カラマ,バンクーバー,,,,,,,
合計,,"1,223",15,"3,184","15,618",22,"6,066",527,"1,075,782","66,406","29,553","971,146","1,030,133","471,205",139,"33,021","40,644",合計,,,,,,
農水産品,,521,-,-,"15,618",-,"2,029",-,"116,343","7,880","29,553","667,451","195,106","50,216",-,"33,021","40,644",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,477,"7,880","29,553",-,810,255,-,"33,021","40,644",1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,"17,254",-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,73,-,-,532,"2,175",375,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,"1,470",-,"5,722",-,-,"5,055","13,570","15,959",-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,"1,947",-,-,-,15,60,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,-,-,-,-,"43,837",-,-,"136,979","63,780","12,431",-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,521,-,-,-,-,15,-,"6,557",-,-,"7,125","1,418",687,-,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,47,-,"41,836",-,-,"499,356","110,428","19,986",-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,"15,618",-,497,-,"15,894",-,-,"1,150","2,910",463,-,-,-,11,水産品,,,,,
林産品,,60,-,-,-,-,480,-,"49,318",-,-,74,"1,155",809,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,613,357,-,-,-,12,原木,,,,,
13,製材,60,-,-,-,-,480,-,"48,741",-,-,74,527,152,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,15,-,-,-,15,180,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,262,-,-,-,-,30,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,300,-,-,-,-,60,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,459,-,-,-,-,642,-,-,646,"2,902","1,171",-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,390,-,-,-,210,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,278,320,60,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,57,6,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,"1,170",30,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,210,22,22,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,15,-,-,50,122,94,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,459,-,-,-,-,237,-,-,108,989,959,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,160,-,62,-,-,68,-,"55,420",-,-,"12,458","162,747","85,265",-,-,-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,105,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,160,-,-,-,-,-,-,407,-,-,30,"2,369",766,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,15,-,"1,539",-,-,220,"6,176","1,244",-,-,-,30,非鉄金属,,,,,
31,金属製品,-,-,37,-,-,20,-,"40,100",-,-,"2,355","55,478","25,726",-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,50,90,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,501,-,-,940,"1,936","1,060",-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,198,-,-,-,672,144,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,18,"2,808","3,131",-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,-,-,"1,510",-,-,"1,234","27,417","25,849",-,-,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,3,-,594,-,-,751,"1,194","1,105",-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,-,-,-,30,-,"6,894",-,-,"2,425","26,129","13,519",-,-,-,38,産業機械,,,,,
39,電気機械,-,-,10,-,-,-,-,"2,738",-,-,"3,535","27,708","9,921",-,-,-,39,電気機械,,,,,
