40,測量・光学・医療用機械,-,-,15,-,-,-,-,898,-,-,849,"9,315","2,275",-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,11,-,-,30,120,30,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,30,-,-,71,"1,270",405,-,-,-,42,その他機械,,,,,
化学工業品,,354,15,"2,202",-,-,259,135,"36,430",-,-,"24,017","187,756","108,201",124,-,-,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,292,-,-,215,842,322,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,90,90,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,30,-,-,-,-,"6,540",-,-,"1,185","2,231","1,624",-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,-,"6,244",-,-,"1,302","9,391","6,003",-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,707,-,-,-,-,135,-,-,60,"2,076","1,162",-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,292,-,-,-,-,120,-,-,-,932,515,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,"12,000",-,-,-,52,コークス,,,,,
53,石炭製品,-,-,15,-,-,-,-,-,-,-,-,315,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,100,-,501,-,-,15,135,"6,887",-,-,"3,040","49,593","13,604",-,-,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,583,-,-,225,733,742,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,254,15,657,-,-,244,-,"15,629",-,-,"17,990","121,553","72,139",124,-,-,56,その他化学工業品,,,,,
軽工業品,,113,-,12,-,-,115,-,"341,828","58,526",-,"199,942","137,486","72,306",-,-,-,軽工業品,,,,,,
57,紙・パルプ,113,-,-,-,-,46,-,"69,078","58,526",-,465,"11,258","12,674",-,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,30,-,-,30,180,90,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,-,-,-,869,-,-,146,"3,785","1,987",-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,15,-,"3,830",-,-,"7,625","4,524","3,245",-,-,-,60,砂糖,,,,,
61,製造食品,-,-,12,-,-,54,-,"222,005",-,-,"110,403","83,056","25,638",-,-,-,61,製造食品,,,,,
62,飲料,-,-,-,-,-,-,-,"17,425",-,-,"24,068","21,058","8,072",-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,"28,230",-,-,"56,474","13,069","19,356",-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,30,15,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,361,-,-,731,526,"1,229",-,-,-,65,その他食料工業品,,,,,
雑工業品,,-,-,204,-,-,555,-,"34,075",-,-,"7,521","72,394","31,931",15,-,-,雑工業品,,,,,,
66,がん具,-,-,-,-,-,-,-,217,-,-,315,805,818,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,120,-,-,45,-,"2,645",-,-,776,"15,808","6,846",15,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,11,-,-,210,-,"9,799",-,-,"1,224","16,776","6,312",-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,-,-,-,-,"1,973",-,-,"1,553","11,537","6,616",-,-,-,69,家具装備品,,,,,
70,その他日用品,-,-,-,-,-,300,-,"11,342",-,-,"1,517","13,042","4,594",-,-,-,70,その他日用品,,,,,
71,ゴム製品,-,-,15,-,-,-,-,162,-,-,381,"5,095","2,699",-,-,-,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,"6,551",-,-,840,577,417,-,-,-,72,木製品,,,,,
73,その他製造工業品,-,-,58,-,-,-,-,"1,386",-,-,915,"8,754","3,629",-,-,-,73,その他製造工業品,,,,,
特殊品,,15,-,245,-,22,"2,560",392,"441,726",-,-,"59,037","270,587","121,306",-,-,-,特殊品,,,,,,
74,金属くず,-,-,240,-,-,160,-,"3,235",-,-,"4,147","6,885","7,781",-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,600,-,"23,231",-,-,81,"4,489","7,208",-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,5,-,-,"1,800",-,"394,417",-,-,"39,631","222,328","66,212",-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,15,-,-,-,-,-,-,"16,805",-,-,"1,134","26,496","12,668",-,-,-,79,輸送用容器,,,,,
80,取合せ品,-,-,-,-,22,-,392,"4,038",-,-,"14,044","10,389","27,437",-,-,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
