,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,  　            ヨーロッパ,,,,,,,,,,,,,,,,品種,,,,,,
,,フランス,,,ドイツ,,,,,ポルトガル,,,,,スペイン,,,,,,,,,
,,フォス,ブレスト,諸港(フランス),小計,ハンブルグ,"ブレーメル
ハーフェン","ビルへルムス
ハーフェン",諸港(ドイツ),小計,レイショーズ,リスボン,シネシュ,諸港(ポルトガル),小計,バルセロナ,バレンシア,,,,,,,
合計,,44,60,"36,904","579,481","563,755","11,833","2,161","1,732","7,215","2,302","3,424",973,516,"95,369","46,611","33,318",合計,,,,,,
農水産品,,-,60,320,"26,887","25,381","1,506",-,-,695,500,195,-,-,"47,740","29,848","11,290",農水産品,,,,,,
1,麦,-,-,-,450,450,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,13,13,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,206,413,383,30,-,-,305,110,195,-,-,360,90,240,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,14,"3,242","3,242",-,-,-,30,30,-,-,-,150,15,135,8,その他農産品,,,,,
9,羊毛,-,-,70,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,30,"13,394","13,154",240,-,-,270,270,-,-,-,"46,565","29,713","10,765",10,その他畜産品,,,,,
11,水産品,-,60,-,"9,375","8,139","1,236",-,-,90,90,-,-,-,665,30,150,11,水産品,,,,,
林産品,,-,-,300,"60,788","60,788",-,-,-,540,540,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,52,52,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,300,"59,601","59,601",-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,115,115,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,"1,020","1,020",-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,540,540,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,75,"14,629","12,439","1,470",720,-,90,-,-,-,90,303,-,303,鉱産品,,,,,,
18,石炭,-,-,-,"10,553","8,813","1,020",720,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,45,"1,042",592,450,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,30,153,153,-,-,-,90,-,-,-,90,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,"1,591","1,591",-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,"1,290","1,290",-,-,-,-,-,-,-,-,303,-,303,27,非金属鉱物,,,,,
金属機械工業品,,-,-,"1,420","149,931","146,568","2,342",916,105,171,60,110,-,1,"3,392","1,421",798,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,"5,953","5,938",-,-,15,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,15,"3,828","3,828",-,-,-,-,-,-,-,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,"2,629","2,427",172,30,-,-,-,-,-,-,60,60,-,30,非鉄金属,,,,,
31,金属製品,-,-,30,"16,805","16,154",561,90,-,125,15,110,-,-,"1,533",456,450,31,金属製品,,,,,
32,鉄道車両,-,-,-,"1,384","1,384",-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,90,"2,522","2,522",-,-,-,-,-,-,-,-,20,15,5,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,920,905,15,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,"3,322","3,322",-,-,-,-,-,-,-,-,15,15,-,35,二輪自動車,,,,,
36,自動車部品,-,-,187,"30,348","30,048",300,-,-,-,-,-,-,-,15,15,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,45,308,293,15,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,168,"52,197","50,783","1,234",90,90,16,15,-,-,1,800,561,200,38,産業機械,,,,,
39,電気機械,-,-,496,"21,301","21,196",45,60,-,30,30,-,-,-,786,136,143,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,389,"6,013","5,943",-,70,-,-,-,-,-,-,148,148,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,"1,803","1,227",-,576,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,598,598,-,-,-,-,-,-,-,-,15,15,-,42,その他機械,,,,,
化学工業品,,-,-,"9,207","90,360","87,989","1,653",30,688,339,195,121,12,11,"11,870","4,076","5,359",化学工業品,,,,,,
43,陶磁器,-,-,3,"1,499","1,439",45,15,-,58,45,13,-,-,614,15,599,43,陶磁器,,,,,
44,セメント,-,-,105,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,15,"3,645","3,633",12,-,-,-,-,-,-,-,30,-,15,45,ガラス類,,,,,
46,窯業品,-,-,"2,353","6,516","6,412",104,-,-,-,-,-,-,-,30,-,30,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,60,"1,463","1,463",-,-,-,-,-,-,-,-,60,60,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
