 4-(2)カーフェリー乗降人員の月別・港別表,,,
,,,
,,,(単位：人）
月別,,合計,北九州(門司地区)
合計,計,"35,303","35,303"
,乗船,"18,529","18,529"
,降船,"16,774","16,774"
１月,乗船,771,771
,降船,"1,266","1,266"
２月,乗船,837,837
,降船,603,603
３月,乗船,"1,932","1,932"
,降船,"1,822","1,822"
４月,乗船,"1,719","1,719"
,降船,"1,355","1,355"
５月,乗船,"1,777","1,777"
,降船,"1,722","1,722"
６月,乗船,848,848
,降船,780,780
７月,乗船,"1,706","1,706"
,降船,"1,175","1,175"
８月,乗船,"3,012","3,012"
,降船,"3,536","3,536"
９月,乗船,"1,380","1,380"
,降船,"1,084","1,084"
１０月,乗船,"1,149","1,149"
,降船,"1,116","1,116"
１１月,乗船,"1,415","1,415"
,降船,"1,287","1,287"
１２月,乗船,"1,983","1,983"
,降船,"1,028","1,028"
