,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,  　        アジア,,,,,,,,,,,,,,,,品種,,,,,,
,,インドネシア,,,,,,,,,,,,,フィリピン,,,,,,,,,
,,バリクパパン,バンジャルマシン,ポンチアナ,スラバヤ,セマラン,ジャカルタ,ベラワン,ジャンビ,パレンバン,パンジャン,バタン,"タンジュン
プリオク","諸港
（インドネシア）",小計,スービックベイ,マニラ,,,,,,,
合計,,75,781,"5,777","172,718","50,636","490,069","29,586","8,055","10,284","7,758","5,444","63,721","1,340","1,330,144","12,793","507,279",合計,,,,,,
農水産品,,-,-,-,"20,926","3,305","8,237",653,-,30,"5,470",-,135,30,"577,908",-,"9,579",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,-,"2,072",271,45,11,-,-,"4,633",-,-,30,"565,160",-,"3,086",6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,424,691,"1,880",582,-,-,-,-,30,-,529,-,91,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,45,-,-,-,-,-,-,-,"3,270",-,"3,270",10,その他畜産品,,,,,
11,水産品,-,-,-,"18,400","2,343","6,267",60,-,30,837,-,105,-,"8,949",-,"3,132",11,水産品,,,,,
林産品,,-,-,"4,530","9,844",420,"8,831","7,009","7,980","9,816",60,"2,100",-,180,105,-,45,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,548,165,208,255,-,21,30,-,-,-,60,-,-,13,製材,,,,,
14,樹脂類,-,-,"3,780","6,735",225,"8,310","6,225","7,980","9,135",-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,750,"2,531",-,313,529,-,660,30,"2,100",-,180,45,-,45,17,薪炭,,,,,
鉱産品,,-,-,-,723,"1,068",477,45,-,-,-,-,15,-,"1,845",90,"1,755",鉱産品,,,,,,
