18,石炭,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,90,90,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,75,-,-,45,-,-,-,-,-,-,810,-,810,21,砂利・砂,,,,,
22,石材,-,-,-,648,166,387,-,-,-,-,-,15,-,555,-,555,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,375,-,375,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,872,90,-,-,-,-,-,-,-,15,-,15,27,非金属鉱物,,,,,
金属機械工業品,,-,-,-,"5,467","4,214","119,701",-,-,-,-,931,"16,225",132,"248,077",-,"182,685",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,75,-,"1,249",-,-,-,-,-,-,-,29,-,15,29,鋼材,,,,,
30,非鉄金属,-,-,-,45,-,"1,799",-,-,-,-,-,22,-,"1,625",-,"1,423",30,非鉄金属,,,,,
31,金属製品,-,-,-,"1,964",75,"25,189",-,-,-,-,150,"2,528",132,"12,715",-,"5,949",31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,123,-,-,-,-,-,-,-,38,-,38,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,48,-,48,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,18,30,120,-,-,-,-,-,78,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,"1,145","4,080","27,454",-,-,-,-,-,"4,108",-,"41,684",-,"39,485",36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,"1,144",-,-,-,-,-,12,-,416,-,416,37,その他輸送機械,,,,,
38,産業機械,-,-,-,918,-,"43,237",-,-,-,-,-,"8,033",-,"34,739",-,"23,429",38,産業機械,,,,,
39,電気機械,-,-,-,"1,302",29,"14,932",-,-,-,-,781,"1,444",-,"140,267",-,"100,107",39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,"1,959",-,-,-,-,-,-,-,"10,972",-,"7,002",40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,"2,495",-,-,-,-,-,-,-,"3,679",-,"3,088",41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,865",-,"1,685",42,その他機械,,,,,
化学工業品,,-,-,-,"10,591",575,"42,324","2,418",-,-,120,969,"2,354",-,"13,194",-,"8,850",化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,"1,089",-,-,-,-,-,-,-,"1,747",-,938,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,85,-,67,-,-,-,-,-,-,-,"1,470",-,"1,470",45,ガラス類,,,,,
46,窯業品,-,-,-,105,-,"1,950",-,-,-,120,-,-,-,"1,870",-,89,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,-,"6,620",-,"3,845","1,465",-,-,-,510,-,-,"1,042",-,307,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,90,-,-,-,-,-,-,-,-,255,-,195,55,化学肥料,,,,,
56,その他化学工業品,-,-,-,"3,781",485,"35,358",953,-,-,-,459,"2,354",-,"6,810",-,"5,851",56,その他化学工業品,,,,,
軽工業品,,-,-,-,"42,340","1,736","43,003","1,312",-,-,"1,823",90,"3,211",16,"17,583",-,"9,134",軽工業品,,,,,,
57,紙・パルプ,-,-,-,"29,496",30,"28,028",585,-,-,-,-,-,1,769,-,620,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,150,30,"2,320",-,-,-,-,-,345,-,"3,555",-,"2,790",58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,"2,174",30,"7,460",-,-,-,-,-,"2,519",-,16,-,16,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,-,-,"8,270","1,646","4,085",727,-,-,"1,823",90,347,15,"11,260",-,"4,767",61,製造食品,,,,,
62,飲料,-,-,-,-,-,30,-,-,-,-,-,-,-,"1,724",-,797,62,飲料,,,,,
63,水,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,30,-,"1,020",-,-,-,-,-,-,-,107,-,22,64,たばこ,,,,,
65,その他食料工業品,-,-,-,"2,145",-,-,-,-,-,-,-,-,-,152,-,122,65,その他食料工業品,,,,,
雑工業品,,-,781,"1,247","77,393","36,271","243,431","10,469",75,438,270,19,"36,997",750,"443,199","12,553","275,555",雑工業品,,,,,,
66,がん具,-,-,-,409,-,"8,127",-,-,-,-,-,66,-,"4,265",-,"4,265",66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,-,"6,207","13,326","106,501","2,060",-,-,-,-,"33,260",-,"43,665",60,"40,852",67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,"14,774",195,"9,745",-,-,-,-,-,728,-,"3,328",-,"2,612",68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,646,"7,735","9,691","32,880","4,185",-,27,-,-,395,-,"13,868",-,"10,120",69,家具装備品,,,,,
70,その他日用品,-,30,-,"1,770",-,"32,411",15,-,-,-,-,15,750,"3,880",-,"3,703",70,その他日用品,,,,,
71,ゴム製品,-,-,-,157,-,"39,452",-,-,-,-,-,"1,374",-,"9,204",30,"9,084",71,ゴム製品,,,,,
72,木製品,-,751,601,"43,627","13,059","3,543","4,209",75,411,270,19,319,-,"363,901","12,463","204,277",72,木製品,,,,,
73,その他製造工業品,-,-,-,"2,714",-,"10,772",-,-,-,-,-,840,-,"1,088",-,642,73,その他製造工業品,,,,,
特殊品,,75,-,-,"5,434","3,047","24,065","7,680",-,-,15,"1,335","4,784",232,"28,233",150,"19,676",特殊品,,,,,,
74,金属くず,-,-,-,55,-,788,30,-,-,-,-,-,-,"2,648",-,"1,823",74,金属くず,,,,,
75,再利用資材,-,-,-,66,-,-,-,-,-,-,-,-,-,644,150,284,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,"2,563",443,15,45,-,-,-,-,-,-,720,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,641,"2,104","17,943","6,021",-,-,-,"1,335",303,232,"11,058",-,"10,148",79,輸送用容器,,,,,
80,取合せ品,75,-,-,"2,109",500,"5,319","1,584",-,-,15,-,"4,481",-,"13,163",-,"7,421",80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
