,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）
品種,,6月,,7月,0,0,8月,0,0,9月,0,0,10月,0,0,11月,0,0,12月,0,0,品種,
,,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,
合計,,"1,376,717","2,093,292","3,517,851","1,387,312","2,130,539","3,136,183","1,245,815","1,890,368","3,477,759","1,356,197","2,121,562","3,255,229","1,269,451","1,985,778","3,591,712","1,376,175","2,215,537","3,639,373","1,346,340","2,293,033",合計,
農水産品,,"9,724","8,678","22,996","11,702","11,294","22,162","14,742","7,420","39,709","14,200","25,509","33,688","14,237","19,451","33,014","16,061","16,953","34,050","16,549","17,501",農水産品,
1,麦,390,"3,830","6,975",460,"6,515","3,711","1,405","2,306","12,762",530,"12,232","10,337","1,151","9,186","8,169","1,105","7,064","8,433",885,"7,548",1,麦
2,米,705,495,"1,114",699,415,"1,179",679,500,"1,533",983,550,"2,382","1,327","1,055","3,133","1,903","1,230","2,648","1,343","1,305",2,米
3,とうもろこし,58,10,-,-,-,90,90,-,15,15,-,86,86,-,135,135,-,105,105,-,3,とうもろこし
4,豆類,455,460,925,405,520,790,335,455,"1,045",650,395,"1,655","1,335",320,"1,970","1,585",385,"1,729","1,294",435,4,豆類
5,その他雑穀,40,20,120,100,20,80,55,25,130,85,45,100,55,45,110,55,55,90,15,75,5,その他雑穀
6,野菜・果物,"5,010","1,845","7,621","6,131","1,490","9,789","7,379","2,410","13,905","6,408","7,497","13,144","5,884","7,260","12,183","5,863","6,320","12,416","6,591","5,825",6,野菜・果物
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花
8,その他農産品,537,210,"1,249","1,063",186,"1,592","1,252",340,"1,472","1,046",426,"1,552","1,247",305,"1,553","1,123",430,"1,952","1,517",435,8,その他農産品
9,羊毛,-,-,-,-,-,15,15,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛
10,その他畜産品,"1,475",425,"1,872","1,547",325,"2,318","1,978",340,"2,237","2,032",205,"2,279","1,854",425,"2,526","2,276",250,"3,656","2,911",745,10,その他畜産品
11,水産品,"1,054","1,383","3,120","1,297","1,823","2,598","1,554","1,044","6,610","2,451","4,159","2,153","1,298",855,"3,235","2,016","1,219","3,021","1,888","1,133",11,水産品
林産業,,"3,842","2,316","5,291","3,172","2,119","4,586","2,518","2,068","8,163","5,268","2,895","5,789","3,574","2,215","8,322","5,150","3,172","8,035","5,842","2,193",林産業,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木
13,製材,"2,817","1,266","3,568","2,312","1,256","2,848","1,658","1,190","6,269","4,633","1,636","3,931","2,534","1,397","6,350","4,055","2,295","6,282","4,867","1,415",13,製材
14,樹脂類,630,780,"1,240",625,615,"1,135",545,590,"1,595",585,"1,010","1,303",675,628,"1,448",780,668,"1,250",620,630,14,樹脂類
15,木材チップ,-,95,89,-,89,88,-,88,93,-,93,13,-,13,67,-,67,21,-,21,15,木材チップ
16,その他林産品,385,170,354,195,159,485,295,190,186,40,146,527,350,177,432,300,132,462,335,127,16,その他林産品
17,薪炭,10,5,40,40,-,30,20,10,20,10,10,15,15,-,25,15,10,20,20,-,17,薪炭
鉱産品,,"4,400","473,491","464,547","6,385","458,162","392,494","4,657","387,837","468,879","2,300","466,579","445,533","1,288","444,245","518,700","8,086","510,614","524,263","11,560","512,703",鉱産品,
18,石炭,"3,074","1,203","1,531",30,"1,501","7,889","3,740","4,149","4,220",60,"4,160","1,620",120,"1,500","4,419","3,182","1,237","1,560",60,"1,500",18,石炭
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石
20,金属鉱,30,-,45,45,-,5,-,5,-,-,-,60,60,-,300,300,-,180,180,-,20,金属鉱
21,砂利・砂,295,"371,365","364,117","5,297","358,820","301,016",225,"300,791","354,641",75,"354,566","332,947",176,"332,771","393,377","2,172","391,205","399,954","7,775","392,179",21,砂利・砂
