39,電気機械,-,-,-,-,"45,648",-,55,-,-,-,544,175,48,-,891,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,"19,006",-,163,-,253,-,807,"3,154",-,-,63,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,191,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,"1,907",-,-,-,-,-,-,-,-,-,131,-,42,その他機械,,,,,
化学工業品,,-,-,-,171,"462,544",105,"12,663",-,"3,057",-,"33,476","14,991",603,76,"35,530",187,化学工業品,,,,,,
43,陶磁器,-,-,-,-,"3,718",-,30,-,10,-,55,270,30,30,"1,622",-,43,陶磁器,,,,,
44,セメント,-,-,-,-,180,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,"12,426",-,326,-,26,-,189,75,-,-,151,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,"25,584",-,209,-,420,-,"1,530",240,30,-,200,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,"4,737",-,90,-,-,-,15,15,45,-,432,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,18,-,-,-,-,-,18,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,"5,726",-,181,-,-,-,-,-,30,-,"3,656",-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,"12,000",-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,330,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,-,60,"96,288",-,"1,238",-,195,-,"8,470","3,329",324,-,"7,960",135,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,"2,759",-,30,-,-,-,404,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,-,-,111,"298,778",105,"10,559",-,"2,406",-,"22,795","11,062",144,46,"21,509",52,56,その他化学工業品,,,,,
軽工業品,,-,-,-,60,"1,069,726","2,537","2,385",60,"3,196",-,"36,985","45,195","11,772",-,"155,051",-,軽工業品,,,,,,
57,紙・パルプ,-,-,-,60,"367,401","2,147",394,-,-,-,"30,820","41,625","9,858",-,"129,932",-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,"2,398",-,-,-,-,-,192,240,-,-,"1,606",-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,"15,399",-,95,-,"2,700",-,64,135,30,-,"5,318",-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,"21,084",-,150,-,-,-,420,"1,110",-,-,75,-,60,砂糖,,,,,
61,製造食品,-,-,-,-,"456,458",390,"1,665",60,496,-,"2,575","1,428",292,-,"7,022",-,61,製造食品,,,,,
62,飲料,-,-,-,-,"79,685",-,78,-,-,-,"2,858",642,"1,531",-,"3,953",-,62,飲料,,,,,
63,水,-,-,-,-,"117,151",-,3,-,-,-,-,-,-,-,19,-,63,水,,,,,
64,たばこ,-,-,-,-,"7,067",-,-,-,-,-,-,15,61,-,"6,946",-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,"3,083",-,-,-,-,-,56,-,-,-,180,-,65,その他食料工業品,,,,,
雑工業品,,-,182,-,210,"187,538",83,974,-,185,-,"19,871","2,862",487,316,"15,731",-,雑工業品,,,,,,
66,がん具,-,-,-,30,"2,283",-,-,-,-,-,-,-,83,-,45,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,-,-,"34,682",-,159,-,15,-,741,540,45,-,"6,786",-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,180,"37,304",30,61,-,15,-,326,240,90,22,"2,188",-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,-,"24,192",53,620,-,30,-,574,210,42,-,926,-,69,家具装備品,,,,,
70,その他日用品,-,-,-,-,"32,788",-,30,-,89,-,-,479,-,15,"1,320",-,70,その他日用品,,,,,
71,ゴム製品,-,-,-,-,"24,532",-,-,-,-,-,"15,531",385,60,-,189,-,71,ゴム製品,,,,,
72,木製品,-,182,-,-,"9,350",-,-,-,-,-,45,590,-,270,-,-,72,木製品,,,,,
73,その他製造工業品,-,-,-,-,"22,407",-,104,-,36,-,"2,654",418,167,9,"4,277",-,73,その他製造工業品,,,,,
特殊品,,-,-,-,"1,451","966,905",-,"1,450",-,195,-,"13,806","16,084","1,157",-,"35,840",-,特殊品,,,,,,
74,金属くず,-,-,-,-,"27,769",-,915,-,90,-,873,551,330,-,"2,532",-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,"37,690",-,-,-,-,-,"1,292",489,150,-,150,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,"1,451","739,169",-,61,-,-,-,30,"7,801",23,-,"5,217",-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,-,"87,568",-,31,-,45,-,"8,886","2,319",60,-,"19,109",-,79,輸送用容器,,,,,
80,取合せ品,-,-,-,-,"74,709",-,443,-,60,-,"2,725","4,924",594,-,"8,832",-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
