18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,30,30,-,-,-,49,49,-,-,4,4,"28,247","21,213",132,"2,909","11,577",金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,-,-,-,-,-,208,84,-,-,48,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,-,-,-,"3,711","3,101",-,395,954,30,非鉄金属,,,,,
31,金属製品,-,-,-,-,-,29,29,-,-,-,-,"2,072","1,338",-,172,446,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,11,11,-,-,11,32,鉄道車両,,,,,
33,完成自動車,30,30,-,-,-,-,-,-,-,-,-,70,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,56,56,-,7,1,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,168,117,-,38,78,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,9,9,-,-,2,2,"2,515",977,-,46,552,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,-,-,-,-,158,65,-,3,33,37,その他輸送機械,,,,,
38,産業機械,-,-,-,-,-,10,10,-,-,2,2,"15,704","12,935",129,"1,492","8,342",38,産業機械,,,,,
39,電気機械,-,-,-,-,-,-,-,-,-,-,-,"2,785","1,912",3,738,741,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,1,1,-,-,-,-,554,417,-,18,171,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,168,134,-,-,134,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,67,66,-,-,66,42,その他機械,,,,,
化学工業品,,-,-,1,1,-,4,4,-,-,-,-,"17,568","10,483",-,"3,638","1,812",化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,2,2,-,-,-,-,5,3,-,-,2,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,543,393,-,3,210,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,-,-,388,377,-,-,371,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,2,2,-,-,-,-,357,295,-,-,1,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,-,-,-,-,-,-,"1,035","1,020",-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,石炭製品,,,,,
54,化学薬品,-,-,-,-,-,-,-,-,-,-,-,726,335,-,20,131,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,-,-,1,1,-,-,-,-,-,-,-,"14,506","8,052",-,"3,615","1,097",56,その他化学工業品,,,,,
軽工業品,,-,-,-,-,-,-,-,-,-,-,-,"13,159","8,141",-,"1,573","2,532",軽工業品,,,,,,
57,紙・パルプ,-,-,-,-,-,-,-,-,-,-,-,"3,848","1,207",-,85,106,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,11,10,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,-,-,-,-,-,-,-,-,-,470,439,-,-,191,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,60,砂糖,,,,,
61,製造食品,-,-,-,-,-,-,-,-,-,-,-,"8,216","6,000",-,"1,417","2,111",61,製造食品,,,,,
62,飲料,-,-,-,-,-,-,-,-,-,-,-,600,483,-,71,124,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,-,-,-,-,-,7,7,-,-,-,-,"24,286","21,034",150,"7,898","2,634",雑工業品,,,,,,
66,がん具,-,-,-,-,-,-,-,-,-,-,-,133,100,-,-,27,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,-,-,-,-,-,-,-,-,-,"1,350","1,180",-,15,179,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,-,-,-,-,-,5,5,-,-,-,-,"1,839","1,405",-,369,366,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,-,-,-,-,-,-,-,-,914,750,-,55,225,69,家具装備品,,,,,
70,その他日用品,-,-,-,-,-,-,-,-,-,-,-,"3,090","2,828",-,37,"1,318",70,その他日用品,,,,,
71,ゴム製品,-,-,-,-,-,1,1,-,-,-,-,"16,335","14,466",150,"7,384",449,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,-,-,-,-,120,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,-,-,-,-,-,1,1,-,-,-,-,505,305,-,38,70,73,その他製造工業品,,,,,
特殊品,,-,-,4,-,4,1,1,-,-,-,-,"1,587",823,-,76,400,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,4,-,4,-,-,-,-,-,-,830,487,-,24,303,79,輸送用容器,,,,,
80,取合せ品,-,-,-,-,-,1,1,-,-,-,-,757,336,-,52,97,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
