,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,10号地その2,,,辰巳,,,13号地その2,,,,,,,,,,,,品種,,,,,,,
,,東京港フェリーふ頭,,,辰巳ふ頭,,,合計,,,青海コンテナふ頭（公共）,,,青海コンテナふ頭(埠頭㈱),,,お台場ライナーふ頭,,,,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,,
合計,,"10,085,730","5,396,175","4,689,555","383,385","158,448","224,937","354,277","160,725","193,552","152,458","111,562","40,896","38,590","36,452","2,138","163,229","12,711","150,518",合計,,,,,,,
農水産品,,-,-,-,"2,974","1,267","1,707","12,072","10,701","1,371","7,574","6,219","1,355","4,498","4,482",16,-,-,-,農水産品,,,,,,,
1,麦,-,-,-,-,-,-,950,950,-,-,-,-,950,950,-,-,-,-,1,麦,,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,,
6,野菜・果物,-,-,-,"1,267","1,267",-,180,180,-,-,-,-,180,180,-,-,-,-,6,野菜・果物,,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,,
8,その他農産品,-,-,-,15,-,15,25,25,-,-,-,-,25,25,-,-,-,-,8,その他農産品,,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,,
10,その他畜産品,-,-,-,-,-,-,"1,760","1,760",-,-,-,-,"1,760","1,760",-,-,-,-,10,その他畜産品,,,,,,
11,水産品,-,-,-,"1,692",-,"1,692","9,157","7,786","1,371","7,574","6,219","1,355","1,583","1,567",16,-,-,-,11,水産品,,,,,,
林産品,,-,-,-,"11,420","10,046","1,374","2,255","2,255",-,-,-,-,"2,255","2,255",-,-,-,-,林産品,,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,,
13,製材,-,-,-,"7,894","6,646","1,248","2,255","2,255",-,-,-,-,"2,255","2,255",-,-,-,-,13,製材,,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,,
16,その他林産品,-,-,-,"3,526","3,400",126,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,,
