,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,,
品種,,中央防波堤,,,,,,,,,,,,その他,,,民間,,,品種,,,,,,,
,,合計,,,中央防波堤内側ばら物ふ頭,,,中央防波堤内側建設発生土ふ頭,,,中央防波堤内側内貿ふ頭,,,港外,,,合計,,,,,,,,,,
,,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,計,移出,移入,,,,,,,,
合計,,"1,439,896","928,199","511,697","52,827","20,753","32,074","413,363","413,363",-,"973,706","494,083","479,623","159,048","159,048",-,"11,279,668","472,325","10,807,343",合計,,,,,,,
農水産品,,"72,000","16,890","55,110",-,-,-,-,-,-,"72,000","16,890","55,110",-,-,-,936,936,-,農水産品,,,,,,,
1,麦,"9,975","6,415","3,560",-,-,-,-,-,-,"9,975","6,415","3,560",-,-,-,-,-,-,1,麦,,,,,,
2,米,"7,635",245,"7,390",-,-,-,-,-,-,"7,635",245,"7,390",-,-,-,-,-,-,2,米,,,,,,
3,とうもろこし,10,5,5,-,-,-,-,-,-,10,5,5,-,-,-,-,-,-,3,とうもろこし,,,,,,
4,豆類,"5,265","1,920","3,345",-,-,-,-,-,-,"5,265","1,920","3,345",-,-,-,-,-,-,4,豆類,,,,,,
5,その他雑穀,885,240,645,-,-,-,-,-,-,885,240,645,-,-,-,-,-,-,5,その他雑穀,,,,,,
6,野菜・果物,"40,420","7,280","33,140",-,-,-,-,-,-,"40,420","7,280","33,140",-,-,-,936,936,-,6,野菜・果物,,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,,
8,その他農産品,"5,455",555,"4,900",-,-,-,-,-,-,"5,455",555,"4,900",-,-,-,-,-,-,8,その他農産品,,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,,
10,その他畜産品,"1,260",35,"1,225",-,-,-,-,-,-,"1,260",35,"1,225",-,-,-,-,-,-,10,その他畜産品,,,,,,
11,水産品,"1,095",195,900,-,-,-,-,-,-,"1,095",195,900,-,-,-,-,-,-,11,水産品,,,,,,
林産品,,"11,035","5,720","5,315",-,-,-,-,-,-,"11,035","5,720","5,315",-,-,-,-,-,-,林産品,,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,,
13,製材,"5,505","1,460","4,045",-,-,-,-,-,-,"5,505","1,460","4,045",-,-,-,-,-,-,13,製材,,,,,,
14,樹脂類,"4,325","3,930",395,-,-,-,-,-,-,"4,325","3,930",395,-,-,-,-,-,-,14,樹脂類,,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,,
16,その他林産品,970,115,855,-,-,-,-,-,-,970,115,855,-,-,-,-,-,-,16,その他林産品,,,,,,
17,薪炭,235,215,20,-,-,-,-,-,-,235,215,20,-,-,-,-,-,-,17,薪炭,,,,,,
鉱産品,,"40,303","22,412","17,891","35,593","18,392","17,201",-,-,-,"4,710","4,020",690,"6,600","6,600",-,"3,458,104","3,360","3,454,744",鉱産品,,,,,,,
18,石炭,"29,958","12,752","17,206","29,953","12,752","17,201",-,-,-,5,-,5,-,-,-,-,-,-,18,石炭,,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,,
20,金属鉱,40,30,10,-,-,-,-,-,-,40,30,10,-,-,-,-,-,-,20,金属鉱,,,,,,
21,砂利・砂,"1,295",840,455,-,-,-,-,-,-,"1,295",840,455,"6,600","6,600",-,"3,155,624","3,360","3,152,264",21,砂利・砂,,,,,,
22,石材,"1,855","1,690",165,-,-,-,-,-,-,"1,855","1,690",165,-,-,-,"189,955",-,"189,955",22,石材,,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,,
25,石灰石,955,910,45,-,-,-,-,-,-,955,910,45,-,-,-,"112,525",-,"112,525",25,石灰石,,,,,,
26,原塩,20,10,10,-,-,-,-,-,-,20,10,10,-,-,-,-,-,-,26,原塩,,,,,,
27,非金属鉱物,"6,180","6,180",-,"5,640","5,640",-,-,-,-,540,540,-,-,-,-,-,-,-,27,非金属鉱物,,,,,,
金属機械工業品,,"80,601","33,703","46,898",180,60,120,-,-,-,"80,421","33,643","46,778",-,-,-,"728,751",-,"728,751",金属機械工業品,,,,,,,
28,鉄鋼,"10,600",280,"10,320",-,-,-,-,-,-,"10,600",280,"10,320",-,-,-,-,-,-,28,鉄鋼,,,,,,
29,鋼材,"5,146","4,071","1,075",-,-,-,-,-,-,"5,146","4,071","1,075",-,-,-,"728,659",-,"728,659",29,鋼材,,,,,,
30,非鉄金属,465,65,400,-,-,-,-,-,-,465,65,400,-,-,-,-,-,-,30,非鉄金属,,,,,,
31,金属製品,"11,335","8,025","3,310",-,-,-,-,-,-,"11,335","8,025","3,310",-,-,-,-,-,-,31,金属製品,,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,,
33,完成自動車,"3,352","2,633",719,-,-,-,-,-,-,"3,352","2,633",719,-,-,-,-,-,-,33,完成自動車,,,,,,
34,その他輸送用車両,"1,610",414,"1,196",-,-,-,-,-,-,"1,610",414,"1,196",-,-,-,-,-,-,34,その他輸送用車両,,,,,,
35,二輪自動車,20,20,-,-,-,-,-,-,-,20,20,-,-,-,-,-,-,-,35,二輪自動車,,,,,,
36,自動車部品,"32,941","8,970","23,971",-,-,-,-,-,-,"32,941","8,970","23,971",-,-,-,-,-,-,36,自動車部品,,,,,,
37,その他輸送機械,229,88,141,150,60,90,-,-,-,79,28,51,-,-,-,-,-,-,37,その他輸送機械,,,,,,
38,産業機械,"3,667","2,331","1,336",30,-,30,-,-,-,"3,637","2,331","1,306",-,-,-,-,-,-,38,産業機械,,,,,,
39,電気機械,"4,186","3,601",585,-,-,-,-,-,-,"4,186","3,601",585,-,-,-,92,-,92,39,電気機械,,,,,,
40,測量・光学・医療用機械,75,40,35,-,-,-,-,-,-,75,40,35,-,-,-,-,-,-,40,測量・光学・医療用機械,,,,,,
41,事務用機器,"2,440","1,650",790,-,-,-,-,-,-,"2,440","1,650",790,-,-,-,-,-,-,41,事務用機器,,,,,,
42,その他機械,"4,535","1,515","3,020",-,-,-,-,-,-,"4,535","1,515","3,020",-,-,-,-,-,-,42,その他機械,,,,,,
