,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,　　　　　　　　南アメリカ,,,,,,,,,,,,,,,,品種,,,,,,
,,コロンビア,エクアドル,,,ペルー,,,,チリ,,,,,,,,,,,,,,
,,諸港(コロンビア）,小計,グァヤキル,諸港(エクアドル）,小計,パイタ,カヤオ,マタラニ,小計,イクイケ,アントファガスタ,バルパライソ,サンアントニオ,プエルトモント,プンタ　アレナス,リルケン,,,,,,,
合計,,30,"1,201","1,200",1,"39,379",573,"38,651",155,"485,685","7,162",30,"261,614","1,818",300,"2,658","203,664",合計,,,,,,
農水産品,,-,"1,200","1,200",-,"16,508",573,"15,780",155,"197,609",80,-,"79,470","1,365",300,"2,628","107,504",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,163,-,-,-,-,-,-,163,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,591,-,591,-,18,-,-,18,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,55,-,55,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,245,-,245,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,960,960,-,"11,875",60,"11,815",-,"49,329",-,-,"44,002",15,-,-,"5,312",6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,60,60,-,707,-,707,-,"3,068",60,-,431,-,-,-,"2,577",8,その他農産品,,,,,
9,羊毛,-,-,-,-,7,-,7,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,"24,314",-,-,"22,182","1,320",-,-,602,10,その他畜産品,,,,,
11,水産品,-,180,180,-,"3,028",513,"2,360",155,"120,717",20,-,"12,837",30,300,"2,628","98,850",11,水産品,,,,,
林産品,,-,-,-,-,90,-,90,-,"18,543",-,-,-,-,-,-,"18,543",林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
