54,化学薬品,-,19,15,15,-,-,-,-,-,3,3,-,-,-,-,-,54,化学薬品,,,,,
55,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,化学肥料,,,,,
56,その他化学工業品,5,1,155,111,-,44,-,-,-,259,259,-,-,-,-,-,56,その他化学工業品,,,,,
軽工業品,,4,3,162,147,-,15,-,-,-,363,363,-,-,-,-,-,軽工業品,,,,,,
57,紙・パルプ,4,2,1,1,-,-,-,-,-,244,244,-,-,-,-,-,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,-,-,131,131,-,-,-,-,-,-,-,-,-,-,-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,砂糖,,,,,
61,製造食品,-,1,30,15,-,15,-,-,-,87,87,-,-,-,-,-,61,製造食品,,,,,
62,飲料,-,-,-,-,-,-,-,-,-,32,32,-,-,-,-,-,62,飲料,,,,,
63,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,たばこ,,,,,
65,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,その他食料工業品,,,,,
雑工業品,,"2,569",-,21,1,20,-,1,-,1,46,41,5,-,-,148,-,雑工業品,,,,,,
66,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,28,-,21,1,20,-,-,-,-,23,23,-,-,-,-,-,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69,家具装備品,,,,,
70,その他日用品,-,-,-,-,-,-,-,-,-,8,8,-,-,-,6,-,70,その他日用品,,,,,
71,ゴム製品,-,-,-,-,-,-,-,-,-,3,3,-,-,-,142,-,71,ゴム製品,,,,,
72,木製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,木製品,,,,,
73,その他製造工業品,"2,541",-,-,-,-,-,1,-,1,5,-,5,-,-,-,-,73,その他製造工業品,,,,,
特殊品,,26,18,-,-,-,-,29,29,-,15,15,-,-,-,-,-,特殊品,,,,,,
74,金属くず,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,再利用資材,,,,,
76,動植物性製造飼肥料,-,-,-,-,-,-,20,20,-,-,-,-,-,-,-,-,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,-,-,-,-,-,-,-,-,-,15,15,-,-,-,-,-,79,輸送用容器,,,,,
80,取合せ品,26,18,-,-,-,-,9,9,-,-,-,-,-,-,-,-,80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
