,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,, 　             ヨーロッパ,,,,,,,,,,,,,,,,品種,,,,,,
,,スペイン,,,,,,,,イタリア,,,,,,,,,,,,,,
,,カルタヘナ,マラガ,アルヘシラス,ビルバオ,ヒホン,カジス,ビゴ,諸港(スペイン),小計,トリエステ,ベネチア,ジェノバ,ラスペチア,リボルノ,ナポリ,カリアーリ,,,,,,,
合計,,210,307,"4,023","2,586",622,170,"2,549","4,973","187,895","11,065","14,254","43,784","28,103",837,"58,379",404,合計,,,,,,
農水産品,,-,-,"2,172","1,620",-,-,"2,234",576,"10,123",299,360,"2,777","4,032",-,621,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,30,-,-,-,-,-,"1,860",-,-,113,-,-,517,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,352,134,-,60,-,-,104,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,"2,142","1,620",-,-,"1,830",495,"7,881",165,360,"2,604","4,032",-,-,-,10,その他畜産品,,,,,
11,水産品,-,-,-,-,-,-,404,81,-,-,-,-,-,-,-,-,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,"5,069","4,260",-,29,30,-,750,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,"5,009","4,200",-,29,30,-,750,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
17,薪炭,-,-,-,-,-,-,-,-,60,60,-,-,-,-,-,-,17,薪炭,,,,,
鉱産品,,-,-,-,-,-,-,-,-,524,-,180,119,18,-,62,30,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,379,-,180,89,18,-,62,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,115,-,-,-,-,-,-,30,26,原塩,,,,,
27,非金属鉱物,-,-,-,-,-,-,-,-,30,-,-,30,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,-,-,-,-,622,5,-,546,"18,691",815,"5,860","4,990","3,721",-,"1,455",-,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,-,-,-,-,-,-,-,-,56,-,-,56,-,-,-,-,29,鋼材,,,,,
30,非鉄金属,-,-,-,-,-,-,-,-,90,15,-,75,-,-,-,-,30,非鉄金属,,,,,
31,金属製品,-,-,-,-,622,5,-,-,"2,048",13,680,172,88,-,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,5,-,-,-,-,-,5,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,-,13,-,1,-,12,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,355,109,96,30,15,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,921,30,107,203,564,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,-,-,-,794,105,13,584,45,-,17,-,36,自動車部品,,,,,
37,その他輸送機械,-,-,-,-,-,-,-,-,167,30,-,15,2,-,-,-,37,その他輸送機械,,,,,
38,産業機械,-,-,-,-,-,-,-,39,"11,116",258,"4,201","3,203","1,757",-,"1,401",-,38,産業機械,,,,,
39,電気機械,-,-,-,-,-,-,-,507,"1,703",240,717,392,135,-,32,-,39,電気機械,,,,,
40,測量・光学・医療用機械,-,-,-,-,-,-,-,-,"1,423",15,45,260,"1,103",-,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,210,241,844,334,-,117,135,554,"21,186","1,241","2,913","7,919","3,184",750,"3,098",-,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,"1,739",45,267,454,943,-,30,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,15,-,-,-,-,"2,074",30,"1,794",177,25,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,-,-,160,-,-,145,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,-,-,-,-,-,-,15,-,-,15,-,-,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,その他石油製品,,,,,
