17,薪炭,"3,812",-,585,25,-,-,-,210,"6,325","1,908",-,"4,417",-,"15,905",-,"4,192",17,薪炭,,,,,
鉱産品,,"3,748",345,"1,830","1,208",330,60,60,-,"7,536","3,375",-,"4,161",-,"1,953",-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,165,-,-,165,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,150,-,-,20,金属鉱,,,,,
21,砂利・砂,-,330,-,-,-,-,-,-,81,75,-,6,-,75,-,-,21,砂利・砂,,,,,
22,石材,"1,093",15,-,"1,208",330,-,15,-,45,-,-,45,-,"1,033",-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,45,-,-,-,45,-,-,-,-,-,-,20,-,-,26,原塩,,,,,
27,非金属鉱物,"2,655",-,"1,785",-,-,60,-,-,"7,245","3,300",-,"3,945",-,660,-,-,27,非金属鉱物,,,,,
金属機械工業品,,"143,917","12,195","52,561",-,"33,150",-,"40,067","18,519","716,942","57,744",15,"659,145",38,"230,771",-,"25,565",金属機械工業品,,,,,,
28,鉄鋼,300,-,58,-,-,-,-,-,-,-,-,-,-,"3,645",-,-,28,鉄鋼,,,,,
29,鋼材,31,-,"1,153",-,165,-,223,"3,113","5,051",633,-,"4,418",-,712,-,-,29,鋼材,,,,,
30,非鉄金属,"2,726",-,"1,627",-,123,-,460,173,"15,693",747,15,"14,931",-,"3,994",-,"1,595",30,非鉄金属,,,,,
31,金属製品,"16,612","1,530","17,923",-,"32,253",-,"7,435","6,820","161,957","34,199",-,"127,720",38,"23,195",-,"2,459",31,金属製品,,,,,
32,鉄道車両,50,-,-,-,-,-,-,-,18,-,-,18,-,9,-,-,32,鉄道車両,,,,,
33,完成自動車,13,-,72,-,-,-,-,-,"1,220",9,-,"1,211",-,75,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,405,-,-,-,180,390,317,90,-,227,-,"1,664",-,"1,511",34,その他輸送用車両,,,,,
35,二輪自動車,246,-,7,-,-,-,99,-,"2,951",311,-,"2,640",-,30,-,-,35,二輪自動車,,,,,
36,自動車部品,"41,005","8,820","9,354",-,-,-,"1,895",164,"88,884","3,082",-,"85,802",-,"18,150",-,"1,821",36,自動車部品,,,,,
37,その他輸送機械,937,-,"1,095",-,60,-,135,60,187,-,-,187,-,"3,949",-,-,37,その他輸送機械,,,,,
38,産業機械,"46,570",666,"3,693",-,210,-,"3,526","1,290","112,091","4,456",-,"107,635",-,"29,938",-,"2,396",38,産業機械,,,,,
39,電気機械,"28,868","1,179","13,286",-,279,-,"19,853","6,239","286,913","10,869",-,"276,044",-,"127,134",-,"13,824",39,電気機械,,,,,
40,測量・光学・医療用機械,"6,267",-,"3,790",-,60,-,"5,649",105,"23,646","2,203",-,"21,443",-,"17,215",-,"1,835",40,測量・光学・医療用機械,,,,,
41,事務用機器,262,-,-,-,-,-,431,165,"13,121",630,-,"12,491",-,"1,019",-,94,41,事務用機器,,,,,
42,その他機械,30,-,98,-,-,-,181,-,"4,893",515,-,"4,378",-,42,-,30,42,その他機械,,,,,
化学工業品,,"24,699","1,373","37,014",15,"1,489",-,"6,600","13,905","313,104","41,350",-,"271,649",105,"211,582","11,241","50,523",化学工業品,,,,,,
43,陶磁器,"15,753",-,"1,680",15,15,-,664,"1,339","15,585",938,-,"14,647",-,"1,007",-,260,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,"5,895","4,860",-,"1,035",-,375,-,-,44,セメント,,,,,
45,ガラス類,"1,158",-,195,-,30,-,30,-,"11,509","1,326",-,"10,183",-,"2,456",-,15,45,ガラス類,,,,,
46,窯業品,15,-,748,-,90,-,-,420,"5,385","3,047",-,"2,338",-,"6,849",-,567,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,石油製品,-,-,15,-,-,-,-,-,195,15,-,180,-,300,-,-,48,石油製品,,,,,
49,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,LNG/液化天然ガス,,,,,
50,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LPG/液化石油ガス,,,,,
51,その他石油製品,-,-,15,-,-,-,-,-,165,15,-,150,-,"2,115",-,-,51,その他石油製品,,,,,
52,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52,コークス,,,,,
53,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,53,石炭製品,,,,,
54,化学薬品,"1,007","1,140","5,741",-,30,-,390,"3,510","30,340","1,116",-,"29,224",-,"20,170","2,841","3,315",54,化学薬品,,,,,
55,化学肥料,105,-,-,-,-,-,-,-,-,-,-,-,-,"1,185",660,-,55,化学肥料,,,,,
56,その他化学工業品,"6,661",233,"28,620",-,"1,324",-,"5,516","8,636","244,030","30,033",-,"213,892",105,"177,110","7,740","46,366",56,その他化学工業品,,,,,
軽工業品,,"13,995","5,013","54,153",-,"1,564",-,"27,786","6,105","461,767","73,573","2,606","385,558",30,"103,814",150,"1,462",軽工業品,,,,,,
57,紙・パルプ,"5,742",-,"1,090",-,-,-,270,255,"2,663",398,-,"2,265",-,"2,927",-,630,57,紙・パルプ,,,,,
58,糸及び紡績半製品,-,-,495,-,-,-,180,60,"3,201",247,-,"2,954",-,"5,284",-,30,58,糸及び紡績半製品,,,,,
59,その他繊維工業品,"4,527",420,"2,873",-,90,-,"1,703",420,"25,532",400,-,"25,132",-,"17,181",-,-,59,その他繊維工業品,,,,,
60,砂糖,-,-,-,-,-,-,-,-,975,945,-,30,-,"5,040",-,-,60,砂糖,,,,,
61,製造食品,"3,568","4,593","39,132",-,"1,431",-,"21,597","5,062","417,326","68,178","2,606","346,512",30,"61,064",150,722,61,製造食品,,,,,
62,飲料,39,-,"10,413",-,43,-,"3,600",265,"10,990","2,535",-,"8,455",-,"2,844",-,36,62,飲料,,,,,
63,水,-,-,-,-,-,-,1,-,-,-,-,-,-,"4,750",-,-,63,水,,,,,
64,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,150,-,-,64,たばこ,,,,,
65,その他食料工業品,119,-,150,-,-,-,435,43,"1,080",870,-,210,-,"4,574",-,44,65,その他食料工業品,,,,,
雑工業品,,"309,133","13,096","368,255",885,"50,558",180,"211,516","150,737","372,059","47,366",690,"323,763",240,"303,771",194,"24,534",雑工業品,,,,,,
66,がん具,"50,888",120,"20,562",-,71,30,"10,397",755,"22,459","1,395",-,"21,064",-,"1,478",-,-,66,がん具,,,,,
67,衣服・身廻品・はきもの,"149,167","9,459","259,626",-,"41,685",-,"121,730","64,786","79,459","11,254",660,"67,545",-,"59,103",-,"7,041",67,衣服・身廻品・はきもの,,,,,
68,文房具・運動娯楽用品・楽器,"12,331","2,810","22,459",-,"4,226",-,"39,588","3,671","10,041","2,682",-,"7,359",-,"3,572",-,518,68,文房具・運動娯楽用品・楽器,,,,,
69,家具装備品,"82,161",642,"49,294",885,"3,615",-,"36,550","78,447","92,404","16,104",-,"76,300",-,"124,317",-,"12,016",69,家具装備品,,,,,
70,その他日用品,"4,197",45,"3,371",-,82,-,780,382,"48,524","8,865",-,"39,659",-,"2,960",-,105,70,その他日用品,,,,,
71,ゴム製品,"1,480",-,"3,672",-,645,-,908,322,"105,074","4,474",-,"100,360",240,"11,218",-,-,71,ゴム製品,,,,,
72,木製品,"7,124",20,"3,651",-,69,150,499,"1,163","8,467","1,815",30,"6,622",-,"94,104",194,"4,650",72,木製品,,,,,
73,その他製造工業品,"1,785",-,"5,620",-,165,-,"1,064","1,211","5,631",777,-,"4,854",-,"7,019",-,204,73,その他製造工業品,,,,,
特殊品,,"93,444","1,679","31,782",43,"2,502",-,"3,758","7,652","239,577","39,005",855,"199,687",30,"59,745",288,"17,371",特殊品,,,,,,
74,金属くず,73,-,135,-,-,-,30,60,"5,180","3,087",-,"2,093",-,"1,415",-,600,74,金属くず,,,,,
75,再利用資材,-,-,-,-,-,-,-,-,60,60,-,-,-,"1,920",-,630,75,再利用資材,,,,,
76,動植物性製造飼肥料,307,-,"6,343",-,5,-,211,"1,770","71,170","10,070",840,"60,260",-,"3,345",-,30,76,動植物性製造飼肥料,,,,,
77,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,廃棄物,,,,,
78,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃土砂,,,,,
79,輸送用容器,"88,393","1,499","12,902",-,304,-,"1,293","4,296","106,788","11,252",-,"95,536",-,"32,238",-,"13,877",79,輸送用容器,,,,,
80,取合せ品,"4,671",180,"12,402",43,"2,193",-,"2,224","1,526","56,379","14,536",15,"41,798",30,"20,827",288,"2,234",80,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
