,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,,    　      アジア,,,,,,,,,,,,,,,,品種,,,,,,
,,ベトナム,,,,,,,,タイ,,,,,マレーシア,,,,,,,,,
,,ハイフォン,ダナン,"ホーチミン及
びカトライ",クイニヨン,ヴンタウ,カイラン,カイメップ,諸港(ベトナム),小計,バンコク,ソンクラー,レムチャバン,諸港(タイ),小計,クアンタン,ペナン,,,,,,,
合計,,"599,949","40,781","613,066","2,176","93,461",240,"345,894","209,035","2,336,729","303,362","10,010","2,022,914",443,"998,301","12,579","129,907",合計,,,,,,
農水産品,,"6,993","7,035","63,300",-,"3,868",-,"55,987","9,792","214,927","37,679","5,844","171,404",-,"33,918",443,"1,074",農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,"3,960",840,-,"3,120",-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,105,75,-,30,-,165,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,285,15,-,270,-,30,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,"1,857",-,"3,057",-,339,-,"4,557",368,"24,648","3,000",-,"21,648",-,"1,161",-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,72,-,"10,925",-,644,-,"6,915","2,145","10,554","6,564",-,"3,990",-,"4,540",-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,36,-,-,-,-,-,"112,878","21,421",-,"91,457",-,"18,063",-,135,10,その他畜産品,,,,,
11,水産品,"5,064","7,035","49,282",-,"2,885",-,"44,515","7,279","62,497","5,764","5,844","50,889",-,"9,959",443,939,11,水産品,,,,,
林産品,,"4,020",45,"4,171",25,-,-,120,"2,325","10,817","3,270",-,"7,547",-,"52,747",263,"9,378",林産品,,,,,,
12,原木,80,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,12,原木,,,,,
13,製材,128,-,522,-,-,-,30,-,30,-,-,30,-,"29,437",263,416,13,製材,,,,,
14,樹脂類,-,45,"1,714",-,-,-,75,"1,680","4,402","1,362",-,"3,040",-,"7,330",-,"4,770",14,樹脂類,,,,,
15,木材チップ,-,-,"1,260",-,-,-,15,435,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,90,-,-,-,-,-,60,-,-,60,-,60,-,-,16,その他林産品,,,,,
