"登録日","投票区","投票所名","男[人]","女[人]","計[人]"
"20190601","1","虎ノ門いきいきプラザ","1244","1485","2729"
"20190601","2","南桜公園管理棟","769","681","1450"
"20190601","3","生涯学習センター","379","345","724"
"20190601","4","福祉プラザさくら川","1932","1931","3863"
"20190601","5","エコプラザ","2443","2402","4845"
"20190601","6","障害保健福祉センター","2504","2732","5236"
"20190601","7","芝小学校","2944","3385","6329"
"20190601","8","港勤労福祉会館","1019","1495","2514"
"20190601","9","芝浦港南地区総合支所","3274","3370","6644"
"20190601","10","三田中学校","782","826","1608"
"20190601","11","赤羽小学校","2559","3268","5827"
"20190601","12","豊岡いきいきプラザ","2815","3595","6410"
"20190601","13","御田小学校","1161","1527","2688"
"20190601","14","旧三光小学校（三光学童クラブ）","4557","5916","10473"
"20190601","15","旧神応小学校","2408","3047","5455"
"20190601","16","白金小学校","3548","4863","8411"
"20190601","17","高輪台小学校","3465","4580","8045"
"20190601","18","シティハイツ桂坂","2082","2607","4689"
"20190601","19","国民生活センタ－","2223","2606","4829"
"20190601","20","港南小学校","3676","4289","7965"
"20190601","21","六本木中学校","1782","1824","3606"
"20190601","22","麻布小学校","2579","2982","5561"
"20190601","23","飯倉いきいきプラザ","2482","2894","5376"
"20190601","24","南山小学校","2294","2649","4943"
"20190601","25","南麻布いきいきプラザ","4456","5506","9962"
"20190601","26","本村小学校","2325","3046","5371"
"20190601","27","笄小学校","2410","3108","5518"
"20190601","28","西麻布いきいきプラザ","1611","1735","3346"
"20190601","29","高陵中学校","1479","1906","3385"
"20190601","30","赤坂地区総合支所","1474","1454","2928"
"20190601","31","赤坂子ども中高生プラザ","3036","3279","6315"
"20190601","32","赤坂小学校","2692","3058","5750"
"20190601","33","赤坂図書館","1130","1470","2600"
"20190601","34","青山小学校","1334","1759","3093"
"20190601","35","青南小学校","2793","3564","6357"
"20190601","36","青山児童館","418","586","1004"
"20190601","37","お台場学園","1984","2229","4213"
"20190601","38","芝浦港南区民センター","3222","3443","6665"
"20190601","39","品川インターシティB棟","1035","1210","2245"
"20190601","40","芝浦アイランド児童高齢者交流プラザ","3804","3780","7584"
"20190601","41","シティハイツ港南","2674","2840","5514"
"20190601",,"在外選挙人名簿","528","645","1173"

"選挙人名簿登録者数　令和元年6月1日時点","Ver201906",,,,
