番号,項目,回答数（人）,回答数（％）
1,10代（n=1）,1,0
2,20代（n=17）,17,11.8
3,30代（n=111）,111,7.2
4,40代（n=323）,323,7.4
5,50代（n=359）,359,8.4
6,60代（n=212）,212,13.2
7,70代以上（n=131）,131,9.2
全体,,1154,57.2
