番号,項目,回答数（人）,回答数（％）
1,還元上限額や購入限度額が魅力的でなかったから,1022,13.9
2,還元率やプレミアム率が魅力的でなかったから,940,12.8
3,応募したが抽選に外れたから,134,1.8
4,実施期間が短かったから,788,10.7
5,紙媒体（プレミアム付商品券）での開催がなかったから（デジタル（プレミアム付商品券・ポイント等還元）のみでの開催だったから）,432,5.9
6,QR・バーコード決済以外のキャッシュレス決済での開催がなかったから（ QR・バーコード決済のみでの開催だったから）,655,8.9
7,申請手続き等が複雑だったから,2339,31.7
8,実施店舗数が少なかったから,2232,30.3
9,その他,973,13.2
全体,,7367,100
