番号,項目,回答数（人）,回答数（％）
1,パソコンやスマホなどデジタル機器に苦手意識があるから,0,0
2,決済手数料などの費用が割高だから,22,88
3,キャッシュレスの支払い手段を利用する顧客が少なく費用対効果が見込めないから,7,28
4,入金されるまでに一定日数以上かかるため、資金繰りに困ることがあったから,4,16
5,キャッシュレスの支払い手段により本社や店舗・事業所等の業務が増えたから,1,4
6,端末の操作等が不安であるから,2,8
7,不正利用が不安だから,1,4
8,決済事業者から得られる顧客情報等が少なかったから,0,0
9,本事業（キャンペーン）が終了して、来客数の増加が見込めないから,3,12
10,その他,0,0
全体,,25,
