番号,項目,回答数（人）,回答数（％）
1,たいへん使いやすかった,229,20.1
2,やや使いやすかった,362,31.8
3,普通,385,33.8
4,やや使いにくかった,127,11.1
5,使いにくかった,37,3.2
全体,,1140,100
