番号,項目,回答数（人）,回答数（％）
1,アプリのインストール等準備が必要だから,253,36.4
2,レジでアプリを立ち上げたり使用に手間がかかるから,363,52.2
3,対応している店舗が少ないから,142,20.4
4,使い方がよく分からないから,142,20.4
5,チャージが手間であるから,149,21.4
6,スマートフォンを持っていないから,31,4.5
7,その他,44,6.3
全体,,695,
