番号,項目,回答数（人）,回答数（％）
1,割引やポイント等の特典の還元率が高いから,1641,77.8
2,使用できるお店が多いから,1282,60.8
3,手軽に利用できるから,1120,53.1
4,チャージが不要だから,415,19.7
5,使いすぎの心配がないから,256,12.1
6,使用明細がすぐに確認できるから,268,12.7
7,操作が分かりやすいから,136,6.4
8,携帯1つで決済できるから,82,3.9
9,その他,9,0.4
全体,,2109,
