"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20211201","芝地区総合支所管内","芝一丁目","781","859","1640"
"20211201","芝地区総合支所管内","芝二丁目","1339","1541","2880"
"20211201","芝地区総合支所管内","芝三丁目","1349","1550","2899"
"20211201","芝地区総合支所管内","芝四丁目","873","1010","1883"
"20211201","芝地区総合支所管内","芝五丁目","1011","1438","2449"
"20211201","芝地区総合支所管内","海岸一丁目","841","780","1621"
"20211201","芝地区総合支所管内","東新橋一丁目","589","677","1266"
"20211201","芝地区総合支所管内","東新橋二丁目","276","191","467"
"20211201","芝地区総合支所管内","新橋一丁目","5","6","11"
"20211201","芝地区総合支所管内","新橋二丁目","48","45","93"
"20211201","芝地区総合支所管内","新橋三丁目","79","78","157"
"20211201","芝地区総合支所管内","新橋四丁目","232","218","450"
"20211201","芝地区総合支所管内","新橋五丁目","453","400","853"
"20211201","芝地区総合支所管内","新橋六丁目","464","379","843"
"20211201","芝地区総合支所管内","西新橋一丁目","143","98","241"
"20211201","芝地区総合支所管内","西新橋二丁目","158","152","310"
"20211201","芝地区総合支所管内","西新橋三丁目","332","367","699"
"20211201","芝地区総合支所管内","三田一丁目","1447","1839","3286"
"20211201","芝地区総合支所管内","三田二丁目","1543","1960","3503"
"20211201","芝地区総合支所管内","三田三丁目","657","717","1374"
"20211201","芝地区総合支所管内","浜松町一丁目","926","904","1830"
"20211201","芝地区総合支所管内","浜松町二丁目","129","109","238"
"20211201","芝地区総合支所管内","芝大門一丁目","313","315","628"
"20211201","芝地区総合支所管内","芝大門二丁目","319","314","633"
"20211201","芝地区総合支所管内","芝公園一丁目","101","117","218"
"20211201","芝地区総合支所管内","芝公園二丁目","269","280","549"
"20211201","芝地区総合支所管内","芝公園三丁目","122","137","259"
"20211201","芝地区総合支所管内","芝公園四丁目","32","26","58"
"20211201","芝地区総合支所管内","虎ノ門一丁目","182","184","366"
"20211201","芝地区総合支所管内","虎ノ門二丁目","8","6","14"
"20211201","芝地区総合支所管内","虎ノ門三丁目","731","813","1544"
"20211201","芝地区総合支所管内","虎ノ門四丁目","176","358","534"
"20211201","芝地区総合支所管内","虎ノ門五丁目","127","134","261"
"20211201","芝地区総合支所管内","愛宕一丁目","9","11","20"
"20211201","芝地区総合支所管内","愛宕二丁目","129","144","273"
"20211201","麻布地区総合支所管内","麻布狸穴町","218","272","490"
"20211201","麻布地区総合支所管内","麻布永坂町","74","102","176"
"20211201","麻布地区総合支所管内","南麻布一丁目","1509","2000","3509"
"20211201","麻布地区総合支所管内","南麻布二丁目","1383","1742","3125"
"20211201","麻布地区総合支所管内","南麻布三丁目","1038","1350","2388"
"20211201","麻布地区総合支所管内","南麻布四丁目","1112","1487","2599"
"20211201","麻布地区総合支所管内","南麻布五丁目","604","860","1464"
"20211201","麻布地区総合支所管内","元麻布一丁目","375","505","880"
"20211201","麻布地区総合支所管内","元麻布二丁目","610","789","1399"
"20211201","麻布地区総合支所管内","元麻布三丁目","491","594","1085"
"20211201","麻布地区総合支所管内","西麻布一丁目","691","681","1372"
"20211201","麻布地区総合支所管内","西麻布二丁目","1000","1097","2097"
"20211201","麻布地区総合支所管内","西麻布三丁目","1130","1367","2497"
"20211201","麻布地区総合支所管内","西麻布四丁目","1129","1388","2517"
"20211201","麻布地区総合支所管内","六本木一丁目","747","978","1725"
"20211201","麻布地区総合支所管内","六本木二丁目","338","283","621"
"20211201","麻布地区総合支所管内","六本木三丁目","1054","1007","2061"
"20211201","麻布地区総合支所管内","六本木四丁目","480","440","920"
"20211201","麻布地区総合支所管内","六本木五丁目","704","858","1562"
"20211201","麻布地区総合支所管内","六本木六丁目","468","611","1079"
"20211201","麻布地区総合支所管内","六本木七丁目","806","892","1698"
"20211201","麻布地区総合支所管内","麻布台一丁目","77","72","149"
"20211201","麻布地区総合支所管内","麻布台二丁目","162","176","338"
"20211201","麻布地区総合支所管内","麻布台三丁目","388","421","809"
"20211201","麻布地区総合支所管内","麻布十番一丁目","467","454","921"
"20211201","麻布地区総合支所管内","麻布十番二丁目","1018","1286","2304"
"20211201","麻布地区総合支所管内","麻布十番三丁目","673","707","1380"
"20211201","麻布地区総合支所管内","麻布十番四丁目","162","242","404"
"20211201","麻布地区総合支所管内","東麻布一丁目","835","1048","1883"
"20211201","麻布地区総合支所管内","東麻布二丁目","871","951","1822"
"20211201","麻布地区総合支所管内","東麻布三丁目","324","363","687"
"20211201","赤坂地区総合支所管内","元赤坂一丁目","143","148","291"
"20211201","赤坂地区総合支所管内","元赤坂二丁目","139","116","255"
"20211201","赤坂地区総合支所管内","赤坂一丁目","188","239","427"
"20211201","赤坂地区総合支所管内","赤坂二丁目","1171","1180","2351"
"20211201","赤坂地区総合支所管内","赤坂三丁目","116","89","205"
"20211201","赤坂地区総合支所管内","赤坂四丁目","949","958","1907"
"20211201","赤坂地区総合支所管内","赤坂五丁目","253","372","625"
"20211201","赤坂地区総合支所管内","赤坂六丁目","1437","1602","3039"
"20211201","赤坂地区総合支所管内","赤坂七丁目","967","1093","2060"
"20211201","赤坂地区総合支所管内","赤坂八丁目","1094","1498","2592"
"20211201","赤坂地区総合支所管内","赤坂九丁目","900","790","1690"
"20211201","赤坂地区総合支所管内","南青山一丁目","919","1161","2080"
"20211201","赤坂地区総合支所管内","南青山二丁目","839","985","1824"
"20211201","赤坂地区総合支所管内","南青山三丁目","425","559","984"
"20211201","赤坂地区総合支所管内","南青山四丁目","1173","1448","2621"
"20211201","赤坂地区総合支所管内","南青山五丁目","486","603","1089"
"20211201","赤坂地区総合支所管内","南青山六丁目","648","830","1478"
"20211201","赤坂地区総合支所管内","南青山七丁目","941","1200","2141"
"20211201","赤坂地区総合支所管内","北青山一丁目","431","652","1083"
"20211201","赤坂地区総合支所管内","北青山二丁目","194","255","449"
"20211201","赤坂地区総合支所管内","北青山三丁目","310","417","727"
"20211201","高輪地区総合支所管内","三田四丁目","1304","1681","2985"
"20211201","高輪地区総合支所管内","三田五丁目","2116","2811","4927"
"20211201","高輪地区総合支所管内","高輪一丁目","2344","3250","5594"
"20211201","高輪地区総合支所管内","高輪二丁目","2307","2959","5266"
"20211201","高輪地区総合支所管内","高輪三丁目","1735","2121","3856"
"20211201","高輪地区総合支所管内","高輪四丁目","1691","1836","3527"
"20211201","高輪地区総合支所管内","白金一丁目","1454","1975","3429"
