年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
73,9,9,13,18,1,14,18,18,4,4,2,10,19,19,13,9,10,12,2,2,0,2,7,10,5,5,4,10,41,48,4,5,10,13,11,14,6,3,18,6,6,8,3,2,11,6,8,17,11,11,12,12,14,16,17,26,16,25,29,25,17,22,11,6,1,0,3,7,4,8,2,9,6,4,12,13,20,9,23,21,14,28,3,4,11,20,6,6,4,10,23,17,23,56,32,30,23,36,14,9,0,0,16,14,45,39,12,9,10,16,4,9,16,13,30,40,14,17,9,8,8,15,13,10,15,15,7,6,37,37,28,43,31,33,19,10,4,6,3,6,38,30,15,12,19,31,13,8,4,3,5,9,6,9,18,9,7,12,13,10,11,18,19,29,"1,065","1,220","2,285"
74,5,0,3,9,7,8,5,17,5,9,3,6,7,14,6,12,6,8,4,3,1,0,2,4,1,2,5,10,21,34,1,5,4,6,10,7,4,4,5,8,6,5,3,4,5,13,6,12,8,6,7,4,7,6,9,6,5,6,21,25,14,24,5,3,0,0,5,1,2,3,0,2,3,2,8,7,15,8,17,23,17,23,5,4,10,16,7,3,8,5,16,10,18,23,23,34,16,25,0,3,0,0,7,17,30,30,13,9,8,7,5,5,16,16,18,21,12,16,2,8,8,14,3,13,3,5,2,3,13,18,12,20,22,20,9,9,1,6,3,2,20,19,9,10,14,25,10,7,2,6,3,4,1,2,9,7,2,4,5,9,7,16,22,13,662,833,"1,495"
75,5,7,12,12,6,6,8,15,5,4,5,1,12,12,12,6,8,11,1,3,2,2,13,3,7,2,11,6,23,26,7,7,5,4,14,10,2,6,10,8,8,7,6,5,3,7,8,14,10,10,9,9,8,13,13,20,4,9,21,17,19,23,6,5,0,0,6,3,4,5,1,5,2,3,9,9,15,13,8,13,19,18,6,8,8,24,6,6,4,3,11,22,35,34,12,35,22,27,8,8,0,0,9,10,35,43,10,13,10,9,6,8,7,12,25,19,21,14,5,10,17,23,8,11,10,9,5,4,38,36,9,22,22,15,4,5,8,4,5,3,21,23,10,15,26,22,5,2,4,3,5,5,1,8,11,19,5,7,13,7,6,13,11,21,831,941,"1,772"
76,6,10,11,11,9,13,13,13,7,7,1,3,13,16,9,11,5,10,4,4,1,2,3,7,0,4,2,13,35,43,5,7,2,12,4,16,0,3,9,10,6,8,3,6,5,12,12,19,11,11,10,15,4,8,18,23,23,26,22,28,23,13,9,7,0,0,3,8,3,4,4,0,6,3,11,9,21,20,22,24,25,32,9,14,17,38,5,15,6,10,20,27,36,55,35,37,22,37,6,9,0,0,12,15,46,32,10,13,9,19,7,11,13,10,24,26,14,16,8,14,14,27,8,14,9,9,6,11,29,37,25,39,16,22,8,9,6,7,3,2,18,26,4,11,23,24,10,9,5,3,9,6,4,5,7,21,10,10,10,16,10,16,14,27,927,"1,240","2,167"
77,4,9,6,14,6,9,8,14,4,6,4,4,17,21,6,10,5,7,4,3,3,5,5,3,4,5,4,6,37,40,4,6,5,6,11,12,3,4,11,9,8,14,4,2,9,14,19,8,12,4,9,10,11,13,12,22,10,6,17,23,17,16,6,9,0,1,6,5,4,5,2,6,1,1,6,8,19,10,15,27,16,35,12,14,23,22,9,11,8,14,15,13,36,44,33,38,30,33,8,7,0,0,12,15,26,28,4,12,12,12,8,9,11,8,25,29,12,9,8,8,18,21,8,12,11,8,6,11,23,26,22,18,27,15,11,9,6,10,2,1,18,25,11,9,16,17,10,8,1,3,3,3,1,6,15,20,6,11,6,18,5,15,25,28,897,"1,052","1,949"
78,6,0,11,11,4,9,10,10,5,3,2,1,16,21,8,8,12,13,3,7,1,2,8,0,6,5,5,11,36,50,3,6,8,8,14,5,3,5,4,10,5,7,4,10,3,9,10,16,10,10,11,9,9,7,7,21,11,8,24,20,20,14,9,8,0,0,4,6,3,3,0,3,4,4,4,7,10,16,14,22,32,29,9,7,18,23,7,10,10,4,16,20,28,41,25,45,26,24,7,5,0,0,7,15,31,28,7,6,16,12,4,10,12,17,23,27,19,11,7,9,14,10,9,11,7,10,6,10,33,37,29,19,17,23,9,12,1,8,2,2,19,19,11,10,26,19,7,9,5,6,3,3,6,5,11,12,13,16,8,12,10,17,18,22,895,"1,020","1,915"
79,7,13,7,21,5,7,9,18,4,5,0,2,12,14,10,14,6,12,2,7,1,0,2,3,1,1,8,8,27,33,5,7,5,6,8,10,5,8,6,5,2,7,5,3,7,5,9,14,8,11,3,13,8,10,14,23,12,6,15,22,16,10,9,8,0,2,3,4,3,2,1,3,3,2,5,7,13,12,16,16,21,24,6,10,23,30,6,11,8,9,13,18,34,46,35,45,23,19,8,5,0,0,9,5,22,25,10,11,12,16,3,9,12,10,25,20,12,10,9,9,11,22,8,7,8,9,7,4,19,30,15,22,17,14,6,10,7,8,3,0,22,20,10,13,19,18,4,7,2,4,3,6,3,5,13,17,6,7,6,15,7,14,9,20,778,978,"1,756"
80,3,5,9,9,6,4,5,7,6,3,4,1,10,21,3,10,5,6,3,3,0,3,4,7,1,2,2,4,17,42,10,6,10,8,10,9,5,3,5,10,9,5,4,3,3,6,10,10,4,9,7,9,7,12,12,20,11,16,10,26,25,19,6,2,0,0,4,3,2,6,2,3,0,2,4,6,8,9,19,22,20,24,2,8,15,25,11,7,3,6,13,18,23,23,20,29,24,15,6,5,0,0,5,4,24,14,5,11,15,9,6,8,6,12,15,19,7,7,4,9,14,17,4,10,6,8,4,6,22,19,23,16,14,15,7,6,8,5,1,3,11,18,8,6,18,13,9,6,4,2,2,5,1,4,11,16,4,1,7,12,10,18,11,20,688,830,"1,518"
81,3,7,4,7,8,6,9,8,0,5,1,4,15,15,3,17,5,6,2,2,2,0,1,4,1,2,7,6,17,35,6,3,3,7,4,10,0,3,2,9,4,4,1,2,6,5,4,15,5,9,5,8,10,9,21,26,7,10,7,9,10,12,3,3,1,0,1,2,2,2,1,9,1,1,5,6,3,11,11,12,14,19,7,6,11,22,6,5,1,6,10,10,22,32,17,31,8,18,3,6,0,0,10,5,18,19,9,5,9,19,2,6,5,6,20,25,8,4,6,8,16,12,4,7,4,5,4,1,16,15,11,12,14,5,8,6,5,5,2,1,15,5,4,2,16,13,3,2,1,4,1,1,1,4,12,13,6,6,8,10,5,11,12,13,555,716,"1,271"
82,4,4,9,11,2,5,8,11,2,7,0,2,9,10,7,2,6,9,3,3,1,1,0,4,1,1,7,8,28,34,6,2,3,5,7,8,3,4,5,6,6,3,3,4,4,7,9,12,6,4,2,7,9,16,11,14,11,1,16,6,13,15,4,3,0,0,1,6,3,3,1,5,2,4,7,6,8,10,9,13,13,18,5,8,10,11,6,7,3,6,14,19,20,29,20,30,13,16,6,7,0,0,5,7,13,19,8,11,15,8,2,6,10,9,20,15,9,8,5,11,9,21,6,10,3,8,2,1,14,18,12,13,8,7,9,7,1,3,1,0,7,8,9,12,11,10,3,2,0,3,5,6,2,4,6,8,4,3,6,9,11,14,16,16,578,704,"1,282"
83,3,6,6,6,1,7,4,11,3,5,1,0,7,11,0,9,6,4,4,2,0,4,3,0,3,2,3,11,17,29,1,4,6,4,3,7,5,1,4,10,5,7,2,2,4,8,6,9,3,7,7,4,5,7,8,12,9,9,12,11,12,15,7,4,0,0,3,6,2,1,5,14,1,2,3,7,10,5,9,19,7,14,3,6,12,15,3,3,6,5,9,8,30,28,16,22,14,9,4,5,0,0,5,10,12,13,8,6,9,6,5,5,6,7,16,11,5,2,4,11,10,8,9,9,3,6,3,1,15,18,12,18,9,9,5,6,3,6,3,7,12,8,4,7,11,7,6,4,1,2,1,0,6,1,12,11,4,8,7,7,9,12,10,17,522,640,"1,162"
84,1,10,5,9,4,5,6,17,3,6,4,1,13,15,5,5,6,8,4,3,0,2,2,2,1,1,3,8,18,35,2,5,5,8,7,7,0,7,6,8,2,6,2,2,4,9,7,11,3,16,3,7,9,5,8,10,2,7,6,11,16,12,2,1,1,0,4,2,0,3,0,2,0,2,3,7,9,12,6,15,14,16,6,5,9,11,6,6,7,8,8,15,18,24,18,32,8,14,1,2,0,0,9,4,8,16,3,2,10,11,4,6,5,8,11,10,4,5,5,9,9,18,11,11,6,9,4,1,13,14,8,16,6,10,5,3,2,7,2,5,8,10,9,3,11,11,3,3,4,0,2,2,1,3,4,10,1,5,4,6,9,18,15,11,473,682,"1,155"
85,5,7,6,10,5,6,2,13,3,5,1,4,10,12,3,5,2,3,2,3,1,1,1,3,0,3,4,1,8,20,6,6,2,3,2,3,1,1,6,5,5,6,1,4,8,10,9,10,0,4,8,10,7,5,6,10,2,5,14,12,7,8,1,0,0,0,0,2,1,3,1,6,1,4,3,4,3,5,16,11,8,9,4,7,7,12,2,2,0,4,10,10,21,23,21,34,13,10,5,1,0,0,4,6,11,13,2,2,5,9,3,4,4,11,13,8,3,8,6,10,6,10,7,4,1,4,3,3,13,15,9,7,4,6,3,4,3,1,0,1,8,10,4,1,3,5,2,2,4,1,2,1,0,0,4,5,2,2,3,9,6,6,8,11,400,524,924
86,3,8,6,9,2,3,6,5,2,2,2,0,5,9,4,4,4,4,1,4,1,1,0,3,0,1,5,5,11,20,3,7,6,1,7,4,3,6,3,3,8,4,1,1,7,11,7,13,4,5,6,8,5,3,9,10,3,8,10,9,7,6,3,1,0,0,2,2,1,0,4,7,1,0,2,9,3,4,10,16,5,13,5,6,4,7,1,4,3,7,5,11,12,18,14,17,13,6,1,5,0,0,2,4,9,2,3,2,4,8,3,1,3,7,8,7,4,6,5,5,4,16,1,4,3,8,0,1,4,6,6,6,8,4,6,4,1,4,2,3,10,5,5,0,7,6,2,0,0,0,2,3,0,2,5,7,5,4,5,3,7,6,8,5,362,449,811
87,2,6,1,8,5,6,2,9,2,4,0,4,6,12,1,2,6,8,1,2,0,2,3,0,0,0,1,6,6,21,3,1,2,6,2,1,2,3,2,8,4,3,2,6,4,4,10,10,7,8,3,7,5,4,5,11,4,1,8,10,5,6,1,3,1,0,1,2,1,1,2,8,1,0,3,7,4,7,9,6,7,5,5,3,7,8,0,6,1,2,9,6,7,19,15,19,7,10,2,2,0,0,8,5,11,8,5,4,4,6,1,5,1,3,10,8,3,7,4,4,8,12,1,7,3,9,0,4,8,10,6,9,6,3,2,5,2,2,1,0,4,8,1,5,3,5,2,5,0,1,2,2,2,2,3,5,2,6,6,4,5,9,4,6,305,462,767
88,3,10,3,6,2,6,4,8,1,7,0,0,5,12,1,3,4,6,1,2,1,2,0,3,0,0,3,4,11,16,1,0,0,5,0,1,3,8,6,5,6,6,1,3,5,7,7,10,5,15,3,1,2,7,3,4,3,2,4,9,5,5,1,1,1,0,1,5,1,1,1,4,1,0,1,2,3,4,7,3,4,9,1,1,1,10,1,6,4,4,6,7,8,14,9,17,7,11,2,4,0,0,2,3,3,7,0,3,2,4,3,3,2,2,2,9,1,6,5,5,6,12,1,4,1,5,1,1,5,7,4,8,6,2,4,3,3,1,0,1,3,7,2,5,2,7,0,3,0,2,3,1,0,0,3,4,2,2,3,2,7,4,5,11,234,410,644
89,3,6,6,5,0,4,9,8,0,3,2,3,6,7,1,3,1,4,0,2,0,0,0,2,0,3,3,4,8,16,3,5,2,1,1,3,1,5,3,5,2,3,1,2,1,4,5,10,4,13,3,1,3,12,3,10,0,7,4,3,1,3,1,0,0,0,2,3,3,2,1,7,1,0,0,5,1,5,9,8,3,7,0,2,0,6,0,4,2,2,2,8,10,8,6,10,3,5,1,4,0,0,3,3,1,3,0,2,2,3,2,1,3,3,1,4,3,1,0,4,7,6,5,5,0,2,2,2,2,7,7,6,0,4,0,2,1,6,2,1,1,2,4,0,6,7,0,2,1,0,1,2,0,3,2,7,2,0,4,0,4,4,4,11,191,346,537
90,4,8,3,7,0,2,3,6,1,3,0,0,2,10,0,2,2,6,1,2,0,0,0,2,1,1,0,2,9,13,0,1,1,3,1,1,0,4,2,4,0,1,1,1,4,7,1,12,2,9,3,4,3,5,2,3,2,5,3,6,6,5,0,0,0,0,1,1,1,1,1,7,0,2,1,1,2,5,4,6,2,6,1,1,2,5,2,2,3,1,1,2,5,12,2,6,5,4,2,3,0,0,2,1,2,4,0,1,4,1,2,0,2,4,1,1,0,5,0,2,6,0,1,6,1,5,0,4,3,1,2,1,1,4,0,3,0,2,0,2,4,7,0,0,3,2,2,1,0,0,0,1,2,0,1,1,0,4,0,2,3,3,4,4,138,272,410
91,1,3,3,9,1,6,1,5,1,1,0,0,3,6,1,1,1,0,1,2,1,1,0,2,0,1,1,1,2,16,0,0,1,1,1,0,1,3,3,3,0,2,0,1,5,4,4,7,1,4,2,11,2,9,5,5,1,1,2,8,6,5,2,2,0,0,0,2,0,0,0,4,0,1,0,2,1,3,0,7,1,4,1,2,1,0,2,2,0,2,5,7,2,12,3,9,3,0,2,3,0,0,3,3,3,3,0,1,1,1,1,2,2,0,5,5,1,3,1,3,7,2,3,2,1,3,2,1,4,5,1,3,2,3,1,2,0,1,0,2,1,0,0,0,3,4,1,1,0,0,0,4,0,1,1,1,1,2,1,4,1,1,1,1,122,244,366
92,4,6,2,5,0,3,1,6,0,4,0,0,5,4,2,2,1,2,1,3,0,1,0,0,0,1,1,3,5,13,2,1,1,1,2,2,0,1,1,3,0,4,0,1,1,4,2,8,3,6,2,3,1,7,1,3,0,2,4,2,2,5,0,2,0,0,0,0,0,1,0,7,0,0,0,2,0,5,0,5,0,5,0,3,1,4,0,3,0,2,1,3,1,5,5,6,1,2,0,1,0,0,0,0,0,1,0,1,0,2,0,1,2,3,0,2,4,4,0,3,3,6,0,2,0,6,0,2,0,5,1,2,1,3,0,3,0,3,0,0,0,3,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,3,1,1,0,1,66,225,291
93,1,3,2,2,1,1,0,1,0,1,0,0,1,4,2,2,2,2,1,1,0,0,0,2,0,0,0,2,3,13,0,1,0,1,1,1,0,0,0,4,1,1,0,2,2,2,4,2,4,3,2,3,1,6,0,3,0,1,1,6,0,3,1,0,0,0,0,6,0,0,0,3,0,1,3,3,0,5,0,6,0,2,0,1,1,3,0,0,0,0,1,2,2,2,0,5,1,3,1,0,0,0,0,0,2,2,0,1,1,1,0,1,2,1,2,6,0,2,0,3,1,2,1,0,1,1,0,1,1,1,1,0,2,3,0,1,0,2,0,1,0,2,0,0,2,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,3,59,154,213
94,0,4,0,2,0,3,0,0,0,2,0,1,1,6,0,4,1,2,0,0,1,1,0,0,0,1,0,0,0,14,1,1,0,0,0,1,1,1,2,2,0,0,0,0,1,2,2,11,1,6,1,4,1,5,0,2,1,2,0,3,0,1,0,1,1,0,0,2,0,0,0,2,0,0,3,5,1,1,1,2,0,3,0,0,0,3,0,0,2,0,0,1,1,7,1,3,1,2,0,1,0,0,0,1,0,1,0,0,0,3,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,1,2,2,1,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,3,1,4,41,142,183
95,1,0,0,0,1,0,0,2,2,0,0,0,0,3,0,2,1,0,0,0,0,1,0,1,0,1,0,2,3,9,1,2,0,0,0,0,0,0,1,0,0,1,1,1,0,2,3,6,1,4,0,5,0,2,0,0,0,1,2,1,0,3,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,3,0,1,1,1,0,1,1,1,1,0,0,0,0,2,2,5,0,4,1,0,0,1,0,0,0,0,0,2,1,0,0,1,1,1,0,4,2,1,0,3,0,0,0,2,0,1,0,1,1,1,0,3,0,0,0,4,1,1,0,2,0,0,0,3,1,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,32,114,146
96,0,0,0,0,0,1,1,0,0,2,0,0,1,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,4,0,1,1,4,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,1,1,0,1,0,0,0,1,0,1,0,2,1,1,1,5,1,1,0,3,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,4,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,19,75,94
97,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,3,3,1,0,0,2,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,2,0,0,0,2,0,0,0,1,0,1,0,3,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16,58,74
98,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,42
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,2,2,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,31,39
100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,17,20
101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,14,16
102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,9
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
105,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
