年齢別人口　令和２年７月１日現在,,,,
年齢,男,女,合計,
0,431,428,859,
1,468,436,904,
2,550,499,"1,049",
3,557,534,"1,091",
4,533,536,"1,069",
5,579,594,"1,173",
6,586,605,"1,191",
7,606,577,"1,183",
8,610,549,"1,159",
9,610,603,"1,213",
小計,"5,530","5,361","10,891",
10,612,610,"1,222",
11,680,645,"1,325",
12,623,613,"1,236",
13,634,630,"1,264",
14,619,565,"1,184",
15,612,567,"1,179",
16,645,634,"1,279",
17,620,596,"1,216",
18,696,661,"1,357",
19,731,695,"1,426",
小計,"6,472","6,216","12,688",
20,740,713,"1,453",
21,752,752,"1,504",
22,825,775,"1,600",
23,792,804,"1,596",
24,797,791,"1,588",
25,775,762,"1,537",
26,703,691,"1,394",
27,724,708,"1,432",
28,695,621,"1,316",
29,666,609,"1,275",
小計,"7,469","7,226","14,695",
30,686,625,"1,311",
31,683,726,"1,409",
32,734,681,"1,415",
33,857,770,"1,627",
34,806,795,"1,601",
35,915,844,"1,759",
36,929,885,"1,814",
37,944,925,"1,869",
38,927,932,"1,859",
39,"1,014",915,"1,929",
小計,"8,495","8,098","16,593",
40,"1,051",916,"1,967",
41,"1,110","1,004","2,114",
42,"1,094","1,084","2,178",
43,"1,177","1,080","2,257",
44,"1,164","1,113","2,277",
45,"1,237","1,214","2,451",
46,"1,261","1,237","2,498",
47,"1,266","1,240","2,506",
48,"1,374","1,280","2,654",
49,"1,199","1,178","2,377",
小計,"11,933","11,346","23,279",
50,"1,201","1,144","2,345",
51,"1,225","1,194","2,419",
52,"1,174","1,091","2,265",
53,"1,102",967,"2,069",
54,956,952,"1,908",
55,"1,032","1,016","2,048",
56,996,929,"1,925",
57,934,892,"1,826",
58,861,857,"1,718",
59,814,816,"1,630",
小計,"10,295","9,858","20,153",
60,782,783,"1,565",
61,778,838,"1,616",
62,762,849,"1,611",
63,741,820,"1,561",
64,754,858,"1,612",
65,758,939,"1,697",
66,794,944,"1,738",
67,859,"1,037","1,896",
68,946,"1,051","1,997",
69,979,"1,180","2,159",
小計,"8,153","9,299","17,452",
70,"1,052","1,310","2,362",
71,"1,239","1,406","2,645",
72,"1,286","1,507","2,793",
73,"1,065","1,220","2,285",
74,662,833,"1,495",
75,831,941,"1,772",
76,927,"1,240","2,167",
77,897,"1,052","1,949",
78,895,"1,020","1,915",
79,778,978,"1,756",
小計,"9,632","11,507","21,139",
80,688,830,"1,518",
81,555,716,"1,271",
82,578,704,"1,282",
83,522,640,"1,162",
84,473,682,"1,155",
85,400,524,924,
86,362,449,811,
87,305,462,767,
88,234,410,644,
89,191,346,537,
小計,"4,308","5,763","10,071",
90,138,272,410,
91,122,244,366,
92,66,225,291,
93,59,154,213,
94,41,142,183,
95,32,114,146,
96,19,75,94,
97,16,58,74,
98,3,39,42,
99,8,31,39,
小計,504,"1,354","1,858",
100以上,7,53,60,
合計,"72,798","76,081","148,879",
,,,,
