年齢別人口　令和２年１月１日現在,,,,
年齢,男,女,合計,
0,474,420,894,
1,476,437,913,
2,563,526,"1,089",
3,547,529,"1,076",
4,561,563,"1,124",
5,580,596,"1,176",
6,601,605,"1,206",
7,594,533,"1,127",
8,599,575,"1,174",
9,632,640,"1,272",
小計,"5,627","5,424","11,051",
10,626,599,"1,225",
11,653,640,"1,293",
12,640,607,"1,247",
13,640,613,"1,253",
14,627,562,"1,189",
15,611,591,"1,202",
16,615,615,"1,230",
17,651,585,"1,236",
18,643,636,"1,279",
19,691,677,"1,368",
小計,"6,397","6,125","12,522",
20,775,691,"1,466",
21,767,769,"1,536",
22,823,750,"1,573",
23,809,794,"1,603",
24,815,761,"1,576",
25,730,766,"1,496",
26,726,705,"1,431",
27,699,658,"1,357",
28,691,625,"1,316",
29,673,623,"1,296",
小計,"7,508","7,142","14,650",
30,658,659,"1,317",
31,732,681,"1,413",
32,848,758,"1,606",
33,783,765,"1,548",
34,842,818,"1,660",
35,922,883,"1,805",
36,957,906,"1,863",
37,944,942,"1,886",
38,963,911,"1,874",
39,"1,041",915,"1,956",
小計,"8,690","8,238","16,928",
40,"1,054",957,"2,011",
41,"1,098","1,038","2,136",
42,"1,170","1,098","2,268",
43,"1,173","1,079","2,252",
44,"1,155","1,142","2,297",
45,"1,268","1,217","2,485",
46,"1,310","1,226","2,536",
47,"1,283","1,305","2,588",
48,"1,297","1,179","2,476",
49,"1,224","1,194","2,418",
小計,"12,032","11,435","23,467",
50,"1,171","1,158","2,329",
51,"1,241","1,164","2,405",
52,"1,199","1,087","2,286",
53,898,839,"1,737",
54,"1,101","1,023","2,124",
55,"1,007",990,"1,997",
56,964,919,"1,883",
57,910,882,"1,792",
58,824,842,"1,666",
59,815,778,"1,593",
小計,"10,130","9,682","19,812",
60,756,815,"1,571",
61,757,875,"1,632",
62,746,837,"1,583",
63,765,806,"1,571",
64,768,925,"1,693",
65,769,932,"1,701",
66,833,992,"1,825",
67,897,"1,070","1,967",
68,982,"1,107","2,089",
69,996,"1,207","2,203",
小計,"8,269","9,566","17,835",
70,"1,215","1,443","2,658",
71,"1,258","1,452","2,710",
72,"1,223","1,390","2,613",
73,826,968,"1,794",
74,775,897,"1,672",
75,891,"1,114","2,005",
76,916,"1,177","2,093",
77,932,"1,043","1,975",
78,816,992,"1,808",
79,755,937,"1,692",
小計,"9,607","11,413","21,020",
80,655,776,"1,431",
81,547,703,"1,250",
82,589,680,"1,269",
83,519,666,"1,185",
84,444,626,"1,070",
85,396,451,847,
86,334,509,843,
87,288,444,732,
88,210,359,569,
89,176,325,501,
小計,"4,158","5,539","9,697",
90,149,259,408,
91,90,259,349,
92,75,192,267,
93,55,155,210,
94,43,137,180,
95,28,111,139,
96,19,72,91,
97,11,50,61,
98,7,38,45,
99,5,33,38,
小計,482,"1,306","1,788",
100以上,7,46,53,
合計,"72,907","75,916","148,823",
,,,,
