町丁目別人口・世帯数　令和２年９月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,427,535,962,494
関戸２丁目,"1,292","1,370","2,662","1,466"
関戸３丁目,658,711,"1,369",678
関戸４丁目,"1,020","1,135","2,155","1,228"
関戸５丁目,712,749,"1,461",741
関戸６丁目,458,442,900,416
,"4,567","4,942","9,509","5,023"
,,,,
連光寺１丁目,"1,874","1,878","3,752","1,619"
連光寺２丁目,"1,194","1,201","2,395","1,022"
連光寺３丁目,907,886,"1,793",829
連光寺４丁目,272,263,535,255
連光寺５丁目,194,183,377,196
連光寺６丁目,426,344,770,384
,"4,867","4,755","9,622","4,305"
,,,,
貝取,619,558,"1,177",625
,619,558,"1,177",625
,,,,
乞田,"1,359","1,252","2,611","1,343"
,"1,359","1,252","2,611","1,343"
,,,,
和田,"4,755","4,519","9,274","4,206"
,"4,755","4,519","9,274","4,206"
,,,,
百草,467,452,919,446
,467,452,919,446
,,,,
落川,655,639,"1,294",589
,655,639,"1,294",589
,,,,
東寺方,911,844,"1,755",850
東寺方１丁目,545,643,"1,188",591
,"1,456","1,487","2,943","1,441"
,,,,
一ノ宮１丁目,"1,171",957,"2,128","1,391"
一ノ宮２丁目,770,748,"1,518",929
一ノ宮３丁目,433,447,880,502
一ノ宮４丁目,956,994,"1,950","1,024"
,"3,330","3,146","6,476","3,846"
,,,,
桜ヶ丘１丁目,959,"1,041","2,000",940
桜ヶ丘２丁目,627,737,"1,364",618
桜ヶ丘３丁目,586,616,"1,202",532
桜ヶ丘４丁目,743,807,"1,550",813
,"2,915","3,201","6,116","2,903"
,,,,
和田（百草団地）,614,672,"1,286",863
,614,672,"1,286",863
,,,,
聖ヶ丘１丁目,885,"1,024","1,909",876
聖ヶ丘２丁目,825,971,"1,796",844
聖ヶ丘３丁目,"1,047","1,071","2,118",945
聖ヶ丘４丁目,354,382,736,295
聖ヶ丘５丁目,57,48,105,34
,"3,168","3,496","6,664","2,994"
,,,,
馬引沢１丁目,928,896,"1,824",965
馬引沢２丁目,"1,259","1,143","2,402","1,285"
,"2,187","2,039","4,226","2,250"
,,,,
山王下１丁目,293,342,635,502
,293,342,635,502
,,,,
中沢１丁目,631,555,"1,186",685
中沢２丁目,906,990,"1,896",848
,"1,537","1,545","3,082","1,533"
,,,,
唐木田１丁目,"1,120","1,188","2,308","1,139"
唐木田２丁目,0,0,0,0
,"1,120","1,188","2,308","1,139"
,,,,
諏訪１丁目,"2,058","2,085","4,143","1,999"
諏訪２丁目,"1,798","1,993","3,791","1,681"
諏訪３丁目,536,548,"1,084",517
諏訪４丁目,725,946,"1,671",910
諏訪５丁目,238,319,557,345
,"5,355","5,891","11,246","5,452"
,,,,
永山１丁目,937,"1,013","1,950","1,122"
永山２丁目,"1,604","1,603","3,207","1,581"
永山３丁目,"1,862","2,100","3,962","2,024"
永山４丁目,"1,376","1,515","2,891","1,815"
永山５丁目,954,"1,083","2,037",882
永山６丁目,628,637,"1,265",625
,"7,361","7,951","15,312","8,049"
,,,,
貝取１丁目,"1,034",943,"1,977",958
貝取２丁目,"1,602","1,783","3,385","1,514"
貝取３丁目,407,550,957,446
貝取４丁目,521,564,"1,085",538
貝取５丁目,261,315,576,329
,"3,825","4,155","7,980","3,785"
,,,,
豊ヶ丘１丁目,"1,572","1,531","3,103","1,564"
豊ヶ丘２丁目,"1,428","1,482","2,910","1,329"
豊ヶ丘３丁目,739,872,"1,611",701
豊ヶ丘４丁目,324,359,683,390
豊ヶ丘５丁目,602,698,"1,300",655
豊ヶ丘６丁目,422,516,938,500
,"5,087","5,458","10,545","5,139"
,,,,
落合１丁目,"1,454","1,558","3,012","1,513"
落合２丁目,"1,155","1,113","2,268",895
落合３丁目,"1,441","1,569","3,010","1,488"
落合４丁目,995,"1,144","2,139","1,121"
落合５丁目,"1,063","1,101","2,164",929
落合６丁目,875,824,"1,699",786
,"6,983","7,309","14,292","6,732"
,,,,
鶴牧１丁目,"1,270","1,309","2,579","1,221"
鶴牧２丁目,885,804,"1,689",839
鶴牧３丁目,"2,103","2,254","4,357","1,585"
鶴牧４丁目,359,404,763,334
鶴牧５丁目,929,"1,050","1,979",855
鶴牧６丁目,849,915,"1,764",790
,"6,395","6,736","13,131","5,624"
,,,,
南野１丁目,1,0,1,1
南野２丁目,478,432,910,452
南野３丁目,458,465,923,395
,937,897,"1,834",848
,,,,
東寺方３丁目,133,206,339,192
,133,206,339,192
,,,,
和田３丁目,421,510,931,540
,421,510,931,540
,,,,
愛宕１丁目,296,328,624,352
愛宕２丁目,434,448,882,483
愛宕３丁目,311,453,764,477
愛宕４丁目,"1,257","1,409","2,666","1,376"
,"2,298","2,638","4,936","2,688"
,,,,
,"72,704","75,984","148,688","73,057"
