年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
35,3,2,24,17,8,10,20,15,14,11,5,4,17,12,20,18,17,6,3,4,5,1,7,5,12,12,18,14,55,60,7,4,9,15,12,10,7,5,16,15,17,7,7,7,13,15,7,6,9,8,3,6,9,7,1,2,12,10,7,10,11,13,5,10,1,1,20,29,24,15,6,0,6,4,13,8,16,10,32,19,30,35,7,5,6,5,1,1,12,17,25,21,28,27,11,14,4,10,5,5,0,0,15,11,16,10,3,3,5,3,6,0,20,20,18,14,3,5,3,2,3,2,7,2,17,28,14,19,14,22,7,12,10,11,11,14,25,24,16,9,22,31,2,2,8,17,13,11,5,7,5,6,1,1,3,3,3,1,4,3,0,4,16,19,922,883,"1,805"
36,7,6,15,12,11,11,12,17,13,9,6,6,17,16,10,9,14,4,3,4,3,3,5,5,9,5,16,16,59,44,4,3,12,11,15,11,12,7,16,21,14,9,6,8,16,14,11,8,7,6,6,2,14,7,3,6,9,10,12,7,10,14,3,7,0,0,20,15,29,37,1,5,9,11,10,11,22,16,30,26,37,37,5,4,12,8,0,0,15,9,29,23,30,24,14,7,10,6,6,10,0,0,13,14,19,15,2,5,3,3,2,2,18,27,10,19,5,6,2,2,4,8,5,6,34,32,8,20,20,18,9,10,14,9,8,5,20,22,14,15,31,30,1,2,12,13,13,12,8,5,10,7,2,1,3,7,1,4,6,3,2,2,9,15,957,906,"1,863"
37,5,9,19,12,12,8,12,15,8,15,9,8,24,15,8,8,17,17,4,5,3,0,4,6,9,12,21,15,63,76,3,5,5,6,9,11,13,11,20,13,16,10,2,10,13,12,16,13,9,5,6,4,7,9,6,6,16,17,13,11,13,12,4,3,0,2,23,14,31,27,3,0,4,5,8,12,15,20,16,28,34,46,4,5,9,9,1,2,19,12,24,29,23,26,16,15,6,9,8,7,0,0,16,10,16,17,5,1,3,7,2,5,31,21,18,19,6,11,1,2,4,2,4,6,35,30,21,23,7,13,6,10,9,4,6,8,21,13,9,11,27,25,2,2,10,10,7,11,12,4,5,4,0,0,6,1,4,4,3,4,0,3,15,14,944,942,"1,886"
38,4,5,23,20,12,9,13,18,12,9,9,8,13,28,12,11,13,9,8,0,1,3,10,3,11,8,19,10,51,46,10,9,11,4,14,15,8,11,13,17,20,12,11,9,18,10,9,11,7,7,4,4,12,10,6,2,17,12,9,10,11,15,5,6,0,3,16,14,28,21,3,3,12,4,7,12,13,17,29,25,44,43,6,6,4,7,1,2,17,13,17,27,21,20,14,10,12,11,8,6,0,0,15,18,21,18,3,4,6,5,2,2,21,22,14,9,8,8,3,4,4,3,2,8,28,21,16,20,18,12,12,9,9,8,11,13,26,26,12,8,27,24,4,2,8,17,6,10,10,11,8,6,0,2,3,4,1,2,3,6,0,5,14,9,963,911,"1,874"
39,6,3,27,13,10,8,14,6,11,13,11,2,30,23,11,11,13,13,1,3,3,1,8,3,12,8,27,16,72,61,6,4,13,3,9,13,12,17,24,7,12,8,14,9,15,13,9,10,4,9,8,7,9,11,5,5,14,11,6,7,19,11,3,7,2,2,25,23,31,21,5,1,9,7,17,24,15,18,30,20,48,45,8,3,10,6,5,1,13,22,33,22,21,25,11,13,6,11,4,9,0,0,7,7,27,15,3,5,5,4,6,3,22,22,16,7,3,7,4,2,8,6,4,4,27,27,21,24,23,17,7,16,10,10,9,14,15,16,7,8,27,31,4,4,9,15,4,10,7,5,6,6,1,3,1,2,6,3,4,2,4,1,13,10,"1,041",915,"1,956"
40,3,2,29,21,5,12,16,8,9,12,5,7,31,33,25,13,11,11,6,2,0,0,5,6,9,8,12,21,71,57,8,9,12,14,14,14,11,9,17,15,10,10,9,12,18,11,16,8,7,9,5,8,5,6,7,4,13,9,6,13,11,11,6,4,2,0,18,18,36,13,3,4,13,5,19,18,12,14,22,26,42,38,4,5,8,6,3,3,16,13,18,28,31,26,15,12,8,4,12,12,0,0,9,17,17,17,5,4,1,6,2,4,28,21,16,7,8,3,5,3,7,6,4,1,31,26,34,28,27,22,15,14,11,8,12,14,15,23,8,13,27,42,6,8,13,5,15,10,13,3,8,5,0,0,1,4,1,2,2,1,6,2,13,14,"1,054",957,"2,011"
41,9,3,23,22,8,16,18,9,19,15,3,9,39,38,7,13,16,6,3,5,5,4,8,7,16,16,25,16,87,70,7,4,9,7,13,10,11,10,24,18,10,7,4,6,16,13,7,11,9,8,5,6,8,2,5,11,13,12,15,13,10,10,10,4,2,0,15,14,20,18,4,1,12,8,15,17,13,13,27,24,38,34,2,2,4,11,1,1,7,9,30,30,30,37,12,22,17,12,6,9,0,0,18,16,28,17,4,8,4,4,3,1,24,17,25,24,11,6,1,1,5,7,2,7,34,28,23,21,20,17,15,10,6,18,10,21,24,22,14,11,34,44,9,7,13,8,13,14,6,2,8,8,2,3,0,3,1,3,5,3,0,4,19,20,"1,098","1,038","2,136"
42,3,11,26,13,12,4,12,6,15,13,6,2,30,48,16,17,17,12,2,3,3,3,11,7,9,11,22,16,97,70,13,5,14,11,19,10,10,8,22,15,13,15,9,5,12,13,12,9,11,8,11,9,7,8,4,7,8,13,10,9,7,13,9,15,0,1,15,22,26,27,2,1,6,6,19,18,17,12,26,22,31,46,13,7,8,12,0,1,17,10,22,12,23,31,13,15,13,14,3,11,0,0,17,13,18,26,4,7,9,4,3,3,29,14,14,19,9,7,5,2,7,10,5,1,31,28,30,34,23,20,14,17,19,14,25,14,27,24,21,16,39,50,4,4,12,18,18,14,6,11,6,7,3,2,5,6,5,5,7,6,6,6,23,19,"1,170","1,098","2,268"
43,3,6,18,22,4,7,19,18,18,6,7,5,39,49,18,14,8,12,6,5,4,4,2,2,14,10,27,22,85,72,11,6,16,11,17,14,6,7,28,15,7,13,8,5,12,13,13,9,7,10,9,12,9,11,12,6,11,16,10,7,15,12,8,9,1,0,11,12,19,15,5,1,16,6,19,13,16,23,24,34,34,40,5,6,10,7,2,2,15,17,18,16,26,22,14,19,12,16,12,10,0,0,14,9,24,24,5,7,9,6,4,2,28,21,15,21,8,7,1,4,8,8,5,2,27,31,35,20,29,22,12,13,22,17,25,16,20,24,22,11,52,51,1,5,12,10,13,11,10,5,10,13,0,1,2,5,4,6,6,6,4,3,16,9,"1,173","1,079","2,252"
44,6,8,19,15,8,10,14,19,17,14,4,9,40,46,24,22,18,9,3,6,1,1,10,3,12,12,27,22,82,95,3,10,10,9,11,16,8,15,33,16,12,6,7,4,12,14,9,10,3,5,5,6,15,7,10,2,14,11,12,11,19,19,3,7,0,0,16,13,15,16,1,5,7,7,29,17,9,12,31,33,37,32,8,4,5,9,0,2,14,20,24,17,28,28,16,19,10,12,9,10,0,0,25,13,28,23,4,7,9,5,2,3,23,25,14,20,9,15,6,8,8,6,3,4,36,26,21,15,27,11,18,18,13,14,9,12,28,32,16,25,46,64,4,4,10,14,12,6,7,8,14,11,1,2,3,6,5,5,6,5,4,4,14,16,"1,155","1,142","2,297"
45,10,5,23,25,12,10,14,21,11,14,11,6,55,48,15,24,11,13,5,4,2,2,13,8,9,11,23,20,82,98,8,6,11,7,12,9,18,7,14,13,14,14,5,5,24,7,14,15,10,13,9,8,11,8,17,9,9,11,13,13,11,9,13,2,0,1,18,11,18,20,5,3,9,7,14,21,9,9,39,33,43,38,9,6,12,11,2,4,19,12,31,29,31,29,20,18,13,12,7,7,0,0,18,14,25,28,9,10,4,8,5,3,25,20,26,32,12,13,7,7,10,15,3,4,29,27,29,27,22,23,29,24,17,6,19,16,24,28,16,17,55,63,7,9,14,18,6,19,9,7,8,4,1,4,4,7,6,7,6,3,3,3,12,15,"1,268","1,217","2,485"
46,9,6,23,21,11,13,14,12,13,12,7,5,38,46,22,23,16,25,7,2,4,3,4,6,16,15,35,26,101,80,7,15,9,12,17,6,10,12,18,15,15,13,9,10,20,17,16,20,7,10,6,9,14,5,12,13,8,16,5,11,14,9,7,9,2,2,16,19,22,23,5,3,8,8,25,13,13,21,26,26,36,28,10,10,4,13,0,3,18,18,38,27,21,26,29,23,19,15,12,8,0,0,23,12,28,33,7,6,6,10,5,6,30,20,35,16,7,8,2,2,6,7,3,3,27,31,24,24,23,15,17,22,14,20,23,13,38,29,16,19,62,47,10,6,14,13,9,16,9,7,10,8,0,1,7,12,8,3,12,9,6,4,11,21,"1,310","1,226","2,536"
47,3,12,29,21,10,20,20,21,17,7,2,7,47,52,23,30,15,13,3,6,7,1,6,6,14,13,24,22,89,62,11,11,15,10,11,14,11,10,13,13,14,11,6,9,18,15,16,14,6,5,8,4,9,12,7,7,13,13,11,8,20,21,4,7,0,1,15,14,23,30,4,3,8,11,16,18,19,17,40,50,31,33,10,12,7,12,0,8,16,27,30,38,42,36,38,27,19,20,10,10,0,0,18,17,21,26,10,4,13,10,2,3,26,22,22,34,8,11,11,5,15,13,4,6,30,31,21,17,19,25,21,13,14,20,14,18,28,24,15,16,54,58,3,6,16,9,19,10,7,9,6,9,2,6,4,6,4,7,8,7,2,4,16,15,"1,283","1,305","2,588"
48,5,7,22,17,12,18,16,21,12,14,11,6,49,36,25,31,13,9,8,5,3,1,15,2,14,5,26,14,107,93,6,8,9,12,19,12,10,10,20,12,11,13,11,7,17,11,13,16,16,8,11,11,10,10,16,5,10,11,9,7,9,18,3,6,2,2,22,13,29,21,6,2,5,3,10,18,14,12,44,38,18,26,12,7,12,16,5,7,15,21,21,22,31,39,36,25,21,15,14,8,0,0,18,12,21,21,10,6,6,6,2,7,30,29,23,25,8,13,5,2,8,11,5,14,23,30,19,21,23,30,13,19,17,10,9,18,36,19,21,18,45,30,6,4,13,10,11,15,10,5,7,7,2,4,7,4,8,7,9,9,7,3,20,19,"1,297","1,179","2,476"
49,7,5,15,23,15,15,21,28,12,7,5,11,46,34,28,31,14,16,6,6,3,3,12,10,7,14,19,20,99,82,9,7,10,11,15,14,4,9,15,12,20,8,8,6,16,21,9,18,5,8,9,10,13,13,12,8,8,19,7,13,12,14,4,4,1,0,9,11,17,21,3,6,12,12,16,13,12,12,51,32,34,36,7,8,13,15,7,7,18,14,34,25,29,25,31,18,12,12,9,14,0,0,14,14,13,28,8,6,14,5,3,4,23,24,22,23,7,15,7,5,13,8,4,3,32,29,16,16,20,24,27,11,10,20,15,13,38,25,21,15,32,31,6,7,8,11,9,15,11,7,11,8,3,3,8,11,4,7,7,2,4,3,14,20,"1,224","1,194","2,418"
50,5,10,20,36,25,23,31,21,7,7,9,9,30,30,32,29,11,19,6,3,2,4,9,4,6,8,18,18,84,77,9,2,11,9,16,10,5,15,18,13,12,10,3,8,11,9,19,13,3,5,9,14,11,10,17,16,15,17,5,12,16,20,3,4,1,1,13,10,25,19,1,0,12,7,15,9,17,11,31,45,27,20,7,11,11,15,7,2,23,14,25,34,34,28,23,29,8,13,15,9,0,0,22,16,18,15,7,7,10,12,10,3,22,29,17,22,10,7,3,3,1,10,6,6,23,20,20,20,23,17,13,20,12,13,19,16,22,29,13,15,45,30,3,5,7,14,14,12,7,12,10,8,4,1,5,9,5,3,12,5,5,5,10,12,"1,171","1,158","2,329"
51,2,8,22,27,13,2,22,19,14,12,14,11,46,39,25,25,14,17,8,2,4,1,6,7,10,10,18,18,96,82,9,5,14,14,18,13,7,8,15,15,16,11,7,5,15,19,16,16,6,10,11,4,12,14,13,5,10,21,9,11,14,9,3,2,1,1,19,13,24,17,2,2,8,8,9,9,18,10,49,43,20,22,7,5,16,19,5,7,32,19,26,30,35,32,26,20,14,17,13,7,0,0,13,17,17,19,3,17,5,4,0,4,35,32,31,23,12,20,5,7,12,8,9,2,30,23,17,27,19,20,20,17,19,12,11,9,21,27,15,15,32,32,6,4,13,12,8,10,11,5,9,10,3,4,3,6,3,6,6,8,4,4,16,17,"1,241","1,164","2,405"
52,5,9,23,21,17,6,27,14,7,10,7,6,30,36,36,33,26,20,5,2,0,0,6,7,12,11,31,31,93,73,9,8,13,9,14,6,7,7,10,10,14,11,7,6,14,15,10,18,9,9,6,11,14,11,12,10,13,13,8,10,16,11,4,7,5,2,15,7,30,22,5,3,10,4,10,14,13,17,43,41,17,20,8,14,4,13,6,10,17,16,34,22,26,23,20,17,15,16,8,7,0,0,22,9,16,17,6,12,8,11,3,4,29,24,20,27,13,11,3,4,14,9,3,7,28,22,20,11,16,21,11,15,11,13,25,7,26,19,18,11,37,22,4,3,13,14,15,12,6,5,4,6,0,5,9,6,2,6,10,4,3,5,13,26,"1,199","1,087","2,286"
53,3,5,21,16,9,6,10,18,13,12,8,4,26,24,26,23,12,14,4,0,3,1,5,1,6,3,12,13,74,62,8,3,8,4,8,7,12,4,18,8,18,7,5,7,13,14,6,12,3,9,13,2,9,12,7,6,9,13,4,7,7,17,3,1,1,0,14,16,20,10,5,4,12,9,10,8,8,15,32,33,18,14,7,6,11,11,2,8,15,12,22,18,17,22,17,14,6,11,6,7,0,0,17,14,14,12,0,6,7,9,2,2,16,20,16,12,5,10,3,0,7,9,2,3,17,6,10,9,26,17,11,11,7,6,11,7,18,22,8,10,26,19,1,4,11,10,8,16,4,4,4,5,1,2,5,7,5,5,6,7,1,2,23,20,898,839,"1,737"
54,9,8,20,18,10,9,24,16,12,12,12,8,35,20,25,24,20,16,6,4,4,2,6,7,7,11,31,25,71,60,6,2,15,10,9,9,6,7,8,8,7,14,5,7,18,16,11,16,6,6,13,7,14,11,2,9,17,16,8,9,7,12,1,4,0,0,11,14,19,23,4,4,15,14,17,13,16,14,46,47,11,14,10,14,11,14,7,3,30,16,23,29,30,23,18,17,24,9,8,4,0,0,13,14,19,28,5,5,5,8,1,2,30,28,24,16,6,6,4,4,6,4,7,8,21,26,15,14,17,19,15,14,12,11,13,9,17,17,22,15,28,19,4,3,5,10,16,14,5,5,7,4,3,3,9,5,5,2,6,3,2,7,14,25,"1,101","1,023","2,124"
55,6,6,26,26,6,9,12,25,4,5,9,14,29,24,25,23,10,9,4,7,3,0,1,2,10,9,29,19,89,59,7,6,7,10,5,8,5,5,17,15,9,10,3,2,16,15,12,15,5,6,7,9,15,11,10,9,11,18,12,9,10,11,4,3,0,0,13,14,20,11,6,1,19,16,17,10,21,21,47,38,14,22,11,12,8,14,0,3,16,23,34,21,19,21,23,19,13,15,8,5,0,0,13,10,13,22,2,6,1,3,2,3,24,14,19,15,8,9,4,3,7,6,3,8,22,22,15,12,17,13,9,10,9,17,10,6,19,12,16,20,16,28,3,6,3,11,14,13,5,6,7,7,2,4,8,4,7,2,3,4,2,7,17,22,"1,007",990,"1,997"
56,12,7,23,23,12,12,23,15,9,10,9,6,28,21,16,25,18,9,6,4,0,1,6,4,9,10,20,35,73,46,6,5,8,12,8,7,9,11,16,11,7,9,1,1,9,17,14,16,15,8,7,11,8,11,7,10,7,14,7,7,10,8,4,2,0,0,11,13,16,13,1,4,18,13,12,22,13,16,37,35,23,18,7,6,14,7,1,4,25,14,22,17,19,16,12,12,13,16,8,8,0,0,23,15,12,15,5,7,9,4,5,1,22,19,15,11,4,10,2,6,5,4,7,4,21,24,17,11,15,16,15,12,13,15,13,9,13,14,14,8,19,18,0,3,7,11,10,18,6,8,5,5,1,1,0,3,4,2,6,3,3,7,14,13,964,919,"1,883"
57,7,7,19,19,8,11,8,7,12,10,4,3,19,21,28,14,18,14,4,6,2,3,3,3,16,11,27,15,58,56,5,5,7,4,7,8,5,4,14,10,9,9,6,3,16,16,9,9,8,6,4,9,7,7,7,3,14,15,9,17,10,7,0,3,0,1,13,9,20,8,8,5,7,10,13,11,16,22,31,39,16,16,11,6,6,5,3,5,17,18,19,11,16,27,21,20,14,7,3,7,0,0,10,18,17,24,3,4,7,10,3,3,20,17,15,19,9,6,6,2,4,7,6,3,23,15,12,12,14,9,14,10,12,10,6,8,14,17,16,21,17,21,6,3,5,7,18,15,4,7,6,7,0,4,3,7,2,2,4,4,3,5,27,23,910,882,"1,792"
58,6,7,23,15,8,7,19,16,6,6,9,8,13,18,15,15,13,11,1,2,0,2,5,2,6,4,15,19,70,55,2,8,6,4,12,6,4,2,16,17,8,8,5,7,10,16,10,8,11,9,4,5,13,9,7,6,14,18,3,9,20,12,2,3,0,0,13,9,10,14,3,3,9,8,13,14,15,16,30,28,20,18,5,4,5,8,5,2,12,14,17,17,20,18,16,15,8,11,8,10,0,0,19,12,17,17,2,5,6,3,5,2,20,21,13,16,9,11,2,2,2,8,3,8,12,18,12,10,10,16,9,10,8,13,8,7,9,17,14,6,15,20,2,2,10,14,11,18,3,2,1,0,1,4,4,5,3,1,7,3,1,4,21,24,824,842,"1,666"
59,13,5,12,14,11,5,8,12,5,7,5,4,22,12,17,13,9,13,2,1,2,0,1,3,5,5,22,21,41,46,2,5,6,6,9,5,8,5,15,11,9,7,6,3,10,7,12,10,9,7,6,5,11,8,7,6,12,17,12,9,11,13,1,1,0,0,9,7,10,11,2,4,10,11,8,7,16,9,31,17,14,16,8,7,5,6,1,6,20,14,17,19,21,16,18,27,2,7,7,10,0,0,12,7,22,21,2,4,9,8,2,2,19,18,20,10,7,15,3,1,9,6,7,3,16,18,11,11,19,16,10,5,17,16,6,7,16,18,9,5,18,20,4,2,7,11,12,14,2,5,7,5,2,2,4,4,2,6,5,7,3,5,13,26,815,778,"1,593"
60,7,8,12,11,10,7,10,14,2,7,7,11,15,18,18,12,10,9,5,3,2,1,2,2,8,14,23,11,43,39,2,4,6,8,10,8,5,4,11,6,6,4,3,2,13,11,16,17,13,9,9,9,6,5,10,4,10,17,9,14,13,17,1,2,1,0,10,14,8,9,2,0,6,7,11,20,15,14,27,23,12,22,4,9,5,5,4,4,15,17,16,22,13,18,16,16,6,10,5,9,0,0,10,13,23,25,3,1,4,6,4,1,11,13,18,14,8,9,5,1,4,3,4,4,16,15,10,9,11,18,9,10,11,11,6,11,9,23,13,8,23,21,1,1,8,6,12,15,7,8,6,5,0,1,1,6,0,3,9,4,2,3,15,20,756,815,"1,571"
61,2,11,13,15,11,7,12,19,12,8,3,5,14,22,16,19,8,13,2,7,1,4,3,2,4,5,17,12,38,35,4,3,8,4,8,5,8,5,10,4,5,7,2,2,7,10,13,14,8,18,11,9,7,13,4,10,19,15,7,11,10,14,1,2,1,1,13,5,12,10,1,2,7,7,11,13,13,14,25,19,17,11,5,8,8,9,3,4,11,11,12,14,22,20,17,16,9,11,8,4,0,0,14,11,16,20,2,1,9,7,0,3,19,18,18,26,10,17,5,6,10,7,5,8,13,23,15,10,14,21,4,13,14,26,7,11,14,18,7,7,23,20,2,3,11,10,11,12,3,7,4,4,1,4,1,10,4,5,3,8,0,4,15,26,757,875,"1,632"
62,4,6,14,17,8,6,14,19,7,9,4,5,19,15,10,10,3,9,3,2,1,2,5,4,8,5,19,10,38,41,5,4,2,6,7,3,3,5,13,8,4,5,2,6,10,12,12,17,15,11,6,5,6,7,5,5,8,15,5,5,11,18,1,4,1,1,8,5,8,14,0,2,6,10,13,15,15,19,19,16,25,19,6,4,6,16,3,3,20,11,11,12,18,21,19,29,13,11,8,5,0,0,8,15,20,31,4,7,5,10,2,3,9,16,17,30,13,21,4,4,5,6,2,4,15,12,13,10,15,12,4,13,21,18,10,4,12,6,11,1,15,15,0,6,11,10,15,15,5,4,4,6,1,1,4,2,3,7,4,11,4,5,19,23,746,837,"1,583"
63,3,11,13,12,6,8,11,16,13,6,8,2,15,11,6,8,8,9,2,4,3,0,3,4,9,5,17,7,51,33,2,2,3,9,4,9,5,3,7,5,4,6,4,1,13,11,11,11,9,11,7,2,8,11,12,10,7,16,7,16,16,14,5,6,0,0,5,4,9,7,1,2,6,4,12,13,16,15,18,15,21,16,2,6,4,5,2,3,8,12,13,7,22,28,19,23,10,12,6,8,0,0,9,14,19,35,2,15,5,6,6,7,15,17,14,17,15,16,5,3,4,10,1,6,18,14,9,9,21,17,7,9,11,18,8,10,14,14,12,5,12,19,3,5,9,15,22,13,6,4,5,0,2,1,7,7,5,6,7,6,5,8,21,21,765,806,"1,571"
64,4,8,11,9,8,7,13,7,5,6,6,8,9,17,12,16,6,11,2,2,1,1,4,1,3,7,11,14,41,34,6,1,7,4,7,8,4,4,6,12,6,2,2,1,9,5,8,11,9,6,7,7,9,11,5,5,17,14,5,20,17,9,1,3,0,0,6,7,7,6,5,2,12,7,14,13,10,24,19,19,15,24,6,6,8,10,5,6,15,11,19,25,14,22,21,17,13,12,10,8,0,0,14,13,24,41,4,9,5,4,3,6,20,13,20,28,13,25,4,3,9,11,4,10,12,12,9,18,16,19,15,22,15,27,7,12,11,17,5,9,13,27,6,9,10,21,14,13,5,9,5,9,1,4,4,6,6,3,4,8,5,3,25,24,768,925,"1,693"
65,7,5,9,13,6,7,13,13,4,6,5,5,16,11,13,16,7,7,5,5,2,0,6,5,4,3,10,13,43,44,5,5,5,3,4,12,9,8,7,9,3,5,6,2,5,6,15,13,2,12,3,8,7,11,5,8,11,15,14,17,13,27,3,16,2,1,10,11,8,7,2,3,5,4,13,10,19,21,21,16,17,20,5,3,3,17,2,3,10,11,18,17,13,25,20,22,15,12,7,4,0,0,16,16,33,48,3,7,5,13,0,4,18,13,16,20,13,25,5,4,5,11,5,8,13,12,10,13,22,27,15,15,8,16,6,12,11,8,6,4,19,20,3,3,9,21,9,17,8,3,3,7,5,5,5,8,6,4,5,1,3,9,27,21,769,932,"1,701"
66,8,4,11,11,4,11,18,14,9,9,5,6,26,15,11,14,9,9,2,3,2,1,4,7,2,6,18,12,39,48,3,5,7,8,9,13,7,3,11,14,3,5,1,8,11,7,15,16,10,12,9,8,9,12,11,17,12,12,10,23,17,28,3,3,0,1,7,5,2,6,1,1,7,8,9,12,19,23,16,25,19,27,4,8,10,4,9,2,9,10,16,10,25,30,19,21,15,15,6,9,0,0,14,9,35,41,5,8,5,7,5,4,15,12,19,21,15,23,5,4,7,10,8,5,12,20,13,17,11,25,14,19,22,25,9,14,11,11,6,6,10,20,7,6,13,18,10,18,6,6,5,7,2,5,5,1,3,8,12,6,4,9,16,26,833,992,"1,825"
67,6,15,18,16,5,8,18,13,10,9,6,4,14,23,8,8,11,16,5,2,5,3,2,4,4,3,14,11,23,41,4,9,7,6,11,13,5,3,12,9,10,6,2,6,12,9,10,9,8,13,6,7,5,9,13,11,14,17,13,20,19,20,3,5,0,0,6,5,12,11,7,0,5,6,9,7,18,29,18,23,27,21,5,7,12,16,0,5,13,11,18,25,34,30,16,22,12,14,13,10,0,0,14,18,30,49,12,11,6,11,4,7,14,16,30,29,28,20,5,8,9,8,5,15,18,20,7,11,15,33,17,25,17,38,6,8,13,11,11,15,17,26,2,5,16,24,21,16,3,2,10,8,3,0,6,9,6,3,6,5,1,6,17,23,897,"1,070","1,967"
68,5,11,14,14,8,5,8,12,5,9,7,5,19,17,19,14,11,11,1,6,1,2,10,5,8,7,10,6,40,38,4,7,7,5,16,30,3,3,9,7,7,4,2,2,8,12,16,13,7,16,7,11,7,7,16,16,19,28,25,31,19,19,9,5,0,0,6,6,11,4,0,1,6,6,16,22,24,21,23,22,21,23,4,9,13,13,6,3,10,10,12,29,25,26,24,28,14,18,9,8,0,0,12,12,41,36,5,13,6,8,2,6,17,19,30,28,22,27,5,8,13,7,7,7,16,18,14,10,21,30,18,35,25,23,10,18,17,11,8,7,19,25,6,7,16,22,15,21,3,5,7,7,2,4,5,12,4,9,13,14,4,7,28,24,982,"1,107","2,089"
69,11,10,9,18,8,10,8,17,6,12,6,7,23,19,11,8,11,5,3,5,2,0,3,6,4,3,5,13,39,40,4,6,10,5,12,11,1,3,8,8,9,7,4,9,8,10,17,15,16,15,5,11,8,10,19,14,10,27,22,31,24,19,8,13,0,1,4,10,7,5,1,1,8,8,15,10,25,16,20,23,25,30,8,5,13,18,2,8,13,15,20,30,33,29,35,33,13,27,2,10,0,0,14,18,37,45,6,16,20,12,3,11,27,29,25,31,24,28,9,3,11,12,8,10,15,21,10,9,33,43,29,31,18,16,12,22,9,16,5,4,17,25,3,11,18,29,10,19,4,4,8,8,2,1,11,15,3,2,8,14,2,11,17,25,996,"1,207","2,203"
70,9,8,15,18,8,10,20,27,13,14,6,6,19,28,17,24,13,9,4,3,0,6,4,6,7,5,16,14,33,50,6,5,5,7,12,16,4,3,17,16,4,6,8,5,8,11,15,11,10,16,9,12,10,14,15,21,16,22,26,26,30,33,13,11,2,0,5,5,6,9,1,3,10,10,17,16,35,30,25,30,27,44,8,10,21,18,5,11,17,19,23,24,29,48,26,40,13,22,12,11,0,0,13,20,49,55,14,19,5,17,6,7,18,27,28,41,29,27,6,5,12,12,11,13,20,21,12,10,32,48,30,42,34,42,15,14,7,11,6,9,26,42,11,13,27,29,21,17,6,5,8,8,6,4,12,11,8,9,15,12,11,11,43,29,"1,215","1,443","2,658"
71,6,9,19,13,7,6,13,21,11,10,2,6,25,19,16,18,10,14,6,3,3,7,6,3,5,8,12,10,42,44,7,5,6,12,15,18,6,9,15,14,8,16,8,5,5,7,17,21,19,21,20,13,10,22,13,15,19,19,39,47,23,34,15,16,0,0,8,6,6,7,5,3,6,11,10,12,21,16,16,26,29,24,7,10,18,29,6,11,17,12,27,19,27,33,36,51,22,38,7,13,0,0,21,17,48,55,7,16,18,15,12,9,19,23,35,40,21,26,10,9,8,13,21,16,10,19,12,13,51,59,40,43,25,39,11,14,14,15,10,6,38,31,8,10,27,50,19,17,3,6,8,9,7,5,11,15,6,4,8,17,11,12,23,23,"1,258","1,452","2,710"
72,10,10,14,20,4,14,11,16,6,6,7,6,19,23,16,10,11,15,4,6,5,0,7,7,5,4,6,12,38,35,4,4,3,11,21,13,4,5,16,11,6,10,5,3,15,13,11,18,14,15,10,12,14,19,15,24,19,30,37,30,32,27,10,10,0,1,5,7,5,5,4,6,5,2,9,10,27,14,25,27,26,29,6,8,13,27,8,12,10,10,18,21,35,61,37,39,24,45,10,9,0,0,20,18,48,47,15,13,10,17,4,9,17,19,33,44,28,24,3,10,14,23,11,8,15,14,5,13,44,33,35,47,39,35,17,16,7,9,7,6,37,33,16,17,27,39,24,12,5,5,6,9,5,8,8,17,7,11,13,18,10,17,27,27,"1,223","1,390","2,613"
