町丁名人口・世帯数　令和２年１２月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,427,537,964,497
関戸２丁目,"1,294","1,378","2,672","1,470"
関戸３丁目,656,715,"1,371",680
関戸４丁目,"1,030","1,146","2,176","1,239"
関戸５丁目,719,765,"1,484",756
関戸６丁目,460,438,898,416
,"4,586","4,979","9,565","5,058"
,,,,
連光寺１丁目,"1,881","1,878","3,759","1,615"
連光寺２丁目,"1,195","1,199","2,394","1,022"
連光寺３丁目,905,879,"1,784",832
連光寺４丁目,270,262,532,257
連光寺５丁目,196,185,381,198
連光寺６丁目,427,349,776,389
,"4,874","4,752","9,626","4,313"
,,,,
貝取,625,553,"1,178",626
,625,553,"1,178",626
,,,,
乞田,"1,343","1,239","2,582","1,331"
,"1,343","1,239","2,582","1,331"
,,,,
和田,"4,771","4,547","9,318","4,246"
,"4,771","4,547","9,318","4,246"
,,,,
百草,474,447,921,445
,474,447,921,445
,,,,
落川,652,634,"1,286",587
,652,634,"1,286",587
,,,,
東寺方,901,842,"1,743",839
東寺方１丁目,550,648,"1,198",598
,"1,451","1,490","2,941","1,437"
,,,,
一ノ宮１丁目,"1,175",969,"2,144","1,400"
一ノ宮２丁目,767,748,"1,515",929
一ノ宮３丁目,435,443,878,501
一ノ宮４丁目,963,980,"1,943","1,028"
,"3,340","3,140","6,480","3,858"
,,,,
桜ヶ丘１丁目,944,"1,038","1,982",931
桜ヶ丘２丁目,632,738,"1,370",624
桜ヶ丘３丁目,585,627,"1,212",533
桜ヶ丘４丁目,735,798,"1,533",800
,"2,896","3,201","6,097","2,888"
,,,,
和田(百草団地）,616,666,"1,282",867
,616,666,"1,282",867
,,,,
聖ヶ丘１丁目,891,"1,019","1,910",881
聖ヶ丘２丁目,826,977,"1,803",851
聖ヶ丘３丁目,"1,038","1,069","2,107",935
聖ヶ丘４丁目,352,382,734,294
聖ヶ丘５丁目,57,49,106,35
,"3,164","3,496","6,660","2,996"
,,,,
馬引沢１丁目,932,907,"1,839",967
馬引沢２丁目,"1,243","1,136","2,379","1,269"
,"2,175","2,043","4,218","2,236"
,,,,
山王下１丁目,295,345,640,508
,295,345,640,508
,,,,
中沢１丁目,637,558,"1,195",692
中沢２丁目,909,986,"1,895",846
,"1,546","1,544","3,090","1,538"
,,,,
唐木田１丁目,"1,117","1,181","2,298","1,145"
唐木田２丁目,0,0,0,0
,"1,117","1,181","2,298","1,145"
,,,,
諏訪１丁目,"2,055","2,094","4,149","2,012"
諏訪２丁目,"1,791","1,988","3,779","1,670"
諏訪３丁目,531,546,"1,077",512
諏訪４丁目,722,933,"1,655",900
諏訪５丁目,234,316,550,339
,"5,333","5,877","11,210","5,433"
,,,,
永山１丁目,941,"1,015","1,956","1,129"
永山２丁目,"1,593","1,591","3,184","1,575"
永山３丁目,"1,849","2,082","3,931","2,007"
永山４丁目,"1,372","1,516","2,888","1,815"
永山５丁目,948,"1,078","2,026",883
永山６丁目,625,629,"1,254",624
,"7,328","7,911","15,239","8,033"
,,,,
貝取１丁目,"1,031",926,"1,957",956
貝取２丁目,"1,601","1,771","3,372","1,518"
貝取３丁目,404,553,957,448
貝取４丁目,523,564,"1,087",541
貝取５丁目,256,307,563,321
,"3,815","4,121","7,936","3,784"
,,,,
豊ヶ丘１丁目,"1,569","1,528","3,097","1,564"
豊ヶ丘２丁目,"1,423","1,466","2,889","1,328"
豊ヶ丘３丁目,740,865,"1,605",703
豊ヶ丘４丁目,327,367,694,396
豊ヶ丘５丁目,600,695,"1,295",651
豊ヶ丘６丁目,421,518,939,499
,"5,080","5,439","10,519","5,141"
,,,,
落合１丁目,"1,458","1,556","3,014","1,513"
落合２丁目,"1,147","1,115","2,262",894
落合３丁目,"1,453","1,578","3,031","1,491"
落合４丁目,980,"1,136","2,116","1,117"
落合５丁目,"1,053","1,097","2,150",926
落合６丁目,880,829,"1,709",795
,"6,971","7,311","14,282","6,736"
,,,,
鶴牧１丁目,"1,286","1,318","2,604","1,234"
鶴牧２丁目,883,811,"1,694",845
鶴牧３丁目,"2,109","2,250","4,359","1,589"
鶴牧４丁目,359,404,763,336
鶴牧５丁目,929,"1,050","1,979",854
鶴牧６丁目,847,909,"1,756",793
,"6,413","6,742","13,155","5,651"
,,,,
南野１丁目,3,0,3,3
南野２丁目,474,428,902,448
南野３丁目,454,467,921,398
,931,895,"1,826",849
,,,,
東寺方３丁目,130,201,331,189
,130,201,331,189
,,,,
和田３丁目,416,504,920,536
,416,504,920,536
,,,,
愛宕１丁目,292,327,619,350
愛宕２丁目,428,445,873,482
愛宕３丁目,305,449,754,476
愛宕４丁目,"1,259","1,398","2,657","1,375"
,"2,284","2,619","4,903","2,683"
,,,,
,"72,626","75,877","148,503","73,114"
,,,,
,,,,
,,,,
