町丁目別人口・世帯数　令和２年４月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,428,535,963,493
関戸２丁目,"1,278","1,370","2,648","1,447"
関戸３丁目,677,725,"1,402",704
関戸４丁目,"1,023","1,138","2,161","1,225"
関戸５丁目,714,740,"1,454",742
関戸６丁目,457,444,901,413
,"4,577","4,952","9,529","5,024"
,,,,
連光寺１丁目,"1,871","1,873","3,744","1,613"
連光寺２丁目,"1,205","1,211","2,416","1,022"
連光寺３丁目,903,883,"1,786",821
連光寺４丁目,283,263,546,261
連光寺５丁目,180,170,350,186
連光寺６丁目,418,340,758,372
,"4,860","4,740","9,600","4,275"
,,,,
貝取,620,557,"1,177",621
,620,557,"1,177",621
,,,,
乞田,"1,365","1,248","2,613","1,320"
,"1,365","1,248","2,613","1,320"
,,,,
和田,"4,760","4,513","9,273","4,168"
,"4,760","4,513","9,273","4,168"
,,,,
百草,459,456,915,442
,459,456,915,442
,,,,
落川,668,633,"1,301",587
,668,633,"1,301",587
,,,,
東寺方,902,839,"1,741",848
東寺方１丁目,555,624,"1,179",585
,"1,457","1,463","2,920","1,433"
,,,,
一ノ宮１丁目,"1,169",948,"2,117","1,381"
一ノ宮２丁目,763,735,"1,498",914
一ノ宮３丁目,414,439,853,483
一ノ宮４丁目,953,984,"1,937","1,017"
,"3,299","3,106","6,405","3,795"
,,,,
桜ヶ丘１丁目,952,"1,041","1,993",944
桜ヶ丘２丁目,620,731,"1,351",614
桜ヶ丘３丁目,576,609,"1,185",524
桜ヶ丘４丁目,749,818,"1,567",824
,"2,897","3,199","6,096","2,906"
,,,,
和田(百草団地）,611,672,"1,283",861
,611,672,"1,283",861
,,,,
聖ヶ丘１丁目,885,"1,028","1,913",876
聖ヶ丘２丁目,829,989,"1,818",846
聖ヶ丘３丁目,"1,055","1,075","2,130",946
聖ヶ丘４丁目,354,386,740,299
聖ヶ丘５丁目,57,47,104,33
,"3,180","3,525","6,705","3,000"
,,,,
馬引沢１丁目,930,895,"1,825",954
馬引沢２丁目,"1,256","1,146","2,402","1,280"
,"2,186","2,041","4,227","2,234"
,,,,
山王下１丁目,278,318,596,470
,278,318,596,470
,,,,
中沢１丁目,622,549,"1,171",671
中沢２丁目,911,986,"1,897",844
,"1,533","1,535","3,068","1,515"
,,,,
唐木田１丁目,"1,131","1,184","2,315","1,134"
唐木田２丁目,0,0,0,0
,"1,131","1,184","2,315","1,134"
,,,,
諏訪１丁目,"2,061","2,086","4,147","1,993"
諏訪２丁目,"1,794","1,980","3,774","1,672"
諏訪３丁目,545,546,"1,091",522
諏訪４丁目,732,961,"1,693",916
諏訪５丁目,245,324,569,347
,"5,377","5,897","11,274","5,450"
,,,,
永山１丁目,942,"1,021","1,963","1,124"
永山２丁目,"1,602","1,604","3,206","1,568"
永山３丁目,"1,862","2,112","3,974","2,016"
永山４丁目,"1,391","1,544","2,935","1,844"
永山５丁目,958,"1,090","2,048",885
永山６丁目,616,637,"1,253",611
,"7,371","8,008","15,379","8,048"
,,,,
貝取１丁目,"1,037",963,"2,000",963
貝取２丁目,"1,610","1,777","3,387","1,506"
貝取３丁目,412,556,968,447
貝取４丁目,531,568,"1,099",539
貝取５丁目,266,319,585,331
,"3,856","4,183","8,039","3,786"
,,,,
豊ヶ丘１丁目,"1,569","1,525","3,094","1,553"
豊ヶ丘２丁目,"1,451","1,486","2,937","1,327"
豊ヶ丘３丁目,747,878,"1,625",699
豊ヶ丘４丁目,329,365,694,398
豊ヶ丘５丁目,609,699,"1,308",654
豊ヶ丘６丁目,420,501,921,489
,"5,125","5,454","10,579","5,120"
,,,,
落合１丁目,"1,444","1,537","2,981","1,495"
落合２丁目,"1,143","1,101","2,244",884
落合３丁目,"1,448","1,554","3,002","1,479"
落合４丁目,"1,029","1,157","2,186","1,135"
落合５丁目,"1,069","1,101","2,170",925
落合６丁目,880,823,"1,703",787
,"7,013","7,273","14,286","6,705"
,,,,
鶴牧１丁目,"1,274","1,302","2,576","1,220"
鶴牧２丁目,881,806,"1,687",835
鶴牧３丁目,"2,111","2,250","4,361","1,583"
鶴牧４丁目,361,406,767,334
鶴牧５丁目,931,"1,051","1,982",858
鶴牧６丁目,842,914,"1,756",774
,"6,400","6,729","13,129","5,604"
,,,,
南野１丁目,1,0,1,1
南野２丁目,484,430,914,455
南野３丁目,459,460,919,392
,944,890,"1,834",848
,,,,
東寺方３丁目,135,208,343,193
,135,208,343,193
,,,,
和田３丁目,437,518,955,548
,437,518,955,548
,,,,
愛宕１丁目,298,331,629,357
愛宕２丁目,443,453,896,485
愛宕３丁目,321,465,786,485
愛宕４丁目,"1,263","1,420","2,683","1,382"
,"2,325","2,669","4,994","2,709"
,,,,
,"72,864","75,971","148,835","72,796"
