町丁目別人口・世帯数　令和２年１０月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,426,533,959,492
関戸２丁目,"1,296","1,373","2,669","1,474"
関戸３丁目,660,713,"1,373",679
関戸４丁目,"1,020","1,140","2,160","1,230"
関戸５丁目,717,757,"1,474",748
関戸６丁目,461,442,903,417
,"4,580","4,958","9,538","5,040"
,,,,
連光寺１丁目,"1,875","1,876","3,751","1,616"
連光寺２丁目,"1,193","1,196","2,389","1,021"
連光寺３丁目,905,883,"1,788",828
連光寺４丁目,273,265,538,258
連光寺５丁目,193,184,377,196
連光寺６丁目,424,343,767,384
,"4,863","4,747","9,610","4,303"
,,,,
貝取,620,554,"1,174",621
,620,554,"1,174",621
,,,,
乞田,"1,357","1,253","2,610","1,346"
,"1,357","1,253","2,610","1,346"
,,,,
和田,"4,746","4,517","9,263","4,207"
,"4,746","4,517","9,263","4,207"
,,,,
百草,470,451,921,446
,470,451,921,446
,,,,
落川,651,639,"1,290",589
,651,639,"1,290",589
,,,,
東寺方,906,846,"1,752",847
東寺方１丁目,544,640,"1,184",592
,"1,450","1,486","2,936","1,439"
,,,,
一ノ宮１丁目,"1,172",956,"2,128","1,394"
一ノ宮２丁目,768,751,"1,519",930
一ノ宮３丁目,433,446,879,502
一ノ宮４丁目,957,986,"1,943","1,023"
,"3,330","3,139","6,469","3,849"
,,,,
桜ヶ丘１丁目,953,"1,039","1,992",937
桜ヶ丘２丁目,633,741,"1,374",624
桜ヶ丘３丁目,584,617,"1,201",530
桜ヶ丘４丁目,735,802,"1,537",802
,"2,905","3,199","6,104","2,893"
,,,,
和田（百草団地）,614,670,"1,284",863
,614,670,"1,284",863
,,,,
聖ヶ丘１丁目,889,"1,024","1,913",881
聖ヶ丘２丁目,823,969,"1,792",845
聖ヶ丘３丁目,"1,046","1,079","2,125",945
聖ヶ丘４丁目,354,382,736,295
聖ヶ丘５丁目,57,49,106,35
,"3,169","3,503","6,672","3,001"
,,,,
馬引沢１丁目,928,891,"1,819",958
馬引沢２丁目,"1,249","1,134","2,383","1,278"
,"2,177","2,025","4,202","2,236"
,,,,
山王下１丁目,294,345,639,506
,294,345,639,506
,,,,
中沢１丁目,639,556,"1,195",695
中沢２丁目,904,986,"1,890",844
,"1,543","1,542","3,085","1,539"
,,,,
唐木田１丁目,"1,123","1,188","2,311","1,145"
唐木田２丁目,0,0,0,0
,"1,123","1,188","2,311","1,145"
,,,,
諏訪１丁目,"2,064","2,094","4,158","2,010"
諏訪２丁目,"1,799","1,993","3,792","1,682"
諏訪３丁目,531,545,"1,076",512
諏訪４丁目,723,939,"1,662",905
諏訪５丁目,238,319,557,343
,"5,355","5,890","11,245","5,452"
,,,,
永山１丁目,940,"1,017","1,957","1,128"
永山２丁目,"1,598","1,603","3,201","1,583"
永山３丁目,"1,855","2,095","3,950","2,018"
永山４丁目,"1,370","1,513","2,883","1,814"
永山５丁目,955,"1,084","2,039",883
永山６丁目,630,632,"1,262",625
,"7,348","7,944","15,292","8,051"
,,,,
貝取１丁目,"1,037",943,"1,980",962
貝取２丁目,"1,597","1,773","3,370","1,512"
貝取３丁目,405,546,951,444
貝取４丁目,524,564,"1,088",540
貝取５丁目,260,312,572,328
,"3,823","4,138","7,961","3,786"
,,,,
豊ヶ丘１丁目,"1,580","1,539","3,119","1,579"
豊ヶ丘２丁目,"1,430","1,477","2,907","1,331"
豊ヶ丘３丁目,741,869,"1,610",701
豊ヶ丘４丁目,327,367,694,395
豊ヶ丘５丁目,601,698,"1,299",652
豊ヶ丘６丁目,422,516,938,497
,"5,101","5,466","10,567","5,155"
,,,,
落合１丁目,"1,450","1,551","3,001","1,505"
落合２丁目,"1,147","1,113","2,260",892
落合３丁目,"1,447","1,573","3,020","1,488"
落合４丁目,987,"1,142","2,129","1,120"
落合５丁目,"1,055","1,099","2,154",926
落合６丁目,872,824,"1,696",785
,"6,958","7,302","14,260","6,716"
,,,,
鶴牧１丁目,"1,272","1,312","2,584","1,221"
鶴牧２丁目,887,807,"1,694",842
鶴牧３丁目,"2,106","2,254","4,360","1,587"
鶴牧４丁目,356,404,760,333
鶴牧５丁目,932,"1,052","1,984",857
鶴牧６丁目,857,918,"1,775",798
,"6,410","6,747","13,157","5,638"
,,,,
南野１丁目,1,0,1,1
南野２丁目,476,430,906,450
南野３丁目,454,465,919,395
,931,895,"1,826",846
,,,,
東寺方３丁目,132,206,338,192
,132,206,338,192
,,,,
和田３丁目,421,510,931,540
,421,510,931,540
,,,,
愛宕１丁目,296,327,623,352
愛宕２丁目,432,447,879,483
愛宕３丁目,309,451,760,476
愛宕４丁目,"1,259","1,400","2,659","1,368"
,"2,296","2,625","4,921","2,679"
,,,,
,"72,667","75,939","148,606","73,078"
