市区町村コード,地域コード,都道府県名,市町村名,調査年月日,地区名称,総人口,男,女,男0-4,女0-4,男5-9,女5-9,男10-14,女10-14,男15-19,女15-19,男20-24,女20-24,男25-29,女25-29,男30-34,女30-34,男35-39,女35-39,男40-44,女40-44,男45-49,女45-49,男50-54,女50-54,男55-59,女55-59,男60-64,女60-64,男65-69,女65-69,男70-74,女70-74,男75-79,女75-79,男80-84,女80-84,男85,女85,世帯数,備考
132241,11,東京都,多摩市,2019-12-31,関戸１丁目,966,428,538,7,15,16,9,14,17,20,17,17,23,14,21,27,23,25,25,24,30,34,35,24,40,44,32,20,44,37,45,37,31,25,41,15,33,28,57,494,
132241,12,東京都,多摩市,2019-12-31,関戸２丁目,2657,1297,1360,53,47,50,43,38,40,39,60,94,117,89,104,89,77,108,74,115,93,112,107,106,118,103,97,63,64,61,72,63,73,49,70,31,44,34,60,1435,
132241,13,東京都,多摩市,2019-12-31,関戸３丁目,1423,692,731,18,18,24,27,46,26,46,46,43,40,40,36,35,41,53,46,37,49,60,76,74,46,45,44,43,35,31,41,31,48,29,43,22,29,15,40,713,
132241,14,東京都,多摩市,2019-12-31,関戸４丁目,2151,1019,1132,25,36,27,31,31,32,35,27,55,61,63,57,68,67,71,71,79,60,85,103,114,88,70,75,60,75,65,69,63,99,46,68,34,56,28,57,1215,
132241,15,東京都,多摩市,2019-12-31,関戸５丁目,1443,709,734,26,36,26,40,37,31,35,34,36,32,46,41,50,48,58,57,78,60,65,54,53,53,36,38,39,36,34,45,39,44,28,24,14,26,9,35,728,
132241,16,東京都,多摩市,2019-12-31,関戸６丁目,911,463,448,19,19,20,14,16,25,27,20,28,25,27,25,35,33,40,28,25,32,36,35,50,38,36,35,28,31,29,27,22,28,12,12,7,11,6,10,415,
132241,21,東京都,多摩市,2019-12-31,連光寺１丁目,3749,1869,1880,45,42,133,93,162,146,113,100,78,74,58,72,61,64,101,94,179,214,235,216,167,149,111,96,72,83,98,85,87,102,69,86,55,67,45,97,1607,
132241,22,東京都,多摩市,2019-12-31,連光寺２丁目,2423,1213,1210,39,26,56,51,60,67,86,84,87,72,63,45,48,48,61,57,90,79,113,139,144,134,101,90,62,65,62,60,69,73,40,52,18,39,14,29,1017,
132241,23,東京都,多摩市,2019-12-31,連光寺３丁目,1784,903,881,38,36,35,29,30,37,54,55,60,43,45,43,56,44,74,49,70,50,69,76,83,86,68,56,35,51,49,48,50,57,37,49,24,33,26,39,825,
132241,24,東京都,多摩市,2019-12-31,連光寺４丁目,544,281,263,10,3,8,9,13,10,19,8,12,9,5,7,11,11,19,16,20,21,29,23,29,11,17,20,14,18,16,21,19,18,16,25,16,13,8,20,260,
132241,25,東京都,多摩市,2019-12-31,連光寺５丁目,329,169,160,7,6,4,10,8,8,4,1,9,7,11,13,13,10,15,8,13,12,19,10,13,8,7,6,8,8,12,6,9,16,8,13,4,7,5,11,175,
132241,26,東京都,多摩市,2019-12-31,連光寺６丁目,764,422,342,9,16,19,13,18,15,21,19,25,15,23,13,28,14,34,22,36,25,50,32,32,26,16,14,17,13,25,27,26,24,27,18,9,16,7,20,377,
132241,30,東京都,多摩市,2019-12-31,貝取,1181,625,556,36,30,27,13,29,21,25,21,40,29,53,42,52,42,53,45,60,57,60,58,41,43,46,39,32,36,22,22,25,22,14,17,8,9,2,10,620,
132241,40,東京都,多摩市,2019-12-31,乞田,2620,1376,1244,61,49,61,45,66,52,53,46,110,100,127,104,77,91,101,71,113,97,127,102,110,105,113,109,87,54,57,55,47,52,24,44,22,35,20,33,1322,
132241,60,東京都,多摩市,2019-12-31,和田,9282,4753,4529,190,186,273,252,305,251,304,293,369,274,243,209,236,219,300,287,422,364,478,415,418,354,331,262,211,182,184,211,167,205,161,199,94,161,67,205,4129,
132241,70,東京都,多摩市,2019-12-31,百草,911,456,455,16,23,25,19,27,18,20,16,23,23,23,25,17,28,30,25,42,34,41,47,41,20,22,29,19,14,20,32,22,24,25,33,26,21,17,24,439,
132241,80,東京都,多摩市,2019-12-31,落川,1289,658,631,27,31,37,28,33,36,40,32,39,28,32,26,31,33,50,39,61,52,54,52,61,46,34,36,26,31,36,27,28,42,29,40,26,31,14,21,579,
132241,90,東京都,多摩市,2019-12-31,東寺方,1685,877,808,51,37,42,37,30,37,37,29,42,37,51,38,62,45,59,60,74,64,74,55,65,45,41,34,36,33,52,79,64,73,50,48,28,38,19,19,827,
132241,91,東京都,多摩市,2019-12-31,東寺方１丁目,1150,541,609,25,48,28,32,19,25,23,28,35,34,36,42,47,55,52,51,46,49,53,48,37,41,31,27,25,21,25,20,21,23,19,24,8,15,11,26,561,
132241,101,東京都,多摩市,2019-12-31,一ノ宮１丁目,2104,1155,949,21,25,30,28,27,35,27,28,130,80,121,79,107,75,89,73,124,79,80,65,69,54,78,64,47,35,47,47,68,51,39,47,23,40,28,44,1373,
132241,102,東京都,多摩市,2019-12-31,一ノ宮２丁目,1477,747,730,28,24,18,19,24,24,21,30,49,49,71,79,53,60,79,46,52,51,74,59,67,53,42,43,25,24,32,27,31,45,32,42,22,28,27,27,897,
132241,103,東京都,多摩市,2019-12-31,一ノ宮３丁目,871,421,450,19,15,23,22,17,11,16,14,22,48,31,39,36,25,40,43,37,32,39,37,27,33,21,16,13,12,15,27,29,20,20,24,8,14,8,18,493,
132241,104,東京都,多摩市,2019-12-31,一ノ宮４丁目,1944,959,985,48,37,34,40,33,36,32,29,99,89,67,63,51,59,75,64,70,64,95,71,71,73,61,71,52,49,44,44,37,50,27,50,27,38,36,58,1032,
132241,111,東京都,多摩市,2019-12-31,桜ヶ丘１丁目,1990,950,1040,32,28,30,47,45,41,40,40,67,38,56,46,36,38,52,48,57,47,68,83,62,75,57,58,60,70,73,66,63,80,61,64,31,58,60,113,939,
132241,112,東京都,多摩市,2019-12-31,桜ヶ丘２丁目,1334,610,724,19,16,23,17,29,19,20,32,18,20,25,35,23,28,36,35,37,40,44,44,27,39,48,36,54,55,43,68,63,66,48,46,17,43,36,85,607,
132241,113,東京都,多摩市,2019-12-31,桜ヶ丘３丁目,1190,578,612,28,11,23,21,24,32,28,17,24,31,16,14,19,21,27,23,35,41,43,42,52,38,28,39,40,32,30,45,54,48,46,61,26,35,35,61,527,
132241,114,東京都,多摩市,2019-12-31,桜ヶ丘４丁目,1568,747,821,16,14,24,24,33,27,37,29,49,65,46,44,37,48,51,44,44,34,57,48,60,58,54,46,36,47,36,49,54,70,37,52,45,48,31,74,825,
132241,120,東京都,多摩市,2019-12-31,和田（百草団地）,1311,620,691,10,4,4,7,11,13,16,8,15,12,18,15,11,19,21,21,38,30,64,42,51,46,38,34,36,34,64,66,68,90,64,111,55,78,36,61,879,
132241,131,東京都,多摩市,2019-12-31,聖ヶ丘１丁目,1913,883,1030,37,31,37,32,34,29,54,42,52,59,23,37,40,48,68,60,59,61,48,70,64,80,58,82,61,77,66,99,66,92,64,60,36,41,16,30,874,
132241,132,東京都,多摩市,2019-12-31,聖ヶ丘２丁目,1820,830,990,17,15,20,22,20,16,32,23,14,20,22,27,27,33,47,45,53,53,45,52,34,49,43,51,33,66,84,122,148,154,89,113,57,53,45,76,845,
