年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
33,8,5,22,15,8,7,17,12,8,9,12,4,10,12,15,10,10,10,3,4,5,1,3,2,11,7,18,13,60,54,3,4,5,11,12,7,11,6,22,16,7,10,11,3,12,16,9,7,5,5,8,1,9,11,3,3,4,9,4,6,8,3,2,2,0,0,14,13,24,16,10,4,4,6,5,10,19,19,35,16,17,16,8,2,9,7,0,0,10,11,27,18,29,22,12,12,3,4,6,6,0,0,16,10,14,15,2,3,6,2,8,4,22,25,20,12,10,4,1,1,6,1,9,4,16,21,17,15,13,22,4,5,6,10,12,10,15,16,12,9,18,28,1,1,11,12,9,16,9,10,3,3,1,0,0,2,1,1,6,1,1,0,15,15,861,745,"1,606"
34,7,6,14,17,6,12,13,14,3,8,6,12,9,13,6,11,15,12,2,1,5,2,6,4,5,5,15,16,48,47,2,4,7,9,16,11,10,13,23,8,14,15,7,5,13,19,5,9,5,7,4,7,9,14,0,4,8,12,7,4,10,12,3,4,1,0,12,16,20,24,5,3,13,10,10,9,18,11,23,30,23,25,7,5,6,2,1,0,10,11,21,19,20,23,10,14,4,7,7,5,0,0,9,14,9,11,2,2,0,4,3,2,27,20,10,9,6,7,3,1,2,3,4,4,31,23,17,14,12,7,7,6,12,11,9,7,14,20,10,9,24,25,3,4,6,8,13,8,7,4,3,7,1,0,3,3,1,2,2,4,1,1,11,16,776,807,"1,583"
35,2,3,22,17,10,6,15,14,16,12,9,3,20,13,14,11,12,10,1,4,5,2,8,6,15,11,18,20,50,44,6,7,8,10,12,14,11,9,20,16,12,10,4,6,15,14,5,5,4,4,1,8,10,7,3,5,11,10,5,5,11,14,5,3,2,1,20,19,25,18,5,2,9,3,3,3,21,17,26,27,18,37,6,8,6,5,1,3,14,10,22,25,22,22,3,15,4,9,10,4,0,0,13,13,10,12,4,2,6,5,3,1,25,16,14,10,8,2,3,1,5,2,0,1,23,27,15,14,21,19,7,13,10,7,17,7,25,18,15,9,25,25,2,3,8,6,11,6,5,5,4,2,0,0,1,3,0,2,3,4,1,2,18,14,879,802,"1,681"
36,4,2,22,15,9,12,19,18,15,12,6,4,13,13,18,17,19,7,3,6,2,2,7,5,10,8,15,18,55,63,7,3,11,14,18,10,8,4,14,15,15,12,10,6,23,16,9,5,9,10,3,6,7,6,2,1,11,6,11,8,9,7,4,10,0,1,16,25,28,20,6,2,8,6,11,8,20,9,31,15,37,36,6,4,5,6,1,0,10,15,27,19,22,21,14,10,5,7,5,5,0,0,19,12,17,15,4,4,1,3,4,0,18,18,17,11,2,7,3,2,3,6,7,3,28,28,14,23,9,21,4,7,10,11,6,12,20,28,12,10,28,30,2,1,11,17,14,10,10,6,7,5,1,0,4,4,3,1,5,3,1,5,15,23,939,876,"1,815"
37,6,9,18,15,10,12,10,14,14,15,6,4,24,13,6,9,14,10,2,4,3,3,6,4,9,7,19,17,67,40,5,4,7,6,11,11,11,16,17,15,11,9,4,7,12,13,10,14,7,6,9,2,12,5,5,5,11,13,13,9,12,15,3,6,0,1,23,12,21,32,1,3,6,10,8,13,16,20,27,34,27,37,5,5,10,7,0,0,15,12,33,23,31,22,18,11,9,9,7,11,0,0,9,10,15,14,2,4,4,4,2,3,20,25,12,21,4,9,1,1,2,4,6,6,27,35,12,20,16,12,8,11,12,10,7,6,25,21,18,15,31,30,1,2,11,13,12,14,6,4,7,9,1,1,4,6,2,2,6,2,1,3,10,11,925,922,"1,847"
38,6,7,17,14,12,8,17,18,8,9,7,9,16,19,9,8,15,13,4,2,2,1,4,8,9,12,19,12,49,72,4,7,7,8,9,14,8,11,22,13,20,11,6,9,8,13,13,14,9,4,3,5,14,12,5,3,17,12,9,10,14,14,5,3,1,2,17,16,31,23,5,1,8,6,7,14,16,15,22,23,48,46,8,6,10,7,2,2,19,9,22,27,27,24,16,12,7,9,10,6,0,0,15,13,19,17,5,1,4,6,2,5,26,23,16,17,5,6,1,2,5,2,2,5,34,27,19,26,10,17,6,9,9,6,10,11,22,16,9,10,28,24,2,2,8,10,8,11,9,7,6,3,0,0,5,1,4,4,4,2,0,3,16,14,952,923,"1,875"
39,6,5,22,20,9,7,12,11,11,14,10,7,20,27,14,10,12,7,7,1,2,2,11,2,11,8,19,8,65,50,11,8,10,2,15,14,7,12,14,17,14,10,8,8,21,10,9,11,6,10,3,5,9,10,6,3,15,12,8,12,15,14,4,5,2,2,15,15,25,20,2,2,10,4,9,15,9,17,31,26,42,49,3,5,3,6,2,2,14,19,17,22,18,16,12,9,13,12,7,5,0,0,15,15,20,17,5,3,7,4,3,2,26,23,18,8,7,10,2,4,3,7,7,8,32,24,22,24,23,12,10,9,10,9,9,12,18,21,10,8,27,26,3,2,9,18,4,12,8,8,8,8,0,2,2,6,3,2,5,7,0,3,12,7,968,909,"1,877"
40,4,3,26,11,9,10,14,12,10,12,10,4,30,31,13,11,12,15,1,3,4,1,4,3,13,9,26,16,72,58,7,5,15,9,16,17,11,14,27,10,10,9,13,10,19,14,9,12,5,7,11,8,8,9,5,5,15,16,8,8,16,11,4,5,1,3,25,23,34,14,4,1,8,7,19,19,16,13,25,19,48,42,9,6,9,9,3,1,15,19,30,28,27,27,12,11,4,7,7,8,0,0,11,10,25,15,2,7,3,5,4,4,23,19,16,6,5,3,5,2,9,4,2,4,25,24,22,19,21,18,8,17,13,9,8,13,18,22,9,8,23,37,6,5,9,12,8,13,7,2,7,4,1,3,1,0,4,3,2,2,5,2,19,17,"1,064",934,"1,998"
41,5,3,29,26,6,14,22,6,15,12,4,7,29,30,19,13,9,9,7,1,0,0,8,9,11,9,18,21,76,63,6,9,9,8,9,12,13,7,19,18,10,12,6,9,18,11,16,6,10,9,9,7,7,5,6,3,13,5,11,12,10,13,5,5,1,0,17,15,25,16,3,5,12,7,18,19,11,16,24,28,47,36,2,3,10,5,3,3,12,11,21,25,32,26,17,8,13,9,10,12,0,0,8,16,16,18,6,3,3,5,2,3,25,23,18,11,8,4,4,3,8,5,3,6,38,26,30,25,27,27,21,11,10,9,15,19,16,17,8,11,35,45,6,11,15,5,14,12,13,5,8,6,1,2,1,4,1,3,3,1,4,1,13,15,"1,093",970,"2,063"
42,5,6,30,17,10,12,15,9,15,18,4,7,35,41,8,16,18,5,2,5,6,4,8,7,13,14,15,15,85,72,6,3,11,8,15,11,14,11,23,14,10,2,7,7,16,15,6,7,11,10,2,6,3,2,5,10,11,14,10,13,8,9,10,5,2,0,17,14,21,25,5,1,12,7,17,21,12,10,24,25,37,36,5,2,5,11,1,0,10,11,31,27,27,38,10,27,19,11,5,16,0,0,16,15,25,27,2,11,4,4,4,0,26,17,20,23,9,7,0,2,4,10,2,5,25,29,22,28,23,14,9,12,10,18,18,21,24,22,14,12,32,43,8,6,10,11,19,12,3,3,10,8,1,1,1,4,4,3,7,4,2,6,18,17,"1,069","1,072","2,141"
43,4,8,25,18,11,3,16,11,18,11,5,3,32,49,15,17,16,12,3,4,3,3,9,4,8,17,22,17,90,71,14,5,11,13,18,10,6,6,24,18,8,17,7,5,13,12,18,13,8,11,9,13,6,10,6,6,8,12,13,7,12,14,7,15,0,1,10,23,20,17,3,2,11,8,22,13,19,17,26,25,28,46,8,8,5,10,0,1,10,16,21,13,21,29,13,11,9,15,6,8,0,0,19,16,22,20,4,6,9,5,2,3,25,16,13,16,9,4,5,3,9,7,7,0,35,30,32,25,19,23,13,18,23,13,17,14,26,24,22,16,41,50,4,5,12,17,13,14,7,14,5,7,3,2,4,5,4,7,3,6,4,3,21,19,"1,129","1,106","2,235"
44,3,5,15,20,5,12,18,17,14,12,7,5,35,45,21,13,12,13,6,6,5,6,3,2,13,7,27,22,76,83,9,6,18,11,22,13,10,7,26,16,8,12,7,5,12,16,10,11,8,6,10,9,13,9,14,4,9,15,8,9,12,14,9,7,1,0,17,13,21,19,5,2,14,4,19,14,14,18,26,27,37,36,8,3,11,9,2,1,16,10,15,22,27,22,16,18,12,12,12,10,0,0,16,8,26,26,7,11,9,6,3,2,28,25,17,18,9,12,5,8,5,8,6,2,30,34,33,24,29,21,11,10,18,18,24,13,26,32,19,16,57,48,1,3,14,10,15,9,11,5,18,15,0,2,2,5,6,6,7,4,5,5,12,14,"1,207","1,098","2,305"
45,6,7,22,16,5,9,16,22,20,10,9,8,41,46,20,22,14,11,2,7,2,1,10,7,11,12,23,18,94,85,3,11,10,7,11,18,10,15,31,12,13,12,8,4,19,12,11,9,4,6,9,9,13,6,12,6,16,10,14,12,22,14,5,8,0,0,11,8,13,20,3,4,7,9,27,19,13,8,26,39,35,35,8,6,7,9,1,4,18,19,28,18,28,34,17,18,13,15,8,8,0,0,25,13,29,26,4,4,6,5,2,3,28,24,20,20,9,13,4,7,11,9,5,4,31,22,25,19,27,15,19,19,11,13,13,14,24,26,21,21,47,71,5,5,10,18,11,9,6,10,5,7,1,1,4,6,6,3,5,5,4,4,16,17,"1,203","1,158","2,361"
46,9,6,23,23,12,8,11,21,12,19,10,5,58,51,19,24,10,14,6,4,2,3,11,5,9,15,32,25,83,96,10,6,10,7,13,9,17,8,13,16,10,12,7,9,21,9,18,18,9,15,5,5,13,6,12,9,7,15,9,15,11,10,12,2,0,2,21,18,20,19,7,3,11,6,17,19,9,18,38,27,38,37,9,5,10,11,2,4,14,14,30,24,32,22,22,17,13,14,7,9,0,0,22,13,19,27,9,9,5,7,6,2,17,23,25,32,13,14,7,5,7,14,3,4,30,31,26,23,20,23,27,22,18,9,22,14,22,25,10,17,49,62,8,7,13,21,6,16,11,8,9,5,1,4,4,6,5,7,7,8,3,1,15,12,"1,243","1,230","2,473"
47,8,6,24,16,10,17,14,12,15,8,3,8,40,43,19,28,15,23,6,1,4,3,6,5,15,11,30,22,104,74,8,17,10,13,17,9,10,13,15,16,16,12,9,7,19,18,15,15,8,7,9,11,13,10,13,10,8,11,8,10,10,12,8,10,2,1,12,18,25,23,4,5,9,11,20,16,15,17,25,33,35,26,7,13,6,14,0,5,19,16,37,37,27,32,25,24,19,18,8,8,0,0,17,12,32,30,9,4,5,13,5,6,32,16,29,27,6,9,7,3,9,11,2,7,27,31,26,25,19,17,18,19,15,21,19,15,39,29,17,20,69,44,9,7,14,8,14,17,9,4,9,12,0,2,6,11,6,3,9,5,5,4,11,19,"1,298","1,246","2,544"
48,5,14,24,19,7,18,21,17,15,9,4,6,42,50,30,24,22,12,6,9,6,1,9,7,14,13,23,22,95,65,13,12,13,12,12,15,10,8,18,10,14,10,7,9,20,15,14,14,13,5,8,3,8,9,8,7,14,15,10,8,18,17,2,9,0,1,22,13,23,21,5,1,9,8,16,16,20,17,46,44,30,38,13,11,7,15,1,6,17,34,30,34,37,36,44,26,20,14,11,10,0,0,26,15,18,31,11,3,13,10,3,5,26,29,26,35,10,9,7,5,17,10,4,11,37,31,19,19,21,18,18,18,11,14,9,20,32,18,20,14,52,53,3,5,16,12,19,13,10,7,6,5,2,6,4,6,4,8,8,7,2,4,20,16,"1,350","1,266","2,616"
49,4,4,19,26,10,18,17,27,10,13,10,6,46,38,23,31,11,12,8,2,4,2,15,5,16,7,30,14,102,91,4,8,12,10,21,13,10,11,18,11,13,14,13,11,19,11,9,21,9,11,8,13,13,14,14,6,8,12,9,6,11,20,2,4,2,2,20,13,27,27,5,1,7,3,13,20,12,13,41,42,26,31,8,5,14,14,5,9,13,16,26,24,29,40,28,25,19,15,10,8,0,0,9,7,22,17,8,7,7,3,1,6,29,25,24,24,7,15,8,2,8,12,5,7,26,29,16,19,25,34,12,16,17,12,9,17,34,27,18,14,38,36,6,6,14,11,5,13,8,8,6,9,3,3,6,5,7,7,10,8,10,4,16,19,"1,237","1,222","2,459"
50,8,6,23,18,15,17,22,25,13,8,5,11,47,35,27,37,15,15,3,7,2,3,11,9,7,12,16,23,99,78,11,7,6,9,14,15,6,12,16,13,17,8,4,3,12,21,11,16,6,5,11,12,11,7,11,9,9,21,7,12,11,15,5,5,2,0,10,9,18,16,2,5,16,15,13,12,15,12,48,28,30,27,7,11,11,16,7,5,16,13,32,25,33,24,25,24,10,13,9,14,0,0,17,20,19,29,5,7,11,8,3,4,23,27,23,22,6,14,3,3,13,7,5,4,31,26,20,18,20,21,30,14,9,21,19,16,33,22,19,16,32,22,4,4,7,10,14,12,10,7,13,8,4,4,8,11,4,6,10,3,2,3,15,18,"1,217","1,170","2,387"
51,4,9,14,37,25,16,29,21,7,6,13,9,42,29,24,27,14,18,7,2,3,3,9,2,3,7,19,15,85,84,6,1,14,11,17,8,7,12,18,14,11,10,8,8,8,10,26,16,3,6,6,10,10,14,22,11,12,18,8,14,17,16,2,2,0,1,12,11,20,21,2,0,10,8,17,8,15,12,40,41,23,21,9,9,11,13,6,4,28,19,21,34,29,25,26,22,12,18,16,9,0,0,20,12,12,12,8,9,9,8,8,1,25,30,23,23,12,10,4,3,2,10,8,5,22,22,15,24,22,19,15,16,16,8,18,12,25,29,19,21,46,34,5,5,7,14,13,12,6,12,10,7,4,1,5,10,4,4,8,3,6,5,10,11,"1,197","1,134","2,331"
52,0,10,17,25,17,1,21,19,16,13,11,12,36,40,33,25,17,17,7,3,3,1,3,8,13,9,20,23,93,79,11,8,13,18,16,11,4,9,12,14,16,9,5,6,17,19,15,14,7,10,12,5,9,11,10,5,10,16,9,14,15,12,3,5,3,1,16,10,32,17,1,2,8,6,9,12,18,9,48,52,25,18,6,7,13,19,5,7,26,14,32,23,34,33,26,18,11,18,13,6,0,0,16,19,16,19,1,17,6,11,0,5,34,26,23,25,12,15,5,9,14,7,6,4,32,24,16,18,15,17,16,19,15,17,11,11,21,29,16,10,33,22,5,4,13,11,11,12,12,4,4,9,1,4,5,5,3,6,9,10,1,7,17,20,"1,206","1,159","2,365"
53,5,7,26,18,12,7,24,18,10,7,8,5,35,32,35,27,21,21,4,1,1,0,8,6,9,12,28,24,92,64,9,4,10,4,11,7,9,7,16,10,20,14,8,7,17,13,10,18,7,10,6,11,15,14,10,10,12,11,5,6,14,9,5,5,4,2,15,11,24,20,6,5,14,7,8,10,12,20,42,35,17,21,10,14,8,14,6,8,20,19,29,25,26,21,19,13,15,10,6,11,0,0,20,9,18,18,6,8,7,7,4,4,26,22,17,24,12,10,3,3,11,11,3,7,21,18,20,15,21,23,9,11,10,11,20,6,26,17,10,7,35,26,3,3,10,11,13,15,4,6,5,7,0,4,7,5,2,5,9,5,3,2,12,23,"1,150","1,018","2,168"
54,4,5,18,14,10,9,12,16,11,14,7,4,21,22,27,25,16,13,6,1,3,1,8,7,8,5,18,18,72,64,7,4,14,4,6,6,10,3,12,5,15,4,3,7,13,16,7,17,4,9,16,3,8,11,10,5,10,14,9,11,8,20,3,2,0,0,16,13,20,11,5,4,11,11,11,8,11,12,29,36,13,15,6,5,8,9,2,8,19,12,21,24,21,22,16,17,14,13,8,4,0,0,13,12,17,15,1,6,6,9,1,3,24,24,14,12,4,10,3,1,8,7,6,2,20,16,12,10,24,17,12,14,10,7,11,7,13,18,13,19,21,19,0,4,13,14,9,9,4,2,4,3,1,3,6,7,5,4,6,6,1,2,21,20,930,885,"1,815"
55,12,7,19,29,10,11,21,22,8,10,11,10,36,25,24,28,16,16,5,5,6,2,3,3,7,8,25,20,71,58,6,4,12,11,8,10,6,7,12,11,5,14,5,5,20,14,10,17,7,3,10,8,13,10,2,7,18,16,3,5,7,13,2,3,0,0,9,14,19,22,2,3,18,13,19,16,13,17,43,43,15,15,11,12,12,13,6,2,23,19,23,26,27,27,21,12,16,11,11,5,0,0,11,15,16,26,4,5,3,5,1,1,26,22,28,17,7,8,5,3,7,8,6,8,20,22,15,13,14,18,16,14,10,12,12,8,19,19,21,12,25,21,5,6,3,7,15,18,6,6,6,5,4,3,8,6,6,3,6,3,2,11,15,27,"1,050","1,034","2,084"
56,4,6,24,23,6,4,16,15,6,7,10,12,25,24,21,20,13,11,5,4,1,2,1,3,10,7,30,21,93,55,7,7,7,11,2,7,5,5,16,13,8,9,4,3,12,20,17,15,9,8,9,7,14,8,8,13,13,20,11,11,10,9,3,3,0,0,13,13,20,11,6,1,16,15,15,13,16,19,51,40,14,21,13,13,10,11,1,2,21,20,34,16,18,20,16,21,15,13,9,5,0,0,22,14,12,18,3,5,2,4,2,4,27,17,15,12,5,9,3,4,6,4,4,6,23,23,16,9,21,13,11,10,11,17,10,8,18,15,17,15,15,26,2,4,5,13,14,11,3,8,7,7,1,3,6,2,6,1,2,3,2,4,18,19,"1,017",945,"1,962"
57,12,9,25,19,9,12,20,16,12,11,9,5,33,19,16,22,15,8,5,6,1,1,6,2,9,12,24,32,61,50,6,4,9,11,10,10,7,10,17,11,8,9,0,2,12,21,14,11,11,9,6,10,10,12,8,8,7,11,10,10,11,6,2,3,0,1,13,12,15,12,4,5,17,13,13,15,15,13,29,38,25,15,6,6,10,10,2,5,18,15,21,15,17,17,14,11,12,15,4,8,0,0,17,14,16,19,6,8,9,7,6,1,19,17,12,20,6,9,5,5,4,3,6,5,20,22,14,12,11,13,11,9,12,13,12,7,12,9,10,14,22,15,2,2,5,8,8,17,8,6,8,4,1,2,0,4,2,3,4,4,4,8,19,18,931,906,"1,837"
58,8,8,21,16,10,12,10,6,8,8,5,4,16,23,27,13,19,14,4,4,1,3,6,4,13,9,21,14,60,49,4,3,3,3,6,6,5,4,15,13,9,9,9,2,16,11,10,10,11,7,3,12,11,6,5,3,12,17,6,16,11,10,1,2,0,0,12,9,19,9,5,1,8,10,12,16,17,23,31,34,13,16,11,5,6,3,2,4,19,15,19,10,24,27,20,17,14,9,2,7,0,0,9,14,22,24,1,3,8,6,3,2,18,17,18,11,9,8,3,3,3,10,4,6,20,15,15,13,14,12,13,11,13,13,5,8,14,17,17,17,14,20,4,4,7,8,20,15,3,7,4,6,0,4,4,7,2,1,6,4,2,3,22,21,897,846,"1,743"
59,5,6,17,16,10,6,15,19,7,6,8,7,18,15,16,16,10,9,0,1,2,1,3,2,6,4,15,23,57,51,4,7,7,5,14,5,6,3,16,14,11,9,6,7,8,13,8,10,8,9,6,4,7,10,9,7,14,17,9,7,19,13,3,3,0,0,14,8,12,11,3,4,7,9,13,10,14,14,29,22,20,20,3,5,6,10,4,3,17,17,14,18,15,18,11,19,5,8,9,11,0,0,16,12,16,16,2,4,9,5,4,2,18,24,18,18,10,9,4,2,6,6,6,7,16,20,9,9,10,20,12,7,6,11,10,8,9,16,13,5,15,21,2,3,10,18,7,16,5,4,1,2,1,3,4,4,3,3,6,3,2,4,19,24,809,838,"1,647"
60,13,4,17,12,9,6,7,11,4,8,4,4,19,12,17,16,10,15,4,2,2,0,1,2,5,8,23,17,43,47,0,7,5,10,8,5,6,4,11,10,5,6,4,3,12,8,16,10,9,7,5,4,13,7,3,6,11,14,9,9,8,10,1,0,1,0,8,10,11,12,1,2,16,8,10,11,16,13,32,19,12,15,8,7,3,5,1,6,18,14,22,21,16,16,22,27,2,8,6,10,0,0,17,8,20,21,4,5,6,8,5,2,14,15,15,9,6,17,2,0,6,8,4,2,15,17,12,9,18,15,6,7,18,13,5,8,17,22,14,6,22,24,4,1,5,6,14,15,3,5,9,6,2,3,4,4,2,4,6,9,1,3,16,27,801,787,"1,588"
61,6,12,12,13,9,6,10,16,5,9,6,11,15,20,17,13,11,10,3,5,3,2,3,3,7,13,24,10,39,38,2,2,8,5,10,9,7,5,13,4,8,3,2,3,8,14,16,19,16,9,12,10,6,8,11,5,13,18,6,14,14,20,0,2,0,0,10,12,9,11,2,1,4,9,10,21,15,13,33,22,14,20,6,12,6,4,6,3,11,17,13,17,16,17,13,16,8,10,5,10,0,0,10,12,18,29,1,0,3,4,2,1,20,14,19,13,7,10,5,3,5,0,4,6,17,15,9,10,14,16,11,12,13,20,5,12,7,22,8,8,25,19,3,3,7,9,11,14,7,6,4,4,0,1,0,8,1,4,8,4,2,4,15,21,764,850,"1,614"
62,1,8,13,13,11,9,11,19,9,4,5,4,16,20,16,16,6,11,3,4,0,3,5,1,7,4,20,13,40,41,6,4,6,3,7,3,5,5,6,6,7,9,2,5,8,9,12,10,8,19,9,8,7,11,4,11,15,12,7,9,12,16,1,2,2,1,14,4,10,11,1,2,6,5,16,8,17,13,21,19,21,15,2,5,7,11,3,5,18,10,13,15,22,17,17,19,11,11,7,5,0,0,13,12,18,19,5,1,11,9,0,4,13,17,20,29,14,20,5,5,9,8,5,6,9,17,19,12,16,19,6,12,12,22,9,7,14,15,11,5,20,18,1,3,13,9,11,13,4,7,5,4,2,2,1,9,2,6,4,7,0,4,18,29,783,838,"1,621"
63,4,4,16,13,8,4,12,15,8,10,4,4,17,14,7,7,1,7,2,2,2,2,3,5,5,7,21,10,41,38,4,3,1,9,5,4,4,4,14,4,3,5,4,4,9,9,12,17,14,11,5,4,8,7,5,5,10,18,7,7,6,13,1,8,0,1,9,5,10,14,1,2,7,10,7,17,9,18,21,15,24,16,6,7,7,14,1,3,14,11,11,10,19,24,23,24,10,12,12,4,0,0,9,16,20,35,2,9,3,10,3,5,10,21,17,28,14,21,5,5,4,5,2,3,15,14,12,9,15,13,3,12,21,17,7,7,16,9,10,3,16,15,1,5,10,8,14,13,5,5,3,5,1,1,6,3,4,8,3,12,4,7,18,16,727,821,"1,548"
64,5,13,12,15,7,9,14,15,12,7,6,2,10,12,9,13,9,8,2,3,3,0,4,3,9,2,11,6,49,36,4,2,6,8,4,9,4,4,5,8,5,4,3,0,14,12,8,15,7,9,9,3,7,12,13,9,7,17,4,15,18,13,5,3,0,0,3,8,7,5,1,2,10,5,15,13,16,20,18,12,19,14,3,5,6,7,4,3,11,13,13,8,17,26,14,21,9,10,3,9,0,0,9,14,20,32,3,14,7,6,5,6,17,12,15,21,14,14,4,2,3,15,2,6,18,18,8,10,20,19,7,12,13,19,10,8,12,14,8,6,9,25,5,6,9,20,20,14,6,3,6,2,1,3,7,7,5,4,7,8,5,5,18,25,747,838,"1,585"
65,4,8,8,9,8,7,13,8,6,3,6,8,10,19,12,12,8,13,2,2,0,1,4,1,3,8,11,15,41,33,5,2,7,3,7,9,6,3,9,11,4,6,3,3,8,5,11,12,10,8,5,8,7,8,5,6,16,15,8,21,19,15,2,2,1,0,9,5,10,6,4,1,10,5,14,11,11,16,15,26,12,28,7,4,4,7,3,5,12,9,18,26,14,25,24,13,17,10,11,6,0,0,16,13,23,44,4,10,4,3,3,6,17,11,22,21,16,30,5,4,9,7,4,14,15,9,9,16,14,20,14,21,15,27,6,14,10,17,6,7,17,23,4,11,13,26,14,17,6,10,5,9,4,2,5,5,6,6,4,4,4,3,28,21,786,918,"1,704"
66,5,4,6,15,6,7,14,14,3,8,6,7,18,8,10,17,8,7,4,6,2,1,5,6,3,2,10,12,43,44,6,4,4,3,4,15,6,9,11,9,2,2,4,2,5,6,16,10,4,14,7,7,7,14,7,11,11,15,13,15,12,27,3,15,1,1,8,9,5,7,2,3,4,5,11,11,21,23,23,18,19,21,3,4,5,19,3,3,11,15,19,14,14,28,19,20,16,14,9,9,0,0,15,14,30,51,3,9,5,13,1,4,16,14,12,23,13,24,5,4,4,11,7,5,11,17,12,16,18,24,12,15,10,13,5,12,12,4,6,7,14,20,4,1,7,14,10,11,8,4,2,6,2,6,4,8,5,3,6,3,4,9,19,20,740,945,"1,685"
67,10,5,14,11,3,15,18,15,10,8,5,5,27,24,13,11,10,11,3,3,3,3,4,6,2,7,19,10,34,40,3,7,6,7,10,12,9,1,9,14,3,6,2,7,9,8,13,12,11,9,8,10,7,10,13,16,12,14,10,25,20,25,3,4,0,1,6,5,6,7,3,1,9,7,8,8,19,28,16,26,21,29,7,8,12,5,5,2,9,9,16,14,27,29,18,23,11,15,10,6,0,0,11,11,36,42,6,5,4,8,4,7,15,13,22,21,17,21,5,8,6,11,5,9,14,18,12,12,12,29,14,22,22,34,7,12,9,13,8,5,12,19,7,6,16,21,12,21,4,6,6,7,3,4,3,1,4,6,9,11,4,9,17,27,852,"1,023","1,875"
68,6,15,22,13,6,3,14,10,7,9,5,3,11,15,13,12,10,14,5,2,5,1,4,5,5,3,13,11,29,45,4,11,8,8,12,15,4,3,12,10,10,6,1,6,11,11,14,11,7,13,5,7,9,7,10,9,12,19,13,20,14,20,2,3,0,0,7,6,6,9,5,0,4,6,11,15,16,25,22,18,25,22,3,7,13,15,2,4,13,9,18,25,32,27,19,25,9,16,13,9,0,0,16,19,34,39,11,13,8,10,4,4,17,19,33,33,33,25,5,4,10,7,5,12,17,17,9,11,15,31,16,23,16,33,8,11,15,13,9,14,19,26,2,5,19,21,21,14,3,1,11,9,3,0,7,11,7,4,7,4,2,7,23,25,926,"1,043","1,969"
69,5,13,6,13,9,9,9,11,2,10,8,6,24,16,11,11,7,9,1,8,1,1,5,4,8,9,7,5,35,38,2,2,12,4,15,28,2,3,8,5,9,6,2,4,8,10,12,15,9,16,6,11,3,8,17,16,18,28,30,36,21,21,10,7,0,1,5,8,15,6,0,1,7,7,15,17,22,24,22,26,26,23,3,8,12,11,4,4,11,8,15,29,30,27,23,24,16,19,5,11,0,0,15,10,39,39,5,14,7,10,2,6,21,17,25,28,15,23,7,9,12,11,10,6,14,22,13,10,23,37,26,36,23,22,11,20,16,9,6,5,17,29,5,10,10,24,15,22,4,5,6,6,2,5,6,11,2,8,13,13,2,9,27,21,952,"1,134","2,086"
70,10,6,11,18,7,10,11,22,10,13,6,8,20,24,13,11,19,8,2,4,1,3,4,8,3,5,11,15,38,42,6,5,7,7,13,12,1,5,9,12,7,5,5,9,9,12,22,15,12,13,7,9,10,12,19,17,10,25,16,23,24,19,8,13,0,0,8,10,6,5,1,2,9,8,15,12,30,16,18,21,24,38,10,5,12,20,3,9,9,16,23,29,32,35,37,40,9,29,5,9,0,0,7,19,39,47,8,16,17,11,5,12,22,34,24,31,29,32,7,1,13,12,8,16,20,19,10,11,37,46,26,29,24,21,13,19,9,16,4,5,22,29,5,9,23,27,8,22,5,8,9,7,3,1,10,15,4,3,10,16,4,11,21,26,"1,048","1,285","2,333"
