年齢別人口　令和２年８月１日現在,,,,
年齢,男,女,合計,
0,426,411,837,
1,479,451,930,
2,540,488,"1,028",
3,559,526,"1,085",
4,535,541,"1,076",
5,575,592,"1,167",
6,583,588,"1,171",
7,594,596,"1,190",
8,618,555,"1,173",
9,614,579,"1,193",
小計,"5,523","5,327","10,850",
10,605,626,"1,231",
11,678,632,"1,310",
12,628,623,"1,251",
13,626,624,"1,250",
14,636,573,"1,209",
15,613,580,"1,193",
16,614,621,"1,235",
17,639,594,"1,233",
18,691,659,"1,350",
19,728,699,"1,427",
小計,"6,458","6,231","12,689",
20,737,714,"1,451",
21,753,727,"1,480",
22,817,784,"1,601",
23,808,803,"1,611",
24,783,774,"1,557",
25,762,776,"1,538",
26,706,706,"1,412",
27,723,689,"1,412",
28,696,644,"1,340",
29,659,601,"1,260",
小計,"7,444","7,218","14,662",
30,702,634,"1,336",
31,661,701,"1,362",
32,736,688,"1,424",
33,867,756,"1,623",
34,799,802,"1,601",
35,895,840,"1,735",
36,938,870,"1,808",
37,920,922,"1,842",
38,949,933,"1,882",
39,"1,005",911,"1,916",
小計,"8,472","8,057","16,529",
40,"1,056",932,"1,988",
41,"1,101",983,"2,084",
42,"1,097","1,080","2,177",
43,"1,133","1,100","2,233",
44,"1,169","1,090","2,259",
45,"1,257","1,206","2,463",
46,"1,246","1,230","2,476",
47,"1,289","1,240","2,529",
48,"1,359","1,294","2,653",
49,"1,212","1,176","2,388",
小計,"11,919","11,331","23,250",
50,"1,201","1,153","2,354",
51,"1,214","1,184","2,398",
52,"1,193","1,123","2,316",
53,"1,119",970,"2,089",
54,959,927,"1,886",
55,"1,022","1,033","2,055",
56,"1,006",930,"1,936",
57,934,879,"1,813",
58,867,863,"1,730",
59,822,834,"1,656",
小計,"10,337","9,896","20,233",
60,778,773,"1,551",
61,778,839,"1,617",
62,779,854,"1,633",
63,738,826,"1,564",
64,753,853,"1,606",
65,768,935,"1,703",
66,761,920,"1,681",
67,857,"1,039","1,896",
68,927,"1,043","1,970",
69,986,"1,182","2,168",
小計,"8,125","9,264","17,389",
70,"1,044","1,294","2,338",
71,"1,225","1,399","2,624",
72,"1,281","1,505","2,786",
73,"1,100","1,251","2,351",
74,661,844,"1,505",
75,839,929,"1,768",
76,912,"1,233","2,145",
77,883,"1,059","1,942",
78,921,"1,025","1,946",
79,781,963,"1,744",
小計,"9,647","11,502","21,149",
80,681,868,"1,549",
81,572,713,"1,285",
82,578,711,"1,289",
83,523,628,"1,151",
84,486,692,"1,178",
85,396,531,927,
86,363,455,818,
87,305,452,757,
88,242,429,671,
89,188,329,517,
小計,"4,334","5,808","10,142",
90,143,282,425,
91,116,243,359,
92,70,224,294,
93,61,162,223,
94,39,136,175,
95,33,113,146,
96,20,76,96,
97,15,64,79,
98,3,38,41,
99,8,30,38,
小計,508,"1,368","1,876",
100以上,7,53,60,
合計,"72,774","76,055","148,829",
,,,,
