町丁目別人口・世帯数　令和２年１月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,428,538,966,494
関戸２丁目,"1,297","1,360","2,657","1,435"
関戸３丁目,692,731,"1,423",713
関戸４丁目,"1,019","1,132","2,151","1,215"
関戸５丁目,709,734,"1,443",728
関戸６丁目,463,448,911,415
,"4,608","4,943","9,551","5,000"
,,,,
連光寺１丁目,"1,869","1,880","3,749","1,607"
連光寺２丁目,"1,213","1,210","2,423","1,017"
連光寺３丁目,903,881,"1,784",825
連光寺４丁目,281,263,544,260
連光寺５丁目,169,160,329,175
連光寺６丁目,422,342,764,377
,"4,857","4,736","9,593","4,261"
,,,,
貝取,625,556,"1,181",620
,625,556,"1,181",620
,,,,
乞田,"1,376","1,244","2,620","1,322"
,"1,376","1,244","2,620","1,322"
,,,,
和田,"4,753","4,529","9,282","4,129"
,"4,753","4,529","9,282","4,129"
,,,,
百草,456,455,911,439
,456,455,911,439
,,,,
落川,658,631,"1,289",579
,658,631,"1,289",579
,,,,
東寺方,877,808,"1,685",827
東寺方１丁目,541,609,"1,150",561
,"1,418","1,417","2,835","1,388"
,,,,
一ノ宮１丁目,"1,155",949,"2,104","1,373"
一ノ宮２丁目,747,730,"1,477",897
一ノ宮３丁目,421,450,871,493
一ノ宮４丁目,959,985,"1,944","1,032"
,"3,282","3,114","6,396","3,795"
,,,,
桜ヶ丘１丁目,950,"1,040","1,990",939
桜ヶ丘２丁目,610,724,"1,334",607
桜ヶ丘３丁目,578,612,"1,190",527
桜ヶ丘４丁目,747,821,"1,568",825
,"2,885","3,197","6,082","2,898"
,,,,
和田(百草団地）,620,691,"1,311",879
,620,691,"1,311",879
,,,,
聖ヶ丘１丁目,883,"1,030","1,913",874
聖ヶ丘２丁目,830,990,"1,820",845
聖ヶ丘３丁目,"1,059","1,073","2,132",946
聖ヶ丘４丁目,352,384,736,297
聖ヶ丘５丁目,57,48,105,33
,"3,181","3,525","6,706","2,995"
,,,,
馬引沢１丁目,918,873,"1,791",924
馬引沢２丁目,"1,252","1,138","2,390","1,259"
,"2,170","2,011","4,181","2,183"
,,,,
山王下１丁目,282,347,629,495
,282,347,629,495
,,,,
中沢１丁目,611,542,"1,153",650
中沢２丁目,912,987,"1,899",841
,"1,523","1,529","3,052","1,491"
,,,,
唐木田１丁目,"1,132","1,175","2,307","1,116"
唐木田２丁目,0,0,0,0
,"1,132","1,175","2,307","1,116"
,,,,
諏訪１丁目,"2,043","2,070","4,113","1,964"
諏訪２丁目,"1,792","1,982","3,774","1,666"
諏訪３丁目,546,538,"1,084",514
諏訪４丁目,751,978,"1,729",929
諏訪５丁目,255,331,586,351
,"5,387","5,899","11,286","5,424"
,,,,
永山１丁目,960,"1,008","1,968","1,124"
永山２丁目,"1,589","1,604","3,193","1,552"
永山３丁目,"1,876","2,119","3,995","2,017"
永山４丁目,"1,402","1,563","2,965","1,840"
永山５丁目,964,"1,093","2,057",883
永山６丁目,611,627,"1,238",599
,"7,402","8,014","15,416","8,015"
,,,,
貝取１丁目,"1,042",964,"2,006",962
貝取２丁目,"1,611","1,779","3,390","1,499"
貝取３丁目,419,558,977,444
貝取４丁目,535,570,"1,105",542
貝取５丁目,265,319,584,333
,"3,872","4,190","8,062","3,780"
,,,,
豊ヶ丘１丁目,"1,547","1,514","3,061","1,528"
豊ヶ丘２丁目,"1,457","1,487","2,944","1,326"
豊ヶ丘３丁目,750,879,"1,629",695
豊ヶ丘４丁目,328,361,689,398
豊ヶ丘５丁目,617,702,"1,319",655
豊ヶ丘６丁目,428,504,932,489
,"5,127","5,447","10,574","5,091"
,,,,
落合１丁目,"1,442","1,519","2,961","1,475"
落合２丁目,"1,147","1,105","2,252",888
落合３丁目,"1,461","1,555","3,016","1,483"
落合４丁目,"1,028","1,161","2,189","1,131"
落合５丁目,"1,065","1,105","2,170",925
落合６丁目,899,824,"1,723",800
,"7,042","7,269","14,311","6,702"
,,,,
鶴牧１丁目,"1,263","1,294","2,557","1,191"
鶴牧２丁目,879,811,"1,690",827
鶴牧３丁目,"2,111","2,236","4,347","1,579"
鶴牧４丁目,360,402,762,334
鶴牧５丁目,929,"1,051","1,980",856
鶴牧６丁目,851,920,"1,771",780
,"6,393","6,714","13,107","5,567"
,,,,
南野１丁目,1,0,1,1
南野２丁目,482,434,916,457
南野３丁目,467,459,926,399
,950,893,"1,843",857
,,,,
東寺方３丁目,140,215,355,196
,140,215,355,196
,,,,
和田３丁目,437,524,961,555
,437,524,961,555
,,,,
愛宕１丁目,301,330,631,360
愛宕２丁目,445,452,897,481
愛宕３丁目,327,465,792,486
愛宕４丁目,"1,258","1,404","2,662","1,365"
,"2,331","2,651","4,982","2,692"
,,,,
,"72,907","75,916","148,823","72,469"
