年齢,関戸１丁目,,関戸２丁目,,関戸３丁目,,関戸４丁目,,関戸５丁目,,関戸６丁目,,連光寺１丁目,,連光寺２丁目,,連光寺３丁目,,連光寺４丁目,,連光寺５丁目,,連光寺６丁目,,貝取,,乞田,,和田,,百草,,落川,,東寺方,,東寺方１丁目,,一ノ宮１丁目,,一ノ宮２丁目,,一ノ宮３丁目,,一ノ宮４丁目,,桜ヶ丘１丁目,,桜ヶ丘２丁目,,桜ヶ丘３丁目,,桜ヶ丘４丁目,,和田（百草団地）,,聖ヶ丘１丁目,,聖ヶ丘２丁目,,聖ヶ丘３丁目,,聖ヶ丘４丁目,,聖ヶ丘５丁目,,馬引沢１丁目,,馬引沢２丁目,,山王下１丁目,,中沢１丁目,,中沢２丁目,,唐木田１丁目,,諏訪１丁目,,諏訪２丁目,,諏訪３丁目,,諏訪４丁目,,諏訪５丁目,,永山１丁目,,永山２丁目,,永山３丁目,,永山４丁目,,永山５丁目,,永山６丁目,,永山７丁目,,貝取１丁目,,貝取２丁目,,貝取３丁目,,貝取４丁目,,貝取５丁目,,豊ヶ丘１丁目,,豊ヶ丘２丁目,,豊ヶ丘３丁目,,豊ヶ丘４丁目,,豊ヶ丘５丁目,,豊ヶ丘６丁目,,落合１丁目,,落合２丁目,,落合３丁目,,落合４丁目,,落合５丁目,,落合６丁目,,鶴牧１丁目,,鶴牧２丁目,,鶴牧３丁目,,鶴牧４丁目,,鶴牧５丁目,,鶴牧６丁目,,南野１、２丁目,,南野３丁目,,東寺方３丁目,,和田３丁目,,愛宕１丁目,,愛宕２丁目,,愛宕３丁目,,愛宕４丁目,,合計,,
35,2,2,23,16,8,10,17,14,12,11,6,2,13,11,17,13,12,6,2,5,5,2,8,7,13,11,17,17,54,62,7,3,10,11,10,11,11,7,17,17,17,9,5,7,16,12,8,6,8,5,2,6,11,6,2,1,11,12,6,7,12,9,6,9,1,2,25,27,25,19,6,0,4,3,10,5,17,11,35,18,23,42,9,6,4,2,1,2,15,17,24,19,25,27,7,13,5,10,10,5,0,0,14,14,15,8,2,2,5,4,6,0,20,20,14,14,4,4,3,1,2,0,4,2,22,26,15,18,14,19,6,11,6,10,9,12,28,18,13,9,30,30,1,1,8,11,14,9,5,9,5,5,0,0,4,4,0,1,5,4,1,2,16,18,905,841,"1,746"
36,7,3,17,16,7,9,12,15,16,8,5,8,16,17,13,14,15,6,4,3,4,2,6,6,11,7,14,19,57,48,4,5,12,13,19,10,13,8,17,19,11,8,7,9,19,18,10,5,4,7,5,3,12,8,3,1,11,7,12,11,8,10,3,8,0,0,21,17,31,26,3,3,11,9,8,11,25,10,29,27,40,38,3,4,11,9,0,0,14,10,30,24,25,27,16,7,9,9,6,10,0,0,15,12,20,19,4,4,1,3,2,1,22,24,12,10,3,9,2,3,5,9,7,4,30,20,8,19,18,20,8,11,15,11,8,7,17,29,13,14,25,32,1,1,11,17,12,11,8,3,9,6,2,0,3,4,4,2,5,4,2,4,9,15,957,900,"1,857"
37,6,10,18,8,13,11,12,16,11,13,9,6,25,16,5,9,18,15,4,5,2,2,5,4,9,12,18,15,61,64,3,4,8,4,8,13,9,9,20,17,15,13,3,8,12,15,14,15,12,5,9,5,9,9,4,9,12,14,14,9,14,16,3,3,0,1,19,15,30,29,0,1,5,9,7,11,11,25,19,30,35,43,6,5,5,8,0,1,17,10,31,26,28,23,14,20,6,5,9,7,0,0,14,10,14,15,5,3,2,5,2,5,21,17,21,24,5,8,2,2,4,3,4,7,35,38,17,23,7,9,8,11,7,4,6,8,23,15,15,12,32,26,3,4,11,10,6,12,9,4,6,5,0,1,5,4,4,6,4,3,0,3,15,12,934,952,"1,886"
38,4,9,21,19,12,9,14,18,11,9,6,9,12,20,12,11,14,12,5,1,1,3,7,5,7,10,21,11,48,59,6,8,6,6,14,15,10,10,16,15,20,9,8,8,15,9,11,15,4,5,3,5,12,11,3,2,22,14,6,9,9,12,5,7,0,2,20,15,23,24,6,3,10,2,9,13,14,13,26,21,38,41,7,6,8,8,2,3,17,13,15,28,21,23,17,8,9,13,7,8,0,0,13,20,21,21,0,4,8,6,1,3,30,26,11,12,8,4,2,2,1,3,3,7,29,29,17,21,16,16,10,8,11,8,10,15,24,19,10,10,25,23,3,2,9,17,5,11,9,9,7,7,0,2,4,3,0,1,4,3,0,5,16,12,921,938,"1,859"
39,6,2,24,17,10,6,15,6,11,15,14,3,27,27,13,10,12,8,4,2,2,0,9,2,14,9,26,16,81,52,10,7,12,2,9,17,9,18,18,12,11,9,12,8,19,10,10,9,5,13,9,5,9,10,7,3,13,14,8,9,19,13,3,5,2,3,22,22,32,19,4,1,10,8,16,19,10,15,34,23,52,46,4,4,7,3,4,1,11,22,28,22,25,27,13,12,9,11,6,6,0,0,11,8,27,16,5,4,5,4,6,3,21,21,17,8,5,10,4,4,8,6,4,5,25,23,24,27,28,17,6,15,8,9,11,12,19,24,6,8,26,27,4,2,10,13,7,11,9,6,6,5,0,2,1,3,6,4,4,6,4,1,12,12,"1,069",919,"1,988"
40,3,3,34,17,6,10,15,9,10,10,6,4,37,31,22,12,12,14,3,3,2,1,4,5,11,8,17,14,70,54,5,9,15,15,18,13,10,9,26,12,8,9,10,11,17,14,6,8,8,5,5,7,7,7,7,4,12,7,8,13,12,12,7,5,2,1,21,18,34,16,4,4,13,6,19,18,14,17,27,22,47,44,6,7,9,8,3,2,14,12,24,27,28,15,12,12,6,6,12,12,0,0,8,17,14,16,4,6,2,5,2,4,23,17,18,9,5,3,5,2,8,5,2,2,35,27,27,22,24,16,17,15,13,10,9,9,11,22,7,8,29,43,5,11,14,8,14,11,10,3,9,4,1,1,1,3,2,2,2,1,5,3,17,15,"1,071",922,"1,993"
41,7,3,20,23,5,17,19,10,16,16,3,11,31,36,9,15,16,9,6,2,2,3,7,7,14,15,19,18,81,68,11,4,7,4,12,11,11,10,18,18,14,8,5,7,19,10,17,9,8,11,6,6,8,3,6,8,15,11,12,13,11,10,9,3,2,0,15,16,23,17,4,1,9,8,16,22,12,14,20,28,35,30,2,3,6,9,2,1,12,14,26,32,34,40,16,15,18,11,3,13,0,0,16,9,27,15,6,6,4,5,1,1,23,23,21,15,11,6,2,2,4,7,3,4,34,22,26,28,18,24,16,6,10,15,12,30,22,20,15,15,35,46,9,5,10,6,11,13,9,4,8,6,2,3,0,4,0,2,3,3,0,2,17,15,"1,074","1,035","2,109"
42,5,9,29,14,14,7,11,8,17,12,4,3,31,49,14,14,17,12,2,6,4,3,10,9,11,10,23,17,83,74,10,5,16,13,18,7,12,8,27,18,12,11,7,6,12,14,12,12,11,9,6,11,5,8,3,6,7,16,12,10,7,12,9,15,0,0,17,16,21,26,2,1,10,4,19,18,19,14,31,21,34,42,11,6,5,11,0,1,15,10,20,12,23,31,13,18,12,12,5,9,0,0,18,19,21,28,2,10,7,3,6,2,33,11,16,24,11,7,3,2,9,10,3,4,30,36,27,28,26,17,12,21,18,16,21,13,28,21,18,13,34,45,4,5,15,17,19,12,4,10,8,10,3,1,4,2,6,6,7,4,6,7,21,23,"1,158","1,107","2,265"
43,3,5,20,20,5,5,17,16,20,9,5,4,39,45,17,16,11,8,4,6,5,5,4,2,10,11,24,18,96,71,11,5,15,9,22,15,6,5,28,13,5,13,8,3,10,15,10,11,11,12,12,11,11,10,11,7,13,13,11,7,15,11,7,6,0,1,9,17,24,16,4,1,16,6,19,13,12,20,25,26,32,37,7,3,12,9,0,1,12,14,25,20,23,26,12,17,13,17,12,9,0,0,13,9,24,26,4,3,11,7,3,1,25,20,14,15,7,6,2,4,7,8,8,0,29,27,37,20,26,21,13,14,18,15,22,12,20,26,26,15,52,58,3,6,11,14,10,11,12,7,8,8,0,2,3,8,3,4,7,7,3,4,22,11,"1,186","1,049","2,235"
44,7,10,18,19,8,12,18,16,11,12,6,7,37,49,19,20,13,13,6,5,4,2,6,2,15,13,27,23,72,87,4,8,11,11,13,16,9,13,28,17,11,7,4,5,16,17,10,9,3,4,4,6,15,8,9,2,8,13,10,7,14,21,5,9,1,0,18,14,14,15,2,4,9,8,26,17,16,13,27,40,37,38,7,5,5,9,2,2,16,18,16,11,27,26,16,20,11,12,9,13,0,0,21,12,30,19,7,10,5,4,4,5,22,27,13,22,11,15,7,6,7,8,3,3,33,29,21,20,31,17,18,16,13,15,16,13,27,28,9,22,47,49,2,3,9,13,14,8,6,7,14,15,1,1,3,3,6,6,4,2,4,3,12,10,"1,120","1,139","2,259"
45,8,4,20,23,8,8,15,23,14,15,10,7,50,45,18,24,10,12,4,4,1,3,17,8,9,11,20,21,94,94,7,10,11,6,11,14,18,10,22,14,15,15,7,4,23,6,12,12,7,11,10,8,6,6,18,10,12,9,13,18,17,10,12,6,0,0,15,10,16,18,6,3,8,6,22,23,9,5,34,32,43,38,7,8,11,11,2,4,16,14,27,29,29,31,19,17,13,10,6,7,0,0,24,16,22,32,7,10,6,9,4,3,28,19,27,25,8,11,6,8,8,13,4,5,30,28,27,26,21,24,25,21,18,7,13,16,29,30,21,13,56,68,9,8,13,16,8,19,10,6,8,5,0,3,4,9,5,5,6,5,3,4,14,20,"1,266","1,221","2,487"
46,9,8,26,19,14,11,11,17,11,13,10,4,44,50,27,22,16,19,6,3,4,2,4,6,9,15,38,29,96,90,8,13,7,12,13,4,9,10,16,14,12,12,12,9,16,14,19,21,8,12,6,7,16,7,12,9,8,15,4,11,12,7,8,7,1,2,16,18,20,20,2,3,7,4,22,11,13,25,31,24,35,31,12,7,5,11,0,4,17,16,38,22,26,26,26,23,16,15,10,8,0,0,19,11,27,34,7,3,6,9,5,5,22,18,32,24,11,11,3,3,11,8,3,5,30,27,27,19,22,15,18,23,15,15,26,13,27,25,11,18,60,56,7,6,15,17,8,15,9,8,8,9,1,3,7,11,8,5,9,9,6,3,12,15,"1,280","1,205","2,485"
47,5,6,22,22,8,18,19,15,16,9,2,7,33,41,22,30,15,19,5,3,4,1,5,4,20,14,27,17,93,70,11,9,14,11,14,14,7,8,16,14,16,11,5,10,19,17,13,12,5,5,7,7,12,10,9,9,10,15,13,9,17,17,4,4,1,1,15,16,26,31,4,3,10,12,17,18,20,16,35,50,32,24,8,12,7,17,0,8,17,19,33,39,40,33,37,21,18,21,8,11,0,0,19,14,27,26,12,6,12,11,3,4,32,24,18,31,4,11,8,5,11,12,4,4,27,38,23,23,17,22,21,18,17,23,16,18,35,25,16,21,51,55,6,6,15,9,18,13,3,9,6,7,1,2,2,7,2,5,11,4,3,3,13,18,"1,269","1,284","2,553"
48,5,10,28,16,8,22,20,22,14,13,10,6,61,45,23,26,17,9,7,8,6,2,13,4,18,8,28,20,104,76,6,12,13,13,18,13,14,12,16,9,12,16,11,8,19,15,15,16,16,8,10,8,10,11,17,6,12,11,9,5,12,21,2,9,1,1,23,12,26,19,5,2,5,7,10,14,15,12,46,38,16,32,11,9,8,13,5,5,20,30,26,28,30,33,39,29,20,16,15,9,0,0,22,17,20,20,8,5,8,7,1,6,27,31,27,32,10,8,5,2,9,11,5,15,26,29,22,22,23,27,16,19,13,10,6,19,33,19,25,17,48,38,6,4,11,11,10,9,14,6,8,7,3,8,8,6,11,8,11,9,5,5,22,16,"1,358","1,232","2,590"
49,2,6,14,21,13,13,12,28,12,7,5,11,41,38,26,32,13,10,7,4,4,2,13,10,4,9,20,17,97,90,8,7,5,10,16,13,5,7,16,14,17,8,8,6,15,13,8,19,7,7,8,10,14,13,8,8,8,16,8,12,11,15,4,3,2,2,13,11,19,27,5,5,7,11,13,16,10,16,45,32,37,37,7,8,17,17,5,9,16,15,31,21,28,31,31,16,19,9,8,14,0,0,13,11,18,19,8,5,12,4,3,4,26,24,23,19,7,19,9,2,12,9,3,3,30,30,13,15,19,22,23,7,13,15,16,16,35,29,19,12,35,29,4,8,13,8,12,17,7,8,9,9,3,1,7,8,3,8,7,6,5,2,16,22,"1,185","1,167","2,352"
50,8,9,18,30,25,24,28,19,8,6,8,8,35,28,31,30,12,24,6,4,2,4,9,5,9,10,18,19,95,74,10,3,8,11,16,14,5,15,19,10,14,9,4,8,13,16,14,15,4,5,7,17,7,9,17,13,12,18,4,13,14,16,2,6,1,0,10,10,24,17,2,1,18,9,18,13,16,10,38,41,28,19,8,10,11,13,7,1,18,12,26,33,35,25,19,32,7,14,13,8,0,0,18,19,15,25,6,8,9,12,10,4,23,32,20,25,7,9,3,3,5,8,6,6,23,21,22,21,26,21,20,20,9,19,16,13,28,21,14,15,40,28,5,2,5,15,10,12,10,11,10,9,4,3,6,8,6,3,8,5,2,3,9,14,"1,176","1,175","2,351"
51,4,8,23,30,21,4,29,20,15,11,13,12,52,41,28,27,17,12,7,2,2,2,8,7,5,8,19,18,88,84,9,3,18,12,16,11,6,9,11,17,13,13,7,3,13,16,22,15,1,9,8,3,12,14,15,6,10,21,10,9,16,13,4,4,1,2,21,12,25,19,2,1,8,8,9,7,16,12,44,41,17,23,6,7,13,18,7,8,29,25,26,32,29,31,28,17,13,19,16,7,0,0,17,15,16,19,6,15,8,3,0,4,34,25,28,24,14,13,3,6,8,8,7,2,30,22,10,26,16,21,16,17,18,8,16,9,23,33,17,17,35,35,5,7,12,12,12,11,12,8,10,9,2,2,4,9,2,6,9,6,7,5,12,16,"1,241","1,166","2,407"
52,4,10,21,23,10,5,30,16,6,9,8,7,29,30,32,31,20,23,4,3,2,0,3,7,12,10,24,23,90,70,8,8,17,12,18,9,7,10,13,11,14,11,8,7,17,17,11,16,13,10,12,9,14,10,8,9,13,13,7,12,15,10,2,4,5,1,11,8,30,18,3,3,8,4,10,11,17,14,43,44,23,13,8,10,6,15,3,9,22,11,36,21,29,26,18,20,13,16,9,5,0,0,17,9,15,14,5,13,4,11,2,4,25,30,18,20,10,14,5,6,13,11,7,9,31,20,21,12,16,17,13,17,9,19,17,10,21,17,18,12,43,13,5,3,13,15,11,12,6,4,5,7,1,6,6,3,2,3,9,5,3,8,15,21,"1,172","1,059","2,231"
53,3,7,19,14,13,8,10,20,13,12,9,5,31,31,27,26,15,10,6,0,2,1,8,3,8,6,17,23,87,65,7,5,6,3,6,5,12,5,16,10,20,6,3,8,11,13,9,16,2,8,10,6,9,14,10,8,13,14,2,7,10,14,5,4,1,1,16,17,22,17,5,4,11,10,9,9,11,12,36,35,16,22,9,9,11,13,4,7,15,14,25,21,24,21,23,14,11,10,5,12,0,0,20,15,15,16,1,8,11,6,2,2,21,16,21,20,9,10,2,2,12,7,2,2,18,9,15,10,26,20,11,11,12,5,18,7,23,21,9,8,25,26,1,3,9,9,9,15,5,5,3,4,1,1,7,9,4,7,7,8,1,2,21,25,"1,014",934,"1,948"
54,8,6,23,23,12,6,17,16,11,9,12,6,32,21,30,19,20,18,5,4,3,1,7,6,8,9,28,23,69,62,9,1,12,5,12,8,7,4,9,6,9,10,6,7,15,16,11,15,7,8,15,2,12,13,4,9,13,14,9,7,6,15,2,2,0,0,10,13,16,17,3,2,16,10,19,12,13,17,38,42,12,16,5,10,10,9,7,5,27,18,21,26,26,20,15,15,19,11,7,2,0,0,14,13,17,24,2,5,3,11,2,2,32,29,18,14,6,8,4,3,6,8,6,6,18,23,14,12,20,17,14,16,12,10,11,9,17,23,18,17,25,20,3,3,9,8,15,13,5,2,5,5,3,4,7,6,6,3,7,4,1,5,14,20,"1,041",959,"2,000"
55,6,5,23,23,6,12,19,20,7,9,6,15,26,24,23,32,9,11,5,6,5,2,1,2,9,10,24,19,81,63,5,5,10,13,5,10,3,5,16,16,7,13,4,2,17,15,11,16,4,6,8,12,18,9,7,5,14,18,7,11,11,13,3,4,0,0,14,15,22,17,7,3,17,13,16,9,17,22,51,43,16,19,14,12,10,17,1,3,18,20,29,25,22,29,24,15,15,15,10,6,0,0,15,12,17,23,4,6,2,5,2,4,28,18,24,16,6,9,5,2,7,4,5,7,23,21,17,14,16,16,13,10,9,16,9,5,20,9,15,12,20,27,4,7,3,13,13,13,3,7,9,5,2,5,8,4,5,2,3,4,3,8,20,25,"1,033","1,038","2,071"
56,11,10,21,25,11,9,18,16,8,11,11,4,24,20,20,22,17,10,5,3,0,1,5,2,7,6,26,30,84,42,5,7,8,11,5,8,10,11,12,11,11,7,1,3,11,18,17,17,13,9,6,8,9,9,8,13,9,16,12,7,9,7,5,1,0,0,12,9,11,10,2,2,15,17,13,21,12,18,37,31,20,15,7,9,11,7,1,4,23,15,27,18,18,18,14,15,13,14,8,5,0,0,22,15,13,16,5,6,7,3,2,1,18,17,18,12,6,8,2,5,4,5,6,8,21,26,15,8,12,18,13,11,10,14,13,8,15,16,15,15,15,19,0,2,8,11,11,15,3,7,5,6,1,1,3,1,6,2,5,2,2,7,12,15,951,902,"1,853"
57,8,7,19,16,8,11,12,10,9,7,4,7,28,22,20,17,17,9,5,8,1,1,2,5,16,14,26,20,54,51,6,4,6,7,9,7,5,6,19,11,6,11,3,3,14,17,9,10,9,4,5,10,7,9,8,3,9,15,8,18,11,6,0,3,0,1,13,10,23,11,6,5,15,14,12,15,21,16,31,42,18,18,11,4,6,6,2,4,16,18,21,7,16,25,16,14,12,8,3,10,0,0,12,18,14,26,4,6,6,9,6,2,23,17,12,20,7,9,3,5,5,5,6,1,20,15,10,16,14,5,14,8,16,10,8,9,12,14,17,18,20,18,6,4,5,7,18,18,8,8,5,8,0,4,2,7,2,1,5,4,3,5,26,22,914,896,"1,810"
58,6,7,28,19,8,8,20,16,10,8,6,5,12,17,22,15,15,16,1,1,1,3,7,1,7,5,16,14,70,49,3,5,5,3,11,6,6,4,16,14,7,8,5,4,12,13,11,9,12,8,3,8,12,6,5,3,17,17,3,8,18,14,2,4,0,0,12,12,16,14,1,3,5,6,13,15,13,19,30,33,17,19,8,6,7,7,4,2,17,14,15,15,19,19,21,20,10,11,6,6,0,0,14,13,20,17,2,4,8,4,3,2,16,23,17,15,10,13,4,3,2,10,3,9,19,16,17,7,12,18,10,13,9,14,8,8,10,18,15,8,16,22,1,2,9,12,13,16,3,3,3,1,1,4,4,5,2,2,5,3,2,2,20,19,869,845,"1,714"
59,10,5,12,13,8,6,11,14,6,6,7,5,24,15,16,13,8,8,2,2,3,1,2,3,5,7,20,22,43,54,3,7,6,7,10,4,5,5,13,13,12,9,9,6,9,11,11,10,7,8,7,5,8,10,8,10,11,11,13,9,11,10,2,2,0,0,13,9,10,10,3,3,13,11,9,6,14,14,32,17,18,17,3,8,5,5,2,6,19,12,16,19,22,16,14,25,3,8,8,13,0,0,15,6,18,16,1,2,7,8,3,1,22,19,16,11,4,11,3,1,8,4,7,4,16,21,7,11,16,15,9,3,10,9,5,5,16,16,10,8,16,20,2,3,7,14,11,13,4,4,7,5,0,2,4,5,2,4,8,8,3,6,17,31,800,796,"1,596"
60,9,3,14,12,13,6,8,11,2,6,8,10,14,14,18,12,11,14,4,2,2,1,1,2,8,11,26,16,48,45,2,5,7,8,10,7,7,3,11,5,4,3,3,1,15,9,16,13,11,10,10,7,9,7,6,3,11,23,8,7,11,15,1,1,1,0,10,9,10,11,2,1,10,6,11,19,18,12,31,21,10,20,7,9,6,7,4,5,13,16,18,29,14,18,15,17,5,8,6,11,0,0,13,13,18,25,4,4,6,7,5,3,12,13,15,13,9,12,3,2,5,6,4,3,14,13,13,8,14,17,6,10,14,16,5,12,11,23,12,6,24,18,4,0,6,5,9,15,5,8,4,5,2,1,2,4,1,4,5,3,2,4,12,16,778,800,"1,578"
61,3,13,11,15,9,9,11,19,11,10,2,6,12,22,16,13,10,13,3,7,1,3,4,3,6,7,16,12,31,36,2,3,5,4,6,6,8,4,12,6,7,5,1,3,6,12,10,17,12,14,9,10,5,8,7,8,15,15,8,15,15,16,1,1,1,1,12,7,11,8,2,2,6,7,10,14,9,12,25,21,19,10,7,9,8,6,3,2,12,13,12,9,16,18,19,16,9,11,7,4,0,0,12,9,25,22,0,1,8,3,1,3,18,18,21,17,10,14,6,3,8,3,4,6,11,21,12,12,13,19,8,16,14,20,8,8,11,17,7,7,23,21,3,4,9,7,12,15,5,7,2,3,1,2,1,10,4,6,6,6,0,4,15,23,741,832,"1,573"
62,5,8,16,11,10,5,14,18,7,4,5,3,22,15,14,16,3,9,3,2,1,2,4,4,8,2,23,11,46,41,6,3,6,5,9,3,2,6,11,6,4,8,2,6,13,10,13,12,9,15,8,5,9,10,5,8,13,11,5,8,11,16,1,6,1,1,6,6,6,11,0,1,5,6,16,16,16,13,20,16,18,18,4,5,5,14,3,4,18,8,12,15,22,18,19,22,9,11,7,5,0,0,11,15,17,25,7,4,5,9,1,1,15,14,19,32,10,19,4,6,5,8,3,5,15,16,13,7,16,15,5,10,19,24,8,6,17,11,13,3,19,16,0,4,12,12,17,15,4,7,8,4,1,2,2,4,3,5,4,12,4,4,18,31,790,825,"1,615"
63,1,9,12,15,6,6,9,16,10,10,7,3,16,11,6,7,6,7,1,5,1,1,4,3,6,7,13,7,46,33,3,4,3,9,6,8,4,4,12,5,4,4,5,1,8,11,13,17,16,12,5,3,6,10,9,5,7,20,5,13,9,13,4,5,0,0,7,2,8,14,1,3,8,10,6,9,15,18,17,13,25,17,4,7,6,8,2,3,11,13,15,7,20,26,19,28,10,13,8,7,0,0,8,10,16,36,0,15,6,9,7,8,12,19,14,24,18,19,5,2,5,8,1,7,17,13,12,13,20,12,5,11,15,16,9,11,10,12,11,4,11,17,2,6,9,13,15,12,7,3,4,3,2,1,8,6,3,6,6,6,3,7,20,15,726,826,"1,552"
64,6,11,9,10,9,6,16,10,9,7,5,8,6,20,10,17,7,8,2,2,3,1,2,2,6,6,11,11,53,38,4,0,6,5,5,7,6,4,3,10,5,4,1,1,12,9,6,13,6,6,10,4,10,14,9,7,11,14,7,18,22,14,2,2,0,0,7,10,9,4,3,1,11,6,16,15,12,24,16,20,17,16,4,3,8,12,5,5,10,12,17,17,16,27,10,16,13,10,5,8,0,0,11,19,25,41,5,10,6,6,3,5,21,14,18,24,10,22,4,5,6,12,2,10,13,15,9,13,18,19,13,19,9,24,8,9,12,18,4,8,14,25,6,6,13,19,18,11,6,8,4,9,0,3,3,5,7,2,4,7,4,4,26,23,760,910,"1,670"
65,6,4,8,12,7,10,12,10,3,5,6,6,17,12,14,13,7,11,4,3,1,0,6,4,2,6,12,15,38,37,5,6,5,3,6,13,7,6,10,8,4,5,7,2,6,6,17,10,7,11,1,9,8,9,4,7,16,17,10,20,12,21,2,10,2,1,9,6,10,7,3,3,6,4,16,11,14,18,20,19,12,28,6,5,1,9,2,4,14,8,16,24,12,27,25,15,19,11,10,5,0,0,15,16,30,40,2,8,4,11,0,7,15,14,21,20,14,27,5,5,5,10,6,7,15,10,10,16,18,24,14,16,13,19,6,12,11,10,8,5,14,24,3,8,8,24,11,20,4,4,5,5,5,3,6,10,5,7,5,3,5,6,19,27,769,934,"1,703"
66,5,6,10,8,2,10,14,13,5,8,6,5,22,16,9,15,9,8,3,5,2,1,5,5,4,2,12,11,39,46,4,3,7,6,4,13,9,5,10,13,4,5,0,8,6,7,14,13,9,11,9,7,8,10,10,17,12,12,14,19,15,27,3,10,0,0,8,8,1,7,1,2,4,6,7,11,22,23,22,23,21,21,3,5,10,11,9,3,9,13,16,9,21,27,21,24,15,15,4,9,0,0,15,8,36,51,4,6,4,5,3,3,20,10,15,21,15,20,3,3,9,10,7,5,10,21,14,13,15,27,16,16,18,19,7,14,10,10,4,8,14,21,8,5,11,17,8,13,9,5,4,6,2,6,6,1,4,6,9,7,4,12,22,21,805,952,"1,757"
67,10,11,15,17,6,10,19,16,11,7,4,3,18,23,10,10,11,12,4,2,5,3,3,6,3,5,19,10,27,41,4,9,6,7,12,11,4,2,11,10,6,6,3,5,11,7,9,12,9,13,6,9,6,10,12,13,13,14,10,20,18,24,4,2,0,1,3,5,9,10,5,0,6,7,10,4,20,27,18,20,20,29,6,8,14,12,0,4,10,10,18,20,31,31,18,21,13,16,15,8,0,0,12,15,22,46,11,12,5,11,5,7,11,18,26,26,22,18,7,9,8,9,6,13,17,17,6,15,13,31,14,25,18,43,5,7,14,9,9,9,13,24,3,4,15,24,22,19,2,4,10,9,3,2,3,6,6,3,5,6,2,3,18,26,858,"1,053","1,911"
68,3,10,20,13,6,4,11,9,7,10,9,6,15,16,17,13,9,14,2,3,2,1,6,4,4,8,7,8,33,35,5,7,7,5,14,28,5,2,6,11,8,3,0,2,10,9,18,14,7,13,5,11,7,7,11,12,18,22,27,25,17,24,7,8,0,0,10,4,12,4,2,1,5,7,12,23,18,25,17,20,26,20,4,7,12,14,3,3,14,10,16,21,26,22,22,31,6,14,9,8,0,0,15,15,46,37,6,12,8,8,2,5,20,19,30,32,29,32,5,5,10,7,5,10,15,20,13,9,18,29,19,30,24,24,11,14,14,13,9,11,21,23,4,7,19,23,16,16,3,3,8,7,2,1,5,8,5,8,15,9,3,6,26,26,963,"1,060","2,023"
69,13,13,8,17,11,10,8,13,3,12,7,6,28,19,12,10,8,7,2,7,1,1,6,4,8,5,9,11,37,47,3,6,11,6,16,15,1,5,11,8,9,7,5,8,9,13,14,14,13,13,6,8,7,11,26,14,10,34,18,33,21,13,6,9,0,1,3,9,8,7,1,1,7,5,19,14,20,19,25,26,30,28,7,7,8,16,5,6,9,12,17,31,29,33,34,22,16,26,3,10,0,0,15,18,34,36,7,13,15,14,4,9,24,25,25,31,26,26,6,6,16,12,9,5,19,23,13,11,30,39,30,36,17,19,10,20,13,9,7,5,16,25,4,12,13,25,10,20,2,6,4,5,3,4,10,17,2,4,8,14,3,13,20,25,"1,003","1,199","2,202"
70,5,8,10,19,6,8,15,32,12,12,4,7,12,19,15,16,18,9,4,4,1,5,4,7,4,4,12,13,35,44,4,4,7,7,11,19,4,3,17,11,4,6,7,7,5,10,18,10,11,16,10,9,9,7,13,18,13,20,26,29,28,31,13,11,0,0,6,7,6,4,1,3,9,10,16,14,35,23,25,28,23,40,6,7,18,19,4,14,16,20,19,30,36,38,23,44,12,22,9,11,0,0,8,16,47,55,12,21,8,14,4,10,20,26,24,33,25,26,8,5,7,12,10,17,20,19,10,8,31,47,26,34,35,29,18,19,7,18,5,7,25,35,8,11,25,25,17,22,8,4,10,10,4,3,13,14,7,4,15,13,8,11,34,25,"1,120","1,352","2,472"
71,9,10,18,14,6,7,12,23,12,13,2,6,25,25,16,23,8,10,6,3,2,5,5,5,6,7,14,12,40,48,7,6,5,10,11,15,3,5,11,16,10,12,7,3,7,9,13,19,18,23,16,16,10,24,14,20,19,20,30,36,26,32,16,18,2,0,5,8,5,8,4,2,10,10,9,10,26,23,18,27,28,30,9,13,25,27,3,6,17,13,23,23,26,43,33,44,20,36,12,13,0,0,21,21,42,52,8,14,18,16,8,5,17,24,37,43,19,25,9,7,9,13,16,17,14,18,11,11,47,54,39,39,26,42,4,13,11,13,10,5,34,33,9,13,32,43,24,17,3,3,9,7,7,4,12,11,7,8,10,13,9,9,34,23,"1,235","1,447","2,682"
72,7,8,20,17,7,11,15,17,8,9,8,3,21,22,17,14,13,16,4,6,6,3,7,3,6,2,8,9,42,35,7,3,3,11,23,13,6,7,12,11,5,11,5,4,13,11,18,19,14,16,13,14,12,18,13,19,21,32,45,43,35,32,11,12,0,1,7,5,4,8,4,7,3,6,10,13,26,16,20,27,30,34,7,8,13,28,9,14,11,11,24,25,32,47,39,46,23,39,7,9,0,0,20,20,51,53,15,18,11,16,8,11,16,23,36,48,29,27,4,13,16,23,17,6,16,17,8,14,49,46,34,47,34,40,19,18,10,8,8,6,35,36,14,9,21,43,20,12,5,7,7,12,5,6,9,19,5,11,9,24,13,17,20,30,"1,278","1,475","2,753"
