町丁目別人口・世帯数　令和２年２月１日現在,,,,
地区名称,男,女,合計,世帯
関戸１丁目,427,538,965,494
関戸２丁目,"1,292","1,360","2,652","1,434"
関戸３丁目,690,729,"1,419",712
関戸４丁目,"1,021","1,125","2,146","1,216"
関戸５丁目,714,734,"1,448",733
関戸６丁目,461,449,910,415
,"4,605","4,935","9,540","5,004"
,,,,
連光寺１丁目,"1,862","1,871","3,733","1,599"
連光寺２丁目,"1,214","1,212","2,426","1,021"
連光寺３丁目,905,886,"1,791",825
連光寺４丁目,282,263,545,261
連光寺５丁目,172,164,336,179
連光寺６丁目,425,340,765,375
,"4,860","4,736","9,596","4,260"
,,,,
貝取,624,555,"1,179",619
,624,555,"1,179",619
,,,,
乞田,"1,374","1,235","2,609","1,309"
,"1,374","1,235","2,609","1,309"
,,,,
和田,"4,755","4,520","9,275","4,141"
,"4,755","4,520","9,275","4,141"
,,,,
百草,460,454,914,440
,460,454,914,440
,,,,
落川,660,626,"1,286",579
,660,626,"1,286",579
,,,,
東寺方,885,818,"1,703",834
東寺方１丁目,549,618,"1,167",569
,"1,434","1,436","2,870","1,403"
,,,,
一ノ宮１丁目,"1,155",948,"2,103","1,370"
一ノ宮２丁目,746,730,"1,476",894
一ノ宮３丁目,417,449,866,490
一ノ宮４丁目,965,987,"1,952","1,031"
,"3,283","3,114","6,397","3,785"
,,,,
桜ヶ丘１丁目,950,"1,037","1,987",938
桜ヶ丘２丁目,611,726,"1,337",610
桜ヶ丘３丁目,579,610,"1,189",526
桜ヶ丘４丁目,743,816,"1,559",816
,"2,883","3,189","6,072","2,890"
,,,,
和田（百草団地）,619,680,"1,299",872
,619,680,"1,299",872
,,,,
聖ヶ丘１丁目,879,"1,031","1,910",874
聖ヶ丘２丁目,830,993,"1,823",846
聖ヶ丘３丁目,"1,061","1,075","2,136",947
聖ヶ丘４丁目,350,384,734,297
聖ヶ丘５丁目,57,47,104,33
,"3,177","3,530","6,707","2,997"
,,,,
馬引沢１丁目,918,872,"1,790",926
馬引沢２丁目,"1,251","1,128","2,379","1,253"
,"2,169","2,000","4,169","2,179"
,,,,
山王下１丁目,280,342,622,490
,280,342,622,490
,,,,
中沢１丁目,618,546,"1,164",660
中沢２丁目,908,980,"1,888",833
,"1,526","1,526","3,052","1,493"
,,,,
唐木田１丁目,"1,128","1,173","2,301","1,114"
唐木田２丁目,0,0,0,0
,"1,128","1,173","2,301","1,114"
,,,,
諏訪１丁目,"2,047","2,073","4,120","1,965"
諏訪２丁目,"1,793","1,978","3,771","1,666"
諏訪３丁目,550,546,"1,096",519
諏訪４丁目,740,966,"1,706",921
諏訪５丁目,255,329,584,350
,"5,385","5,892","11,277","5,421"
,,,,
永山１丁目,955,"1,010","1,965","1,122"
永山２丁目,"1,605","1,603","3,208","1,561"
永山３丁目,"1,876","2,114","3,990","2,018"
永山４丁目,"1,392","1,552","2,944","1,830"
永山５丁目,960,"1,093","2,053",883
永山６丁目,610,631,"1,241",601
,"7,398","8,003","15,401","8,015"
,,,,
貝取１丁目,"1,039",965,"2,004",965
貝取２丁目,"1,615","1,782","3,397","1,501"
貝取３丁目,420,558,978,444
貝取４丁目,533,570,"1,103",540
貝取５丁目,263,316,579,330
,"3,870","4,191","8,061","3,780"
,,,,
豊ヶ丘１丁目,"1,563","1,524","3,087","1,543"
豊ヶ丘２丁目,"1,456","1,486","2,942","1,325"
豊ヶ丘３丁目,748,878,"1,626",697
豊ヶ丘４丁目,327,361,688,398
豊ヶ丘５丁目,616,701,"1,317",657
豊ヶ丘６丁目,430,503,933,490
,"5,140","5,453","10,593","5,110"
,,,,
落合１丁目,"1,445","1,520","2,965","1,476"
落合２丁目,"1,143","1,103","2,246",886
落合３丁目,"1,453","1,555","3,008","1,475"
落合４丁目,"1,028","1,164","2,192","1,133"
落合５丁目,"1,064","1,102","2,166",926
落合６丁目,894,821,"1,715",796
,"7,027","7,265","14,292","6,692"
,,,,
鶴牧１丁目,"1,265","1,295","2,560","1,195"
鶴牧２丁目,885,808,"1,693",833
鶴牧３丁目,"2,114","2,242","4,356","1,581"
鶴牧４丁目,361,405,766,335
鶴牧５丁目,929,"1,055","1,984",859
鶴牧６丁目,848,911,"1,759",775
,"6,402","6,716","13,118","5,578"
,,,,
南野１丁目,1,0,1,1
南野２丁目,482,432,914,457
南野３丁目,462,459,921,397
,945,891,"1,836",855
,,,,
東寺方３丁目,139,215,354,195
,139,215,354,195
,,,,
和田３丁目,435,520,955,551
,435,520,955,551
,,,,
愛宕１丁目,301,330,631,360
愛宕２丁目,443,452,895,481
愛宕３丁目,328,466,794,487
愛宕４丁目,"1,261","1,406","2,667","1,367"
,"2,333","2,654","4,987","2,695"
,,,,
,"72,911","75,851","148,762","72,467"
