市区町村コード,地域コード,都道府県名,市町村名,調査年月日,地区名称,総人口,男,女,男0-4,女0-4,男5-9,女5-9,男10-14,女10-14,男15-19,女15-19,男20-24,女20-24,男25-29,女25-29,男30-34,女30-34,男35-39,女35-39,男40-44,女40-44,男45-49,女45-49,男50-54,女50-54,男55-59,女55-59,男60-64,女60-64,男65-69,女65-69,男70-74,女70-74,男75-79,女75-79,男80-84,女80-84,男85,女85,世帯数,備考
132241,11,東京都,多摩市,2020-09-30,関戸１丁目,959,426,533,9,13,18,10,15,13,17,19,17,21,18,19,25,23,24,26,21,25,32,37,21,37,41,36,29,41,30,45,39,35,27,35,16,33,27,65,492,
132241,12,東京都,多摩市,2020-09-30,関戸２丁目,2669,1296,1373,52,43,49,42,41,41,44,58,90,132,88,106,84,77,101,81,125,92,112,100,98,112,106,103,70,66,56,61,67,80,45,65,35,48,33,66,1474,
132241,13,東京都,多摩市,2020-09-30,関戸３丁目,1373,660,713,20,17,20,21,38,31,42,34,37,42,35,29,32,39,50,45,41,51,44,70,79,50,45,45,44,34,32,41,31,51,31,45,21,26,18,42,679,
132241,14,東京都,多摩市,2020-09-30,関戸４丁目,2160,1020,1140,19,38,34,32,29,28,34,36,59,57,62,59,62,58,73,75,85,55,79,99,108,99,82,78,54,76,68,58,60,100,52,70,28,56,32,66,1230,
132241,15,東京都,多摩市,2020-09-30,関戸５丁目,1474,717,757,30,41,25,38,37,33,36,33,38,39,46,41,40,43,64,62,72,65,72,59,57,48,41,42,38,38,28,38,42,46,25,27,12,26,14,38,748,
132241,16,東京都,多摩市,2020-09-30,関戸６丁目,903,461,442,19,16,20,18,17,22,24,19,30,26,27,24,28,33,38,27,30,26,36,33,44,41,43,38,25,25,30,29,21,34,13,11,9,8,7,12,417,
132241,21,東京都,多摩市,2020-09-30,連光寺１丁目,3751,1875,1876,48,46,111,78,166,141,122,113,89,76,61,85,58,58,93,85,161,196,227,228,181,158,128,106,77,78,90,82,91,97,71,85,54,73,47,91,1616,
132241,22,東京都,多摩市,2020-09-30,連光寺２丁目,2389,1193,1196,34,25,50,45,64,71,76,79,95,70,66,43,36,43,61,55,76,70,111,129,146,141,104,99,66,65,59,63,65,76,47,48,19,44,18,30,1021,
132241,23,東京都,多摩市,2020-09-30,連光寺３丁目,1788,905,883,34,39,35,29,32,33,43,58,66,44,47,35,55,44,72,47,67,54,72,72,83,84,73,58,37,51,43,54,55,55,36,51,28,35,27,40,828,
132241,24,東京都,多摩市,2020-09-30,連光寺４丁目,538,273,265,11,4,8,8,11,11,20,8,12,11,3,5,13,10,17,17,19,19,28,23,27,14,19,20,14,16,15,21,19,16,14,25,14,13,9,24,258,
